Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Yongdang Dong,1904,613,9578,13631,2001,2002,2003,2003,543,1185,726,769,48,137,305,309,19,102,106,98,3442.9,262222,267256,27356968,54204798,67865422,14368,42869,54137
Onsan,1749,722,16104,23364,2003,2005,2006,2006,580,1092,826,806,45,97,281,203,21,58,96,84,3904.9,297975,303696,22823000,50604574,62203380,13049,42177,53044
Pohang,1339,433,10476,17014,2001,2003,2005,2004,449,1151,796,843,26,90,255,205,25,72,97,98,1934.1,147727,150564,14134723,33713046,43422003,10556,34632,43915
Gamcheon/Busan,1192,477,6585,9544,1999,2000,2001,2001,546,1183,944,982,40,158,248,236,24,100,135,133,1989.0,151816,154731,13631261,32462388,41747421,11436,35859,45434
Ulsan,1167,519,11169,15411,2002,2004,2008,2007,497,923,728,750,35,121,363,317,27,83,89,87,2247.3,171743,175040,12980633,32159304,40501698,11123,38121,48229
Jisepo,1047,490,15667,18034,2001,2003,2007,2006,566,1109,1135,1080,33,91,441,343,25,67,81,93,2379.0,176624,180015,13999215,39112073,45808650,13371,49606,64333
Busan,1036,390,4111,6018,1999,2000,2003,2003,629,1553,934,999,63,228,400,323,30,106,131,137,1924.5,146016,148819,11970514,25073590,28671149,11555,33174,42322
Gwangyang,877,348,4597,5558,2006,2007,2011,2010,242,639,385,373,26,59,99,97,19,46,182,139,1018.3,77064,78544,4633018,14120662,16887419,5283,20079,25835
Daesan,651,375,9310,13152,2004,2006,2006,2006,581,1074,905,894,49,100,280,302,23,51,74,78,1738.0,133300,135860,10549073,30529164,35619919,16204,56440,70421
Yosu,575,409,8648,12061,2004,2006,2006,2007,397,956,857,850,36,98,249,219,23,69,310,300,1750.4,134190,136766,10311766,25792139,31071819,17934,56333,67391
Busan New Port,546,307,4266,5090,2003,2004,2008,2007,397,784,400,420,30,108,121,128,18,68,63,66,834.6,63931,65158,5620412,13961325,17221225,10294,33251,41480
Donghae,522,113,3820,6562,1997,2001,2002,2002,503,867,944,970,36,90,281,293,24,70,97,98,641.9,49011,49952,4462009,10511642,13990789,8548,31031,39323
Tongyeong,502,349,4216,6952,2003,2003,2005,2005,475,917,976,1093,32,64,779,887,22,63,107,105,797.9,61037,62209,6348084,14695146,18773719,12646,41715,53219
Jeju,463,153,6988,5410,1999,2002,1999,2000,548,1788,2026,1532,39,160,820,658,23,81,120,105,2292.7,173924,177263,12141718,32250031,36810103,26224,68828,77142
Mokpo,445,280,7574,9127,2003,2004,2006,2008,487,1069,908,887,36,88,255,259,24,77,170,146,1993.2,153302,156245,10407309,29525734,32204145,23387,65652,75749
Pyeongtaek,444,240,5457,5603,2005,2006,2008,2008,435,883,641,670,39,77,91,111,21,50,48,59,732.0,56074,57150,4661201,14018748,17137938,10498,38117,46952
Incheon,391,156,4759,5692,2003,2007,2006,2006,503,797,848,787,42,90,431,384,18,47,75,65,864.7,64949,66196,4482153,16296002,16136472,11463,42807,54813
Janghang,336,245,4233,5927,2004,2004,2008,2007,496,911,734,794,44,77,182,203,23,56,55,58,628.8,48258,49185,4505930,11105717,13270110,13411,45090,55367
Masan,266,155,1721,2118,2002,2001,2006,2004,458,978,669,741,34,98,120,149,18,85,92,108,371.9,28578,29127,2600065,5912545,7384894,9775,31151,39107
Mukho,225,41,513,847,2000,1997,2000,2000,390,758,551,544,25,53,108,103,29,76,80,74,152.5,11665,11889,2047850,4734042,6074954,9102,27710,35649
Seongsan,176,160,3055,4532,2004,2005,2006,2006,521,1325,886,981,39,131,363,421,22,96,243,272,441.5,33792,34441,3600036,9588820,12107200,20455,65180,83187
Gunsan,159,133,2133,3003,2002,2002,2008,2008,733,1389,1101,1219,66,121,322,367,22,77,147,142,372.1,28577,29126,2627055,6867930,8670439,16522,59930,75378
Anjeong,158,132,1425,2009,2002,2002,2006,2005,559,951,699,790,41,84,120,126,26,74,162,164,320.0,24453,24922,2006060,5161883,6447733,12697,42476,53400
Tonghae,154,90,2042,3344,2004,2004,2007,2007,526,771,789,801,47,81,140,143,28,72,93,94,267.2,20081,20467,1960869,4803075,6095517,12733,45211,56006
Kwangyang,150,54,1036,1570,1999,2003,2005,2006,208,1797,760,788,21,196,218,152,14,58,94,92,305.5,23443,23893,1588214,6067238,5151339,10588,31470,40802
Dangjin,146,118,2932,3078,2003,2004,2005,2005,752,1346,962,936,71,151,151,165,19,77,63,69,430.4,32624,33251,2453242,8242071,8983934,16803,60265,75743
Hwasun,126,114,1692,2386,2004,2005,2006,2008,396,700,674,658,32,51,100,92,13,38,63,69,260.1,19308,19679,1313818,3719079,4459372,10427,38101,48847
Jinhae,125,89,777,811,2002,2002,2005,2004,442,845,731,796,37,87,120,135,21,57,65,69,188.2,14427,14704,1112704,2333194,2922479,8902,27535,33734
Suwon,122,57,1046,1343,2011,2007,2012,2012,413,818,484,496,31,93,65,69,13,21,18,18,208.9,16078,16387,1244052,4192660,4839676,10197,38657,47532
Gohyeon,111,81,1449,2322,2005,2004,2011,2011,417,863,750,990,42,94,241,230,28,66,92,98,228.6,17479,17815,1552981,3560409,4222833,13991,44046,56499
Bupyong/Incheon,74,36,248,390,2000,2001,2000,1999,448,928,647,650,25,68,117,114,32,146,144,138,69.6,5321,5423,761994,1701441,2128176,10297,31367,39401
Namwon,69,64,1184,1655,2007,2007,2010,2011,651,759,592,625,52,71,95,108,18,57,52,48,154.6,11890,12119,1006057,2690180,3225458,14581,49278,61037
Sokcho,14,12,23,26,1993,1995,2004,2006,489,1097,503,382,40,79,139,135,186,306,301,199,13.1,989,1008,55459,120588,139749,3961,9976,11780
Bucheon,14,14,97,152,2001,2001,2010,2010,389,520,643,642,48,57,135,132,62,80,96,96,16.5,1259,1283,89072,241431,339628,6362,25344,32499
