Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
China,13286,4030,256399,307312,2006,2007,2009,2009,564,919,726,762,56,111,170,182,22,67,79,90,36396.6,2801990,2855788,220359923,622715858,730924928,16586,55296,66429
Japan,13155,2387,82694,91631,2003,2006,2007,2008,401,694,584,621,38,78,135,144,11,41,41,47,15555.0,1187456,1210256,98645310,286077864,340800572,7499,24773,30339
Russian Federation,2611,1154,48078,67008,1999,2000,2004,2004,796,2033,1151,1097,81,335,385,302,46,99,97,94,10069.4,760601,775205,59291693,147461829,172424812,22708,67177,81669
"Taiwan, Province of China",1329,679,34499,45998,2006,2007,2007,2007,927,1267,1034,1074,73,119,177,202,15,46,41,42,5217.2,401322,409027,34315875,98439492,114119979,25821,87655,106026
United States of America,1217,799,544551,614493,2009,2010,2010,2010,5333,6974,7424,7210,458,532,546,549,58,85,64,68,60969.8,4653380,4742725,289180830,881039684,984614461,237618,891956,1095590
Hong Kong,818,216,18861,23198,2008,2008,2008,2008,1184,1391,1241,1260,86,129,116,123,9,18,19,20,3363.6,259365,264345,20915778,68728839,79310954,25569,92911,111814
Singapore,804,679,113534,152255,2009,2009,2010,2010,2620,3006,3053,3119,228,280,300,322,15,54,284,366,11170.0,835794,851842,63705289,191524393,208459603,79235,292848,372910
Australia,727,498,226300,378970,2011,2011,2010,2011,4177,4422,4535,4431,355,390,426,429,45,86,184,148,15705.2,1148496,1170547,89688362,251461949,271942141,123368,455385,576017
Indonesia,527,389,85512,151900,2007,2009,2009,2009,2654,2951,3006,3003,237,279,430,441,35,72,96,99,6269.7,478597,487786,49056501,113562878,126806287,93086,301756,376599
Viet Nam,479,251,17518,25243,2009,2007,2009,2009,1961,2344,2219,2258,149,218,216,222,19,78,56,60,2987.0,230323,234745,18164829,58377216,69946436,37922,147137,180133
