Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Yongdang Dong,9201,1598,120782,154121,2003,2004,2008,2008,581,1538,1093,1110,50,155,238,237,11,54,42,46,21757.3,1671985,1704087,139571062,420450142,484619371,15169,51470,61756
Onsan,5426,2367,314154,499452,2007,2007,2009,2009,733,2104,2910,2977,74,201,446,444,23,53,138,156,29338.8,2263716,2307179,195563588,528914697,601423448,36042,125546,156398
Busan New Port,3619,1235,571516,610422,2008,2008,2010,2010,677,2261,2307,2309,59,155,349,346,20,32,48,48,63670.1,4892044,4985972,324893526,903242435,1033797388,89774,303653,360365
Busan,3246,1327,82425,124957,2002,2004,2009,2009,467,2130,1819,2522,44,241,517,493,16,93,105,110,10340.9,790475,805652,66385745,172645490,206084040,20452,68927,83953
Gamcheon/Busan,2983,1524,85521,117518,1998,2001,2008,2009,676,2403,2654,2772,71,312,532,524,29,95,89,94,13860.1,1054887,1075140,83149290,208989607,245561659,27874,85619,103293
Ulsan,1613,975,78576,104449,2008,2007,2010,2011,742,2055,2801,2730,73,199,487,493,25,59,68,79,7947.7,611603,623346,45610891,144676515,165971375,28277,111822,140073
Jisepo,1547,1036,272585,280348,2007,2007,2008,2009,865,2307,3028,2982,82,172,477,465,23,49,140,124,32713.3,2363716,2409100,131646135,431967473,463365640,85098,337518,430547
Daesan,1449,887,114709,191455,2008,2008,2010,2011,716,2005,2997,3127,78,190,497,515,30,70,106,109,9731.0,740736,754959,64164682,164879621,187298979,44282,148978,184291
Gwangyang,1249,581,53190,76693,2010,2009,2013,2013,633,1685,1968,2083,70,161,348,345,25,61,95,104,4820.4,366442,373478,31974859,92726575,105859002,25600,94597,119906
Yosu,1131,909,126711,197834,2009,2009,2012,2011,1112,2536,3313,3299,118,239,517,511,32,68,81,83,10728.9,803130,818550,64241283,190036141,203032085,56800,220736,287974
Pohang,1076,681,91839,167244,2006,2006,2011,2011,809,2025,3438,3513,87,206,504,498,45,74,96,98,6202.9,473417,482506,41509011,106206957,128850968,38577,136278,169769
Incheon,945,419,42877,53981,2007,2007,2007,2008,349,1560,1715,2354,30,148,312,361,23,64,327,193,4404.9,326956,333233,24876966,71945874,80014777,26325,89748,110367
Pyeongtaek,760,375,48267,57134,2008,2008,2011,2011,420,2025,2155,2563,38,187,457,464,20,65,56,72,4305.3,317320,323413,23393765,76946561,85491024,30781,116506,143306
