Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,3897,678,50008,87389,2000,2009,2005,2005,533,812,912,917,35,76,216,223,23,68,90,90,6036.6,463556,472456,44779361,106051308,135024083,11491,40679,50270
General cargo,3027,615,12163,17951,2001,2002,2002,2001,474,675,910,902,36,66,291,298,26,56,155,150,2959.9,225566,229896,32016241,94193071,133893849,10577,38972,53294
Chemical tanker,2888,515,18438,29293,2004,2008,2007,2007,582,703,998,1006,49,63,250,255,23,44,111,112,5826.8,446532,455105,38068515,114270362,139353587,13182,45518,55977
Oil tanker,2390,293,18442,33316,2002,2008,2007,2007,581,740,770,762,49,92,250,247,26,66,105,105,5223.4,398212,405857,42179344,37332283,43446100,17648,47111,59491
Container,1447,370,14887,17523,2009,2008,2009,2009,171,352,386,385,20,53,309,294,12,24,150,159,2480.2,191118,194787,13696015,42112082,47593427,9465,32107,38042
Ro-Ro,1001,21,5397,5360,2001,1999,1999,1999,269,1109,879,793,17,55,358,347,16,35,186,172,2659.9,205789,209740,7885010,32284059,21448525,7877,18786,22628
Service - tug,735,88,418,287,1995,1999,2001,1999,680,2032,1712,1735,119,499,1077,952,55,272,391,399,1203.1,90391,92126,7332802,17339868,23217146,9977,25761,34782
Liquefied gas tanker,724,164,15855,13375,2000,2009,2008,2008,525,901,1186,1151,46,103,594,577,27,46,96,97,2724.5,195046,198791,4424299,24397362,21761281,6111,45938,67963
Vehicle,428,181,15528,5310,2008,2007,2008,2008,425,706,604,614,35,53,72,72,11,21,28,27,883.6,68434,69748,5377460,23708833,27457245,12564,47756,51396
Miscellaneous - fishing,281,92,767,492,1996,1993,2001,1998,1142,2875,2791,2864,96,505,1193,1305,99,325,533,626,744.5,55962,57036,3461100,7677388,8728413,12317,28988,34363
Service - other,256,36,791,628,2000,2000,1997,1993,471,1451,818,767,36,163,452,596,55,173,380,416,524.8,39645,40406,4384099,8995210,9692883,17125,38107,43028
Ferry-RoPax,74,16,5477,2165,1997,2001,1997,1997,2777,12421,5399,5765,114,717,1137,1096,42,332,255,210,3103.9,237782,242347,13459579,33280959,40838470,181886,388269,353808
Refrigerated bulk,67,43,530,617,1991,1991,1989,1989,515,1129,1493,1548,40,146,354,353,24,74,190,194,314.2,23819,24276,1829748,3998088,4503470,27310,58197,62835
Ferry-pax only,56,10,169,26,2003,2001,2015,2015,1288,2374,7273,5095,32,103,4074,3223,20,53,80,121,213.1,16001,16309,2131854,4341719,5469225,38069,88527,116708
Cruise,4,4,62,6,2000,2000,2003,2002,181,192,195,196,16,16,17,17,10,16,10,10,16.5,1278,1302,13088,90075,109061,3272,20072,23281
