Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,12365,1504,842226,930637,2006,2008,2009,2009,595,1826,1948,1908,51,123,323,320,12,25,43,43,103699.9,8016180,8170090,556087955,1562766097,1792644354,44973,149602,176041
Chemical tanker,6174,1136,99112,160460,2007,2009,2010,2010,659,1894,1913,1960,65,178,391,394,21,50,69,70,19507.8,1500771,1529586,83462840,342399044,406700031,13518,63786,78156
General cargo,5859,1297,47183,65974,2002,2004,2007,2007,581,1346,1353,1342,65,139,363,358,35,67,85,85,8621.5,660575,673258,55992411,176314017,252585275,9557,42266,56977
Bulk carrier,4149,2225,488169,895051,2008,2010,2010,2010,1669,2913,3357,3404,183,286,497,498,58,104,125,125,32962.1,2549566,2598518,228041830,536104639,641096262,54963,193890,232665
Oil tanker,2266,930,335067,626595,2009,2009,2010,2010,1097,2742,3086,3140,126,286,452,455,32,69,133,133,24310.4,1879386,1915470,236376999,434142765,481434580,104315,274659,341245
Liquefied gas tanker,1722,484,257446,226539,2008,2010,2010,2010,856,3670,4715,4730,83,295,645,648,26,55,216,200,31075.7,2029608,2068577,59786629,400412030,339820534,34719,289056,440975
Ferry-RoPax,1518,27,9771,2891,2005,2001,2003,2005,213,1561,355,324,15,140,59,44,10,136,239,238,2852.3,218870,223073,17973861,44444181,54535987,11840,25275,23030
Vehicle,1011,373,134308,45727,2006,2007,2008,2007,834,2170,2395,2393,78,160,399,402,11,17,20,19,8198.9,634633,646818,46304875,204154849,236432122,45801,174090,187359
Miscellaneous - fishing,892,337,5311,3527,1990,1991,1991,1990,897,5705,4906,4837,101,1019,2717,2727,13,151,181,178,2783.1,209882,213912,24804148,55020381,62552602,27807,65443,77579
Refrigerated bulk,759,215,9753,10549,1991,1992,1991,1991,1156,2427,2350,2330,111,283,669,661,49,128,167,174,6283.7,476279,485424,31294913,68380905,77024659,41232,87864,94867
Ro-Ro,342,20,2140,1098,1999,1998,2001,2001,441,869,521,596,28,92,67,87,9,33,25,30,610.1,47122,48027,1831391,8815605,5316137,5355,12830,16029
Ferry-pax only,309,10,63,18,1994,1996,1999,1997,473,803,742,766,15,118,49,58,11,42,44,31,181.4,13623,13885,1463630,2980819,3754910,4737,11015,14521
Service - tug,194,58,232,155,2002,2003,2001,2004,551,1378,1516,1330,88,188,746,578,23,231,258,220,257.4,19356,19727,3977352,9405240,12593108,20502,52939,71477
Service - other,141,40,1388,1282,1992,1997,1993,1989,601,3288,1538,1333,59,383,471,387,21,170,324,276,423.3,32224,32843,8947756,18358831,19782752,63459,141208,159443
Cruise,106,24,2853,325,2000,2000,2004,2003,236,347,381,374,18,26,38,37,9,38,20,19,615.7,47648,48562,481880,5056510,6599576,4546,41488,50922
Other liquids tankers,4,3,41,52,2003,2003,1999,1999,386,972,902,874,295,234,144,139,27,51,20,20,27.4,2123,2164,26719,76290,164481,6680,23141,37393
