dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Oil tanker,23,12,2007,2008,2011,2011,1746792038,3294081881,352,636,932,941,254,19714
Offshore,5,2,1980,1980,1980,1980,266669,411875,79,79,79,79,1,60
Chemical tanker,1,1,2009,2009,2009,2009,6662550,11692533,159,159,159,159,1,72
Service - tug,14,4,1996,1989,1997,1997,2910060,1846985,401,495,583,591,11,841
Vehicle,1,1,2012,2012,2012,2012,5604242,1519183,119,119,119,119,0,34
General cargo,1,1,1993,1993,1993,1993,70217,99433,28,28,28,28,0,3
