Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Kingdom of Great Britain and Northern Ireland,13695,2481,72130,73998,2003,2005,2006,2007,206,425,269,338,20,75,90,118,12,46,125,62,16435.1,1235402,1259122,82845422,207954700,245537255,6049,16791,19855
Belgium,5344,2095,13550,16552,2004,2006,2009,2009,94,163,142,150,14,40,131,169,20,41,46,52,4212.2,316621,322700,15422323,41368642,48060611,2886,9030,10885
Germany,4831,2204,48664,52246,2003,2004,2010,2010,288,347,302,316,27,64,51,61,23,50,40,42,7304.6,550191,560755,34040877,98689982,114589915,7046,23560,28556
Norway,2947,1070,29690,44343,2002,2004,2007,2008,556,696,780,814,56,91,121,128,18,48,74,85,5087.6,381111,388428,34695157,91909379,109347469,11773,36935,46250
France,2595,1300,15865,22003,2005,2005,2010,2009,292,495,476,503,39,75,271,300,23,42,42,46,3594.2,268568,273724,17308406,49721163,59296764,6670,22854,28753
Sweden,1623,780,13131,18215,2004,2005,2008,2008,596,767,786,846,67,93,182,223,18,34,30,31,3030.2,227180,231542,17396748,50219104,62799447,10719,36659,46188
Russian Federation,1604,795,67678,105866,2007,2007,2009,2009,1343,1431,1529,1510,124,172,181,178,44,99,71,73,9206.8,682580,695685,54228678,150634758,172133984,33808,114771,142680
Spain,1553,934,48100,59996,2007,2006,2011,2011,1320,1383,1468,1487,112,140,129,139,25,41,35,37,6633.6,506880,516612,38130416,113334568,135757771,24553,86814,107640
Denmark,1201,757,9844,12523,2001,2002,2007,2007,509,644,641,612,55,97,185,136,17,54,64,74,2570.5,192064,195752,10860455,30232294,36681638,9043,29275,36284
Ireland,952,295,6556,6490,2007,2005,2008,2008,638,721,666,677,54,89,60,66,26,41,28,35,1796.8,136187,138802,10539046,28047518,33122202,11070,32115,38042
Finland,850,321,8977,12493,2005,2006,2007,2008,1094,1166,1203,1218,105,125,125,131,27,47,46,49,2593.9,193880,197602,13991973,41769584,51804440,16461,58135,72194
Portugal,634,260,10252,9406,2007,2006,2008,2008,1041,1166,1102,1118,90,127,98,104,22,53,41,50,2081.2,158269,161307,9992490,28303659,34154291,15761,52789,64251
Poland,631,396,13833,16051,2003,2004,2011,2010,720,776,959,948,71,92,76,83,40,115,80,91,2093.2,157032,160047,9035934,29606090,34221598,14320,52689,65400
United States of America,568,445,95052,157003,2009,2009,2009,2010,4166,4535,4423,4430,408,449,477,487,42,62,65,67,9945.3,760769,775376,52942623,166157413,190341171,93209,380393,472998
Lithuania,313,241,5080,8414,2006,2006,2009,2009,909,927,980,988,88,125,135,136,33,77,72,73,935.9,70187,71535,5101902,14214260,17378938,16300,56702,69843
Canada,286,232,36320,64109,2009,2010,2010,2011,3304,3283,3201,3202,296,314,318,320,52,78,102,107,3358.9,255959,260874,19221795,58486582,69076670,67209,267217,322929
Latvia,286,241,7609,13244,2008,2008,2011,2011,1056,1173,1208,1213,93,126,137,137,48,71,96,98,987.3,74119,75542,4781386,15044983,18264126,16718,70218,87319
Estonia,285,235,8635,14573,2007,2008,2008,2008,1184,1206,1311,1326,114,147,180,185,16,49,41,42,1321.1,99046,100948,6750643,20683474,24467182,23686,89587,111193
Iceland,231,55,2416,2298,2004,2004,2004,2006,1202,1205,1204,1181,103,120,102,109,36,44,36,44,659.5,50153,51116,3551485,10497660,12842426,15374,50511,61076
Morocco,206,164,16650,19192,2009,2008,2012,2012,1513,1611,1500,1515,124,152,113,120,48,91,49,61,1681.4,128915,131390,7999128,28035606,30219117,38831,151201,185014
Turkey,203,186,16905,27620,2009,2009,2010,2010,3262,3328,3421,3442,299,331,345,353,53,101,108,106,1961.5,151031,153931,13728789,33796245,41524999,67630,226007,277484
Brazil,193,160,39044,65326,2008,2009,2010,2010,4697,4845,4810,4776,416,458,467,472,76,106,113,117,3414.5,261222,266237,19242772,59736783,78362202,99703,437297,564862
Nigeria,167,149,26624,46689,2009,2009,2010,2010,4462,4439,4642,4662,368,408,447,451,22,82,95,95,2901.4,223707,228002,19847854,58998815,68542944,118849,441775,538343
Italy,161,146,7553,10588,2008,2008,2007,2007,2439,2690,3237,3218,218,246,399,408,41,67,75,80,1273.5,94947,96770,6579133,20144339,24100178,40864,157161,201406
Singapore,116,100,107301,156556,2012,2011,2013,2012,8466,8845,9058,9308,694,731,733,811,28,45,46,52,8839.3,683654,696780,45472794,123392450,130663947,392007,1319328,1630705
Colombia,92,80,24975,46439,2009,2009,2010,2011,4554,4529,4451,4458,371,387,400,404,50,64,72,74,1683.1,129882,132376,12559743,30016419,34373755,136519,431462,505473
China,85,37,56452,65518,2011,2012,2015,2015,135,7983,8078,7374,55,621,767,828,16,84,40,45,4059.4,306962,312856,14101275,56128853,55312881,165897,768108,973951
Algeria,76,58,4697,7704,2004,2005,2007,2007,1892,1960,2002,2019,158,190,222,229,45,83,52,50,594.2,45166,46033,4124574,10025307,11327046,54271,164128,202911
Saudi Arabia,67,48,22067,27496,2012,2011,2012,2012,4030,4320,4115,4143,299,379,318,341,18,37,27,31,2029.1,156574,159580,13272223,32994769,39970963,198093,655151,796850
Mexico,65,54,7835,13052,2010,2010,2010,2010,5363,5238,4647,4644,463,480,500,500,78,123,126,127,1024.6,79036,80553,3342906,18508589,21954249,51429,352309,435917
Greece,61,56,6218,9339,2007,2007,2010,2010,3091,3209,3160,3193,292,332,295,311,20,38,31,34,647.5,49810,50766,4670400,12676050,14985687,76564,256945,320901
Malta,60,60,7199,9196,2009,2009,2011,2010,2422,2475,2462,2478,210,244,180,193,15,23,22,23,708.0,54459,55505,4065337,12289489,13542691,67756,240758,296793
Sri Lanka,58,21,52098,53216,2013,2012,2014,2014,6970,6945,6884,6882,436,531,449,451,20,20,21,22,3844.3,297120,302825,20902781,48915226,64229518,360393,1358766,1696054
Gibraltar,58,57,3438,4833,2006,2007,2007,2009,1488,1564,1536,1547,143,166,168,189,8,18,25,28,450.0,34227,34884,2221738,6919036,7712140,38306,144169,182446
Egypt,55,53,11577,18255,2008,2008,2010,2010,3499,3797,3784,3676,312,374,348,340,49,118,67,66,1148.3,83311,84910,7261711,17994787,19517169,132031,422603,546676
United Arab Emirates,53,33,38609,41114,2013,2013,2016,2015,6311,6321,5878,5585,409,587,481,514,28,68,39,45,2770.7,212085,216157,9862361,41379307,42292648,186082,873911,1087178
Senegal,52,47,4070,6914,2007,2007,2009,2009,2665,2694,2703,2703,224,263,290,293,70,85,88,89,711.2,54720,55771,3208322,9688080,11265204,61698,223838,269593
Togo,52,49,10235,17878,2011,2011,2012,2012,4281,4405,4455,4462,352,361,361,362,60,234,505,521,1130.0,87252,88927,8781936,21615305,25073365,168883,515389,640996
Panama,49,26,4397,6156,1996,2005,2000,2001,4984,4958,4969,4963,310,403,383,398,41,65,64,65,966.1,74028,75449,8049142,20269015,23224018,164268,436997,493930
Faroe Islands,47,25,359,254,1995,1996,1995,1997,785,1146,941,1021,64,134,263,332,15,37,20,29,119.2,9004,9177,815544,2103910,2487985,17352,45795,54138
Suriname,47,13,2104,2388,1998,1997,1999,1998,4050,4059,4078,4079,235,273,238,239,34,44,40,40,793.2,60587,61750,7087309,15505896,17491717,150794,322035,348420
Costa Rica,43,11,3331,3416,2007,2003,2007,2007,5054,5211,5121,5145,257,364,313,330,33,50,40,41,1068.2,81882,83454,8108836,18389238,20869638,188578,426613,468487
Ghana,36,33,4568,7785,2010,2010,2010,2010,4174,4106,4059,4099,352,367,380,381,164,195,184,180,631.6,48708,49644,2848484,10479454,12389879,79125,356142,439602
Uruguay,34,31,5397,8579,2009,2009,2009,2009,6262,5954,6191,6195,514,527,552,554,8,85,59,58,678.4,52338,53343,2402066,12434536,15293159,70649,470006,591660
Malaysia,30,27,37565,50605,2013,2012,2014,2013,8371,8687,9176,9601,482,693,755,872,34,64,52,62,2662.3,205855,209807,14710977,43217231,43112752,490366,1628696,2007746
Libya,28,26,3059,4229,2004,2004,2006,2009,2709,2791,2779,2771,222,250,256,257,70,102,74,68,322.2,24792,25268,2044870,5692212,6449193,73031,231660,277635
Mauritania,27,26,2347,4173,2005,2005,2010,2010,2395,2382,2388,2387,185,208,204,206,105,153,228,238,278.9,21380,21791,1717544,4300574,4963318,63613,192792,223283
Curaçao,26,14,1397,1909,2003,2002,2003,2003,4491,4414,4462,4446,334,357,374,387,58,72,62,63,372.5,28558,29106,2505787,6321830,7402138,96376,270419,321221
Barbados,25,7,1297,1435,2001,2001,2001,2001,3889,3937,3902,3901,220,225,223,223,12,11,11,11,465.3,35625,36309,4258264,9304515,10480661,170331,362973,391901
India,21,18,5474,6682,2010,2010,2012,2011,6669,6760,5988,5842,545,566,545,605,28,61,74,95,642.2,44502,45356,2391912,9497597,10015165,113901,572272,780071
Venezuela (Bolivarian Republic of),21,18,5892,10972,2010,2010,2009,2009,4309,3613,3874,3879,379,356,426,427,123,277,373,377,608.9,47059,47962,2731093,5857952,6384454,130052,419218,519273
South Africa,21,19,6559,11356,2010,2009,2011,2011,6818,6809,6830,6861,589,626,711,734,55,70,38,36,654.3,50501,51471,4851507,12042597,13851955,231024,721953,887618
Trinidad and Tobago,19,19,3754,5198,2012,2012,2011,2012,4177,4258,4267,4244,325,351,365,374,109,147,197,249,402.3,29406,29970,2799941,8639851,9270039,147365,532426,655923
Bahamas,18,17,2412,3753,2007,2007,2008,2007,4436,5044,4816,4697,404,502,488,444,12,44,33,34,323.3,24754,25230,2659353,6421907,7105248,147742,432251,533341
Japan,16,9,4429,5309,2004,2007,2014,2013,243,5067,6959,9045,22,444,1201,1441,6,109,84,122,387.4,24820,25297,1317487,5812778,5365484,82343,453213,649461
Equatorial Guinea,16,8,3700,6719,2013,2010,2012,2011,5125,4966,4985,4974,403,434,432,435,28,39,36,36,298.1,22406,22836,1965214,6697521,7651556,122826,529323,645755
Guinea,16,15,1469,2606,2009,2010,2012,2012,3072,3087,3094,3089,272,299,281,279,108,147,165,171,162.0,12476,12715,850471,2711167,3214204,53154,218054,267224
