Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Rotterdam Maasvlakte,4170,1278,614878,702681,2009,2009,2013,2013,326,1870,2091,2116,42,175,426,451,27,42,44,48,56355.3,4336896,4420164,290436219,842588744,931651475,69649,241486,289859
Rotterdam Waalhaven,3564,964,48571,63607,2006,2005,2008,2008,506,1269,1190,1257,48,144,311,332,19,74,62,66,11017.5,839446,855564,58320183,176508251,210507326,16364,55878,67737
Rotterdam Botlek,2660,1208,54049,87538,2006,2007,2010,2010,405,1521,1990,2069,72,169,489,498,30,56,88,88,9969.8,762422,777060,38862034,139106479,169651129,14610,65331,80974
Hoek Van Holland,2507,454,58562,76914,2005,2007,2009,2009,189,1621,681,1212,13,187,1225,526,10,65,78,102,7697.2,583049,594244,45971366,113710642,134140746,18337,51741,58431
Vlissingen,2319,854,28950,38421,2002,2005,2007,2008,193,1049,1011,1359,27,133,373,421,19,53,69,78,5108.1,388678,396141,29684186,80891932,99609779,12800,43996,55069
Ijmuiden,2278,1174,78220,130755,2001,2005,2009,2010,416,1511,1643,2408,63,197,652,716,7,60,97,101,9095.4,692766,706067,59417924,150064011,177607914,26083,83092,99156
Domburg,2035,977,31367,41240,2006,2007,2009,2009,334,689,752,816,32,64,269,277,20,40,31,37,4521.2,342318,348891,23053032,72594880,84083400,11328,42790,52411
Vlaardingen,1913,440,11010,11494,2003,2004,2008,2009,191,1051,313,628,13,137,272,402,10,45,38,51,2723.8,206446,210410,9563790,31764906,37266699,4999,18528,23040
Moerdijk,1767,490,4467,6240,1999,2003,2003,2003,312,872,573,585,34,117,158,163,19,51,46,47,1631.6,123082,125445,11350147,31546665,40912278,6423,20922,26880
Rozenburg,1708,434,25719,22907,2006,2006,2008,2009,216,960,559,903,22,111,225,352,12,45,35,52,3918.9,297974,303695,18370137,47342529,55554034,10755,31657,37414
Zaandam,1415,797,26102,40613,2003,2006,2009,2009,621,1251,1334,1591,73,145,340,358,27,49,75,80,4343.1,330242,336582,20869488,70374345,86490485,14749,61484,76606
Terneuzen,1221,668,14117,23641,2002,2005,2009,2010,237,926,1481,1692,55,132,463,489,15,38,38,38,1997.9,152282,155206,10340585,29648940,39199717,8469,34183,43755
