Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Kingdom of Great Britain and Northern Ireland,15163,2694,79390,73751,2003,2005,2006,2007,204,402,276,316,19,76,775,256,14,58,53,78,18447.5,1388672,1415334,98340936,245237419,290192151,6486,17546,20388
Belgium,5069,2134,13537,15499,2004,2006,2009,2008,119,171,145,147,22,53,54,63,23,52,56,68,5190.4,391443,398959,14207939,41308732,47882440,2803,9242,11159
Germany,3957,1720,37941,42129,2002,2003,2011,2010,311,379,325,337,30,69,66,81,22,51,41,43,5844.0,439394,447830,28001472,82067400,93890621,7076,23635,28692
Norway,2727,850,21948,31191,2002,2004,2006,2007,573,705,741,761,61,101,133,144,23,44,45,50,4592.4,343483,350078,30331272,81105655,96184318,11123,34856,43902
France,2438,1246,13921,18762,2005,2006,2008,2008,289,474,403,403,43,73,136,117,25,53,60,54,3754.8,283598,289043,15917312,45732914,55820966,6529,22541,27935
Spain,1986,1310,60566,80775,2007,2007,2010,2010,1327,1361,1449,1489,122,153,160,178,30,68,60,69,8292.8,631964,644097,46714533,138208497,168173896,23522,85631,105687
Russian Federation,1564,777,70870,109932,2006,2006,2010,2009,1460,1474,1640,1600,141,181,215,207,32,56,52,54,10669.0,788789,803934,55796406,156582464,177806785,35675,121820,153209
Sweden,1077,539,8320,10906,2004,2005,2006,2007,571,732,753,766,68,90,131,143,23,37,37,41,2119.6,158766,161814,11154301,33612107,41336861,10357,36886,46090
Denmark,998,600,9594,12680,2001,2002,2009,2009,509,691,884,983,60,111,328,399,25,82,59,42,2230.0,167796,171018,10435285,27731212,32999081,10456,32509,40054
Ireland,974,311,7038,7267,2007,2005,2008,2008,649,837,707,730,53,100,94,103,29,49,69,73,1874.9,142038,144765,12450921,32847870,39020182,12783,36980,44380
Finland,867,340,9422,12992,2005,2005,2007,2007,1189,1200,1249,1263,113,132,134,141,22,37,36,38,2615.3,195685,199442,13558121,42879498,53991908,15638,60024,75675
