Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,9831,1905,53833,75165,2002,2003,2004,2004,446,1056,1235,1235,60,121,370,369,24,47,79,79,11549.1,877156,893998,79088744,243078364,347847670,8045,33253,45232
Chemical tanker,8526,1553,129956,209899,2006,2009,2010,2010,387,1554,1395,1434,65,171,383,388,27,46,58,59,28188.0,2146011,2187214,88597427,400835769,472276000,10391,54252,66364
Container,8182,905,593573,618965,2007,2008,2013,2013,309,1320,1671,1600,32,98,362,353,19,31,37,37,62066.2,4766547,4858065,292160499,897855675,991217549,35708,126212,151059
Ro-Ro,4077,108,27380,12816,2003,2003,2007,2006,160,739,284,291,13,73,78,79,9,14,18,18,5012.0,378702,385973,14445341,32341454,32488303,3543,8349,9075
Bulk carrier,2188,1357,276947,513934,2008,2010,2011,2011,1500,2926,3250,3326,195,330,692,702,64,91,108,108,20686.7,1589316,1619831,123642985,291602990,347234348,56510,201252,241268
Oil tanker,2117,790,237977,439544,2008,2009,2010,2010,882,2467,2172,2221,128,280,497,504,31,56,56,56,25411.3,1941862,1979146,192346098,371767596,419090913,90858,234242,288573
Liquefied gas tanker,1983,276,42739,38612,2007,2009,2012,2012,425,1648,1865,1716,47,151,349,343,24,43,40,42,6918.6,476887,486043,13895888,71413584,64824858,7008,50140,73179
Service - tug,1338,257,453,366,2002,2002,2006,2006,177,550,572,636,53,197,530,602,27,120,203,210,686.9,51663,52655,9364577,22144407,29650164,6999,18073,24401
Ferry-RoPax,1262,17,18379,3345,2001,1998,2005,2006,195,637,330,323,13,86,3011,3000,8,45,19,20,2899.8,217705,221885,20910508,51661885,63423981,16569,35381,32366
Miscellaneous - fishing,1203,232,1969,1671,1990,1989,1995,1995,531,1034,1882,2177,64,163,641,688,100,184,548,597,1319.2,99327,101234,11749133,26061843,29629676,9767,22985,27247
Service - other,887,219,4421,6838,2000,1998,2008,2009,276,1105,947,964,41,339,532,354,20,245,444,472,1282.9,96506,98358,47718795,97908492,105502329,53798,119710,135169
Refrigerated bulk,537,141,8795,9220,1996,1995,1997,1996,630,1934,1900,1874,60,159,303,299,38,98,86,88,3956.0,300475,306244,27351445,59764236,67318791,50934,108539,117190
Vehicle,498,212,16468,5543,2005,2007,2007,2007,289,700,738,747,28,54,175,180,10,14,16,16,1282.9,97921,99802,5612611,24745597,28657923,11270,42838,46104
Cruise,337,93,7577,773,1997,1994,2007,2005,242,342,339,343,19,38,50,50,10,21,39,33,2211.6,166594,169793,3081843,14900183,16829707,9145,38930,41021
Ferry-pax only,38,13,46,8,1950,1955,1987,1982,257,795,2687,1640,40,78,529,509,36,98,452,440,32.3,2422,2468,303301,770247,989904,7982,20950,27690
Other liquids tankers,33,9,3098,3801,2000,2003,2006,2006,5472,4741,5210,5132,383,337,397,397,51,55,99,100,552.8,42688,43507,1949734,5567085,12002634,59083,204685,330750
