Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Rotterdam Maasvlakte,4126,1310,379509,428717,2009,2009,2014,2013,317,1127,1304,1303,39,110,331,329,24,43,35,39,33119.9,2537785,2586511,155393180,495953632,540051430,37662,140826,170091
Rotterdam Waalhaven,3621,959,31998,40855,2006,2005,2007,2007,541,917,773,796,50,111,192,195,15,62,77,93,8440.3,638785,651050,51348408,143967380,173309663,14181,43918,53125
Rotterdam Botlek,2663,1218,42294,68607,2006,2007,2009,2009,445,1225,1558,1625,62,132,348,355,25,51,69,70,8008.2,610435,622156,34778900,119788808,146326225,13060,55855,69434
Hoek Van Holland,2472,432,42961,58820,2005,2007,2008,2009,189,1170,504,945,12,153,247,323,12,54,216,99,5571.1,421070,429154,33956364,81422962,95453601,13736,38001,43275
Vlissingen,2353,897,31255,40457,2002,2005,2006,2007,277,1139,1111,1467,42,121,308,339,16,55,61,70,5682.8,432125,440422,37307759,98209702,117780445,15855,50534,62447
Domburg,2261,1026,7652,10198,2006,2006,2008,2008,81,191,173,194,9,24,112,119,23,33,50,53,2180.1,164132,167283,6857546,20753266,24591917,3033,11137,13581
Ijmuiden,2233,1156,71182,116014,2001,2006,2009,2010,515,1585,1547,2209,71,198,389,412,19,71,95,102,9016.4,687206,700401,53833375,148462060,177155830,24108,82679,100119
Vlaardingen,1943,438,8637,7844,2003,2004,2008,2008,194,828,246,430,13,90,109,180,11,40,43,66,2440.2,184265,187803,8450119,25918193,29795427,4349,14208,17700
Rozenburg,1691,408,21399,18966,2006,2006,2008,2009,271,937,467,761,22,96,150,254,10,45,28,38,3432.2,260435,265435,16180714,40933071,48257451,9569,27967,33064
Moerdijk,1669,469,3961,5387,1999,2003,2003,2003,304,721,554,548,29,98,122,110,12,53,43,45,1469.7,110709,112835,9740214,26869655,34285159,5836,18841,23918
Zaandam,1342,779,31399,49739,2003,2006,2009,2010,555,1275,1592,1892,64,138,391,410,28,56,81,84,4634.5,353701,360492,22302002,76254706,91567363,16618,69979,86371
Terneuzen,1216,661,11498,18416,2002,2005,2009,2009,358,933,1229,1345,66,125,299,315,24,59,92,95,1926.5,146240,149048,10582668,30062487,39797235,8703,33891,43412
Vondelingenplaat,1075,616,20275,33910,2006,2007,2008,2009,491,1212,1637,1722,63,131,370,386,26,45,58,58,3870.9,294926,300588,17600693,57522340,67985004,16373,64433,78879
Europoort,957,701,124850,187420,2008,2008,2011,2011,925,1910,2437,2344,100,193,475,466,35,69,83,95,11225.4,792887,808110,56075532,161712567,167927414,58595,217652,285449
Everingen,905,560,30335,47335,2007,2008,2010,2010,504,1463,1788,1952,57,152,427,443,26,50,55,56,3968.5,302840,308654,21419380,62327676,70862174,23668,89086,114145
Brielle,814,485,58974,107973,2007,2007,2010,2010,634,1591,2677,2869,80,171,657,678,31,68,141,141,5993.1,458079,466874,40438736,87617810,97625354,49679,144598,179598
Amsterdam,770,485,10456,11162,2001,2002,2007,2010,445,812,745,1140,49,98,205,295,26,63,72,105,1924.6,145738,148536,8412885,27112948,32941812,10926,40737,49011
Eemshaven,766,394,9769,13098,2001,2002,2008,2008,404,937,1564,1682,56,144,403,393,21,69,81,90,1811.7,135873,138482,7356012,22653129,29334464,9603,39059,50843
Nieuwdorp,749,411,14278,19034,2004,2005,2004,2004,592,1321,1699,1699,63,123,328,339,28,48,62,63,3068.4,233463,237946,20748176,56218306,68399515,27701,90668,111696
Rotterdam,686,477,50164,92402,2007,2007,2009,2009,612,1302,2196,2288,80,173,664,678,25,52,65,66,4717.8,359710,366616,34172437,71329691,80265257,49814,139810,172727
Rotterdam Pernis,640,383,3781,4657,2004,2004,2006,2007,466,718,790,852,48,91,202,232,17,43,75,92,1039.5,78107,79607,6637599,19016644,23035104,10371,33540,42440
Harlingen,583,239,901,1157,1998,1998,2002,2003,481,894,723,683,60,154,193,156,16,59,65,58,565.0,42551,43368,4148570,10197835,12986514,7116,19650,25071
Rotterdam Centrum,552,252,3535,1792,2001,1999,2009,2007,321,680,443,805,39,85,106,251,23,41,20,35,803.4,60767,61933,3380232,11406538,15177178,6124,22815,30008
Schiedam,503,307,1533,2047,2000,2001,2003,2003,515,712,858,813,60,88,175,171,26,50,87,84,541.1,40802,41586,4031391,10591045,14300016,8015,24930,32868
Sluiskil,485,264,7235,11452,2003,2005,2007,2007,568,1376,2032,2139,65,152,454,462,24,51,83,82,1375.2,104824,106837,6594303,20189341,26470958,13597,57460,72498
Assendelft,444,250,16502,27332,2006,2008,2010,2011,391,2041,2223,2568,48,202,391,400,20,63,99,100,2204.7,169247,172496,11046135,39432491,46632147,24879,109074,133822
Velsen Noord,409,272,10212,16807,2004,2005,2010,2011,510,1246,2255,2699,60,135,544,554,22,56,79,81,1297.5,99193,101097,9328213,26082079,30984842,22807,76386,95329
Delfzijl,385,211,1368,2011,2000,2002,2005,2005,411,766,870,875,56,120,245,246,25,54,88,87,410.1,30955,31550,3128559,8162525,10954978,8126,27200,35562
Lijnden,371,284,14189,23971,2007,2007,2010,2010,715,1663,2493,2601,84,163,414,422,32,57,80,80,2012.0,154162,157122,10774242,36427803,43073597,29041,120814,147881
S-Gravendeel,346,252,1375,2034,2003,2004,2006,2006,447,755,932,961,54,100,232,232,26,60,112,118,402.8,30432,31016,2758151,7753972,10152329,7972,27514,35737
Beverwijk,343,209,4540,6762,2000,2001,2006,2007,497,1149,1730,2026,53,119,347,364,24,62,80,73,1006.6,76544,78013,5217920,15543448,18495434,15213,52326,63626
