int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Miscellaneous - fishing,144,61,1989,1992,1990,1990,1727571831,1010671750,743,5960,4660,3894,554,41920
Chemical tanker,60,45,2008,2009,2010,2010,1710711023,2774788285,1088,1477,1559,1566,322,24811
General cargo,126,90,2001,2003,2004,2006,2246697726,2973053302,1323,1713,2599,2574,426,32679
Service - tug,12,7,2008,2008,2008,2008,8828031,7137094,367,512,474,416,9,669
Liquefied gas tanker,19,5,2011,2011,2012,2012,91301146,109385920,488,847,727,718,65,4916
Bulk carrier,168,159,2009,2009,2009,2009,24000458954,45495148595,1624,2411,2834,2873,1610,124529
Refrigerated bulk,120,59,1990,1991,1991,1991,864519879,973001733,560,1087,1167,1151,594,44952
Container,244,59,2005,2006,2004,2004,3325549312,4101522992,682,808,758,760,784,60180
Ro-Ro,25,18,2001,2002,2003,2003,364796700,186062952,271,522,351,358,65,5010
Offshore,20,11,2011,2010,2012,2012,95196908,94974398,310,2263,451,449,48,3587
Oil tanker,70,18,2008,2008,2005,2005,489407549,746740367,505,1150,762,758,157,12013
Service - other,13,8,2010,2012,2012,2011,39965464,30798926,1578,3852,1312,1054,31,2331
Vehicle,5,3,2011,2010,2011,2011,677532590,245128459,2414,2306,2253,2259,36,2787
