dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,241,181,2006,2007,2005,2005,3826271357,6564794143,404,537,607,605,505,38965
General cargo,89,30,2013,2007,2007,2007,268197450,384549765,207,483,543,559,66,5009
Vehicle,15,6,2003,2000,2002,2002,211654473,69356364,404,543,468,461,19,1442
Container,108,11,2009,2007,2005,2005,232379845,307282735,298,367,434,447,271,20410
Liquefied gas tanker,148,8,1998,2007,2005,2005,137271815,152176457,193,1055,550,510,108,8182
Chemical tanker,3,3,2007,2007,2010,2010,28144687,47677949,711,630,685,685,4,277
Oil tanker,24,1,1993,1993,1993,1993,69807181,154362359,1058,1058,1951,1951,57,4362
