int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,350,227,2000,2006,2009,2009,12797253404,17108408965,1321,2971,3161,3050,2138,164506
Miscellaneous - fishing,121,68,1987,1991,1990,1988,876567057,788084526,3084,7864,4114,4445,606,45540
Oil tanker,639,320,2007,2007,2009,2010,62537012878,114029683039,1428,2378,2116,2131,8475,653649
Container,1155,380,2008,2008,2010,2010,117042867764,132696741320,860,1737,1892,1848,14104,1091446
Chemical tanker,763,416,2009,2010,2010,2010,39236592171,64523738854,1474,2173,1940,1942,6217,479955
Bulk carrier,853,691,2011,2011,2011,2011,72727013681,125290601395,1642,2836,2794,2800,6429,496925
Vehicle,92,72,2005,2006,2005,2005,12149343011,4164326903,1476,2524,2208,2154,770,59569
Refrigerated bulk,200,101,1993,1994,1992,1992,5722776436,6342580046,1685,2487,2795,2826,2362,179861
Service - tug,123,95,2003,2004,2004,2004,114269265,75824001,727,1192,1584,1619,223,16843
Liquefied gas tanker,294,163,2011,2012,2013,2013,80122653657,81321736272,2122,6214,5983,5953,8344,597374
Cruise,54,25,1995,1996,2000,1998,400678680,56122824,417,602,682,566,182,13911
Service - other,50,42,2000,1999,1997,1998,1082259547,874049853,933,2443,3204,2418,463,34876
Other liquids tankers,2,2,2017,2017,2016,2016,44619306,61541246,1324,1324,1396,1402,7,515
Offshore,29,28,1993,1994,2010,2010,616177521,473469685,1357,2337,3501,3079,302,22430
Ferry-pax only,4,3,1976,1968,1976,1974,15257452,4860133,695,841,1076,1024,3,224
Ro-Ro,14,3,1975,1980,1986,1985,118631976,79532165,213,1141,1601,1206,52,4000
Ferry-RoPax,5,2,2004,2000,1995,1994,578391699,74378663,759,12914,8438,10932,165,10510
