int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,350,227,2000,2006,2007,2007,9478490849,13094033010,1066,2208,2341,2334,1661,127645
Miscellaneous - fishing,121,68,1987,1991,1990,1988,1199128056,1064374883,5190,7077,5628,6004,641,48200
Oil tanker,639,320,2007,2007,2010,2010,71759666819,132927657780,1227,2396,2428,2485,8855,681572
Container,1155,380,2008,2008,2010,2010,137604187403,157333365568,819,2393,2225,2191,16962,1312422
Chemical tanker,764,416,2009,2010,2010,2010,40128504117,65964730717,1591,2338,1983,1985,6354,489963
Vehicle,93,73,2006,2006,2005,2005,11900381227,4268324378,1413,2396,2133,2184,767,59326
Bulk carrier,853,691,2011,2011,2011,2011,73731452208,128216097269,1632,2775,2832,2866,6603,510040
Refrigerated bulk,200,101,1993,1994,1993,1992,6373150784,6997652608,1854,2693,3112,3118,2799,212903
Service - tug,123,95,2003,2004,2008,2008,186668564,127318006,894,1493,2587,2719,329,24837
Liquefied gas tanker,294,163,2011,2012,2012,2012,44328173715,43891199769,1718,2988,3310,3213,5258,370599
Cruise,54,25,1995,1996,2001,1999,535096200,75536685,404,730,911,761,295,22497
Ro-Ro,15,4,1978,1990,1985,1984,41370881,35443280,83,444,552,530,33,2476
Service - other,50,42,2000,1999,1999,2000,688281033,638313694,1354,2302,2038,1766,269,20329
Other liquids tankers,2,2,2017,2017,2016,2016,51820628,73298710,1025,1025,1621,1670,6,446
Offshore,29,28,1993,1994,2008,2008,376691235,323134143,1161,1480,2140,2102,143,10458
Ferry-pax only,4,3,1976,1968,1977,1972,14823502,4759999,1078,1374,1046,1003,7,492
Ferry-RoPax,5,2,2004,2000,1996,1995,97108309,12038938,185,1964,1417,1769,26,1683
