port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ancon - Balboa,3,3,1997,1997,1992,1987,2650461,3646576,839,1249,947,880,8,586
Ancon - Las Minas,4,2,2002,2005,2005,2005,130691,66308,142,182,160,159,6,476
Las Minas - Manzanillo,40,10,2007,2009,2006,2001,6112254,5596408,119,181,87,59,43,3257
Las Minas - Las Minas,60,5,2001,2009,2000,1997,14892144,19052374,110,232,99,83,116,8680
Manzanillo - Taboguilla,37,34,2005,2005,2009,2009,45594478,68237336,85,163,90,86,128,9673
Taboguilla - Las Minas,4,4,2009,2009,2006,2007,3472386,4457110,115,142,72,69,4,320
Las Minas - Chriqui Grande,2,1,2012,2012,2012,2012,366117,183058,623,623,623,623,2,127
Las Minas - Cristobal,11,9,2000,1998,1994,1995,13319883,18413194,33,104,73,66,12,945
Cristobal - Rodman,33,26,2012,2011,2005,2005,376862053,573984412,68,1365,235,296,89,6817
Charco Azul - Taboguilla,4,4,2009,2009,2010,2010,91085987,163230762,400,435,435,435,43,3315
Taboguilla - Cristobal,36,36,2007,2007,2008,2008,1022112726,1181921273,55,659,1047,815,172,13270
Rodman - Panama Canal,7,4,2008,2008,2002,2002,89991607,148904222,1517,2115,3205,3281,26,1972
Panama Canal - Cristobal,5,3,2012,2012,2012,2012,3031305,2080852,665,937,794,880,21,1549
Panama Canal - Panama Canal,12,2,2012,2012,2012,2012,7628725,5487183,1042,1448,1302,1310,32,2397
Taboguilla - Taboguilla,38,9,2000,2003,2002,2002,48235398,63191452,324,768,643,650,256,19252
Taboguilla - Melones,23,8,1990,1992,2000,1998,19775507,29685021,220,280,457,442,99,7433
Taboguilla - Rodman,50,19,2002,1998,1998,1997,46885311,66372626,165,488,347,339,235,17686
Manzanillo - Cristobal,52,19,1990,1994,2005,2005,97635029,150193709,68,395,452,447,164,12350
Manzanillo - Puerto Colon,71,17,2001,1995,2004,2004,127059708,196726710,69,490,763,749,104,7903
Manzanillo - Manzanillo,40,10,2006,2007,2015,2016,26733922,36786650,302,560,438,448,52,3917
