int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Pointe A Pierre,547,279,2007,2008,2009,2009,21283866334,35441453158,545,2184,1964,1923,3097,238122
Chaguaramas,422,305,2007,2007,2010,2010,41169636795,68777533752,1070,2519,4836,5335,4253,319720
Port Of Spain,736,181,2000,2003,2006,2006,13926777735,9504507677,456,1364,994,894,1848,142166
Tembladora,79,68,2003,2006,2006,2006,10943998287,19740979542,1170,3646,4230,4260,969,74907
Point Lisas,1436,417,2008,2008,2010,2010,69134694600,109031594183,1018,2601,2783,3012,8918,685867
Scarborough,64,39,2004,2002,2004,2004,3685085911,5689307680,330,1160,1171,5288,359,27695
Point Fortin,204,70,2007,2009,2008,2008,101363236926,81926894448,4206,5432,5102,5084,13117,791848
La Brea,66,61,2008,2008,2011,2011,6176043895,10836626861,1282,2293,3275,3485,534,40284
Guayaguayare,154,34,1984,2005,2009,2009,2777032857,4883841192,81,2417,2628,2877,491,37850
Charlotteville,12,8,2000,1996,2011,2013,208979796,285882895,156,1167,757,2097,27,2076
Claxton Bay,105,18,1977,1981,1980,1979,80089026,114505938,414,389,494,517,45,3411
Carenage,60,51,2006,2006,2010,2010,11523517187,21807899547,1533,3251,6539,6943,902,69640
Couva,2,2,2004,2004,2004,2004,7396420,11834688,552,552,552,556,2,139
San Fernando,3,2,1991,1996,1998,1983,12120735,9356575,3329,7238,3633,1889,15,1128
