port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Point Lisas - Tembladora,1,1,2001,2001,2001,2001,2019647,3548659,68,68,68,68,0,12
Port Of Spain - Scarborough,689,14,1992,2003,1992,1990,1391185011,535137813,86,229,119,98,480,36544
Scarborough - Pointe A Pierre,35,4,2009,2009,2009,2009,36375983,52292874,185,277,224,216,68,5116
La Brea - Chaguaramas,104,26,2008,2007,2011,2011,291629604,338661546,667,1331,1164,1120,258,19382
Scarborough - Claxton Bay,34,1,1967,1967,1967,1967,1750964,2906459,100,100,104,104,3,250
Scarborough - Point Lisas,17,7,1999,2001,2000,1998,11869144,15322373,133,220,158,153,8,636
San Fernando - Scarborough,3,1,2010,2010,2010,2010,3563039,253597,3021,3021,2113,2113,6,429
Scarborough - Chaguaramas,54,16,2006,2006,2004,2004,187913775,123906052,554,710,1103,838,83,6228
Point Lisas - Point Lisas,2,1,2017,2017,2017,2017,1050623303,1157450352,20520,20520,20520,20520,117,9070
Chaguaramas - Charlotteville,4,3,2011,2011,2012,2011,4460757,3209161,689,734,386,225,3,242
Chaguaramas - Guayaguayare,205,31,2008,2006,2004,2005,224797768,221331037,334,998,736,645,243,18315
Scarborough - Couva,1,1,2001,2001,2001,2001,2394438,3579842,358,358,358,358,1,46
Chaguaramas - Point Fortin,19,17,2008,2008,2004,2004,277324113,229456048,46,175,164,162,54,3890
Point Lisas - Port Of Spain,51,16,2006,2007,2006,2006,8279812,8218793,125,151,46,40,20,1521
Guayaguayare - La Brea,32,12,2010,2008,2012,2011,37186572,46155673,678,1199,835,880,63,4767
Guayaguayare - Carenage,31,7,1999,2006,2005,2007,8730841,8761325,143,1049,545,718,25,1868
Carenage - Chaguaramas,38,19,2009,2009,2013,2014,83774549,126959794,255,697,201,180,85,6407
Tembladora - Pointe A Pierre,23,4,2009,2006,2009,2009,23819423,33277485,154,167,289,287,31,2324
Carenage - Port Of Spain,2,1,2009,2009,2009,2009,518539,712142,57,57,57,57,0,27
Port Of Spain - Tembladora,11,4,2010,2009,2012,2010,3145585,3434760,67,241,106,86,6,459
Tembladora - Chaguaramas,34,11,2006,2005,2008,2007,47285188,89615371,192,1157,380,466,67,5052
Chaguaramas - Port Of Spain,48,14,2006,2004,2009,2009,16307729,20089776,175,357,203,191,59,4419
Tembladora - Carenage,14,7,2006,2004,2009,2009,23926011,43241496,183,274,334,358,9,699
Pointe A Pierre - Port Of Spain,74,13,2006,2008,2008,2008,22509912,27776479,166,518,191,186,38,2875
Chaguaramas - Pointe A Pierre,34,15,2004,2000,2003,2004,27606068,33128173,163,381,291,260,47,3572
Pointe A Pierre - Carenage,6,4,2005,2003,2009,2009,6320130,9688509,155,186,138,133,5,393
Tembladora - Scarborough,2,2,2008,2008,2003,2003,4084725,6501545,501,501,725,737,2,140
La Brea - Carenage,17,7,2010,2010,2011,2012,62209003,65821971,396,870,1006,1103,49,3643
Point Lisas - Pointe A Pierre,30,7,2006,2006,2007,2007,48792221,76904752,200,555,545,565,38,2862
Chaguaramas - Point Lisas,14,9,2004,2004,2003,2006,25766139,17851772,137,455,615,317,11,866
Guayaguayare - Tembladora,29,10,1997,1995,1996,1994,9018466,6863721,166,642,632,865,55,4120
Port Of Spain - Guayaguayare,14,5,2006,2005,2006,2006,708034,430557,203,231,288,274,4,305
Guayaguayare - Pointe A Pierre,4,3,2004,2004,2009,2009,9519876,16847751,156,168,223,225,3,210
Guayaguayare - Point Lisas,11,6,2005,2004,1998,1998,17966921,12455232,129,352,827,587,12,920
Carenage - Scarborough,5,3,2000,1996,2006,2004,9425699,9482355,372,563,652,533,5,353
Tembladora - Claxton Bay,2,2,1994,1994,1993,1993,153128,202203,68,68,55,54,0,19
