Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Uruguay,1326,568,11016,12602,2005,2007,2008,2009,181,483,252,260,24,104,151,105,16,50,57,57,2062.8,157795,160825,9789419,28409867,33649638,7383,25167,30302
Brazil,1180,629,45967,52149,2009,2010,2010,2010,1057,1175,948,952,87,119,115,128,30,84,62,80,5224.9,403873,411627,27288332,87262575,106040748,23126,92428,111369
Peru,431,207,6333,9535,2008,2009,2012,2012,231,1155,910,848,30,158,314,311,47,78,104,102,1132.5,86442,88101,4715062,13239707,15993973,10940,41719,50934
Chile,318,181,15006,15275,2004,2007,2010,2012,1397,2295,2040,2558,130,221,228,250,12,94,112,149,1708.8,131843,134375,9684378,27727906,34558961,30454,105508,125706
Spain,296,284,43860,74254,2010,2010,2011,2011,4785,4894,4929,4925,416,434,426,426,9,21,23,22,4070.6,312833,318839,25419093,68820946,82946965,85875,342789,416815
Paraguay,250,30,219,268,1995,1996,1991,1988,461,463,512,544,107,99,148,159,24,35,100,94,157.3,11820,12047,1495084,3549180,4635414,5980,16864,23015
South Africa,178,172,23306,39231,2010,2010,2010,2010,4380,4378,4349,4351,376,390,389,392,13,28,23,23,2197.3,170097,173363,11653779,38460973,46668524,65471,307223,376496
Antarctica,152,40,752,160,1989,1992,1990,1987,631,662,697,683,66,81,110,115,6,14,9,11,328.2,24928,25407,1314984,4375014,6624808,8651,28703,41491
Singapore,133,130,47847,86417,2011,2011,2011,2011,9427,9488,9501,9506,822,833,835,838,11,13,14,14,3859.2,298893,304632,22807450,64149409,75554574,171485,717778,874473
Gibraltar,129,126,21113,36385,2010,2010,2010,2010,5405,5429,5430,5430,470,473,473,473,9,10,10,10,1899.0,147035,149859,13619116,31878274,39548911,105575,385441,463953
United States of America,70,68,18262,26141,2009,2009,2010,2009,6590,6563,6691,6739,582,585,626,641,44,99,91,105,2018.7,146775,149593,11435500,34722630,39322332,163364,647370,839313
Malaysia,53,52,19294,35616,2010,2010,2010,2010,9350,9417,9394,9393,831,827,827,827,87,93,90,90,1558.3,120705,123022,8523357,22876601,26582873,160818,671323,814282
Indonesia,47,47,16591,30496,2012,2012,2012,2012,9173,8804,8995,9029,801,781,820,821,30,63,59,59,1271.9,98527,100419,7014265,19177453,22193592,149240,638679,774589
United Arab Emirates,42,39,12716,22991,2010,2010,2010,2010,8506,8186,8620,8625,744,716,762,764,14,68,50,49,1081.9,83780,85389,5886816,16090660,19194782,140162,596797,730042
Trinidad and Tobago,38,37,12215,11035,2010,2011,2011,2011,4493,4635,4653,4624,358,389,379,382,26,37,39,40,1250.6,80036,81573,3198650,19257829,17721351,84175,616303,907009
Netherlands,34,30,6838,8938,2008,2008,2011,2011,6431,6548,6503,6537,526,537,544,565,96,123,92,106,880.2,65128,66379,4273410,15409433,17369570,125689,528574,670500
Cabo Verde,29,29,3477,6069,2009,2009,2010,2010,3839,3868,3869,3871,329,332,331,331,10,12,11,11,311.9,24154,24617,2159778,4876656,5968048,74475,265416,315106
Falkland Islands (Malvinas),29,19,1241,133,1998,1997,2001,1999,637,1056,810,889,39,120,86,107,10,16,10,11,307.9,23793,24250,588782,2571088,3130032,20303,80896,93448
Ecuador,27,26,3160,4800,2012,2012,2012,2012,4838,4882,4863,4868,412,468,481,477,65,72,81,79,351.3,27178,27700,1923681,5283739,6719220,71247,303739,388805
Mauritius,25,25,6465,11826,2010,2010,2011,2011,6101,6168,6152,6150,561,569,566,564,11,30,25,25,496.6,38453,39191,3274426,8481978,9980374,130977,507217,618436
Belgium,24,24,4737,6721,2010,2010,2011,2011,6375,6494,6511,6516,537,558,532,545,37,68,61,64,571.3,41678,42478,1654840,9425795,10658015,68952,496015,646944
South Georgia and the South Sandwich Islands,19,12,196,27,1988,1991,1990,1988,1395,1383,1416,1407,135,138,136,138,11,11,13,13,87.0,6666,6794,133304,628120,1077557,7016,31730,49839
Algeria,18,18,3095,5239,2009,2009,2010,2010,6023,6036,6009,5999,494,506,509,509,183,191,198,202,295.6,22895,23334,1893679,4554174,5755252,105204,398161,478321
Cuba,18,16,2170,3420,2010,2010,2011,2011,5885,5559,5769,5775,473,454,480,481,82,335,345,342,258.8,19992,20375,1442169,3626047,5338182,80120,337224,425792
Venezuela (Bolivarian Republic of),15,15,1481,2438,2011,2011,2012,2012,4960,4929,4928,4928,393,416,425,427,827,721,805,773,273.6,21131,21537,1023712,3087189,3886453,68247,283285,346031
Australia,15,15,4241,7213,2015,2015,2015,2015,8500,8427,8346,8366,756,742,740,746,98,104,102,101,352.5,27308,27833,1965053,5327991,6047536,131004,543905,671624
Senegal,15,15,1104,1718,2006,2006,2007,2007,3883,3916,3912,3908,370,390,392,391,249,279,274,283,138.1,10650,10854,704757,1957230,2931075,46984,218402,282695
Morocco,15,15,1866,2959,2008,2008,2009,2009,5118,5138,5161,5155,426,438,446,450,100,126,127,129,254.7,19698,20076,1064536,4296037,5018100,70969,361907,450289
Malta,14,14,2628,4575,2010,2010,2010,2010,6359,6387,6398,6400,549,548,550,551,8,9,9,10,239.6,18555,18911,1700685,4099812,5097106,121478,454156,549359
Denmark,14,14,3346,6002,2012,2012,2013,2013,6831,6871,6873,6873,572,567,576,578,7,59,76,79,286.5,22062,22485,1780272,4589321,5465143,127162,497052,601059
Colombia,14,14,1525,2368,2009,2009,2009,2009,5338,5337,5343,5341,422,443,447,445,197,191,197,196,210.0,16225,16536,978743,2645631,3907212,69910,315275,405323
India,12,12,2953,4941,2013,2013,2012,2012,8804,8876,8848,8842,778,837,863,869,60,73,79,80,363.8,28171,28712,1141070,6306730,7282276,95089,639475,782310
China,12,12,4213,6709,2005,2005,2008,2008,9388,7294,9658,9440,800,648,993,984,13,62,66,78,339.8,26325,26831,2221847,6042549,6564834,185154,665448,836237
Saudi Arabia,12,11,4870,9137,2012,2012,2012,2012,9272,9370,9355,9357,782,840,834,834,358,356,350,350,429.6,33277,33916,1861020,5462630,6240405,155085,708668,866086
New Zealand,11,11,1775,2917,2012,2012,2013,2013,6714,6642,6674,6672,642,630,641,641,65,94,99,99,165.2,12768,13013,1221180,3111555,4022792,111016,425960,522070
