Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,1781,1317,249624,442120,2010,2011,2011,2011,4561,4675,4593,4668,389,422,604,611,24,77,71,70,21476.2,1662507,1694427,127714701,320598099,395564555,71710,287212,348480
Chemical tanker,835,354,36022,59653,2009,2010,2011,2011,544,2869,2323,2363,84,259,451,453,39,58,65,66,5465.7,421908,430009,17081665,95361897,110579744,20457,132976,162107
Container,750,153,21243,24748,2009,2010,2011,2011,447,700,453,462,38,56,100,106,17,19,22,22,2228.5,172326,175635,16027447,48869319,55274004,21370,73378,86162
General cargo,423,194,8320,12174,1999,2007,2010,2010,791,2073,1722,1754,98,208,370,376,34,70,70,70,1287.9,98914,100813,5897937,20360753,29749017,13943,74737,101710
Cruise,376,53,7675,884,1995,1998,2003,2000,590,646,606,644,47,50,77,88,8,8,10,10,2113.7,162903,166030,3837784,17741231,23604264,10207,43381,54378
Service - tug,281,34,66,55,2003,1999,2007,2006,240,1006,361,354,51,535,671,520,28,90,101,100,139.9,10505,10707,1414642,3345202,4479045,5034,12999,17552
Oil tanker,191,86,17750,31909,2006,2008,2008,2008,763,3799,3265,3366,119,366,628,639,32,107,114,111,1992.2,153830,156784,20081465,36963826,44597191,105139,272941,332832
Vehicle,173,68,16127,5023,2008,2008,2009,2009,1123,1847,1689,1678,86,131,224,225,13,23,28,28,920.0,71259,72627,5086618,22426530,25972208,29402,111759,120277
Liquefied gas tanker,108,72,33657,28985,2010,2011,2011,2011,4472,4620,4952,4818,311,364,435,433,34,60,45,46,3405.9,217929,222113,8089618,51590823,44375342,74904,613528,929917
Service - other,84,28,433,341,1992,1998,1995,1995,443,1589,1247,1356,70,354,713,865,13,69,318,414,140.4,10606,10810,2376590,4876240,5254444,28293,62956,71086
Ro-Ro,83,15,511,249,2001,1999,2001,2001,193,179,257,257,21,26,53,53,22,81,44,46,97.9,7473,7616,324060,1072293,816872,3904,9265,10701
Ferry-pax only,45,5,277,70,2004,1991,1992,1987,610,983,1269,1722,103,100,357,417,8,46,79,58,120.4,9183,9359,1919676,5402603,6997745,42659,118950,157401
Miscellaneous - fishing,30,21,227,135,1985,1985,1991,1991,678,3903,3481,2767,166,1015,1121,1263,30,346,1526,1521,95.5,7168,7306,950506,2108407,2397045,31684,74566,88393
Refrigerated bulk,23,18,1561,1643,1994,1995,1994,1994,6386,5743,5768,5775,393,396,406,408,55,63,60,59,588.2,44906,45769,4875392,10652969,11999567,211974,451713,487715
Ferry-RoPax,15,4,274,17,2005,2004,2001,2003,596,7542,1436,1127,44,1477,2387,1631,8,5,5,5,119.3,8387,8548,102888,254433,312191,6859,14642,13335
Other liquids tankers,2,2,262,369,2015,2015,2015,2015,4711,4711,4690,4711,420,420,458,459,61,61,81,81,25.7,1986,2024,189468,540990,1166375,94734,328195,530329
