Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Dock Sur,828,130,2804,4286,1990,2004,2006,2006,116,624,553,535,26,161,167,159,19,116,96,88,1051.0,80098,81635,4474396,11186189,13606856,5404,17013,21050
La Plata,771,462,5779,9756,2004,2009,2011,2011,181,398,304,359,23,85,83,84,39,76,71,72,1052.3,80690,82239,3942565,11178405,13318341,5114,19212,23458
Rosario,423,295,2647,4561,2008,2010,2009,2009,210,251,265,267,21,40,64,65,18,38,32,32,404.6,31023,31619,2042912,5817416,6853965,4830,18077,21862
Campana,422,171,1133,1867,1996,2007,2007,2007,109,212,245,246,15,67,131,136,26,59,67,65,478.4,36560,37262,2014417,5078620,5957267,4774,14666,17486
Zarate,410,114,800,1110,1986,2005,2006,2005,98,416,175,188,10,91,77,82,14,56,53,56,289.5,22104,22528,1203026,3336281,3900001,2934,9795,11930
Madryn,287,152,1437,1220,1992,1992,2004,2005,1589,2828,837,758,283,535,423,423,39,242,101,99,770.8,58369,59489,2569736,6349067,7476441,8954,24118,28680
Puerto Alumbrera,271,222,1528,2634,2010,2010,2011,2011,241,231,235,237,24,42,47,47,11,28,36,37,225.5,17371,17704,1028865,2898772,3588767,3797,15036,18451
Mar Del Plata,255,135,713,701,1991,1988,1999,1999,1454,3295,967,762,232,732,991,757,55,257,252,224,726.7,54674,55723,2647353,6319289,7224719,10382,26549,31598
Puerto Deseado,250,101,695,712,1993,1992,1999,2002,1391,3087,921,830,234,623,527,482,42,282,374,296,613.6,46198,47085,2629193,6310697,7404804,10517,27342,33188
Resinfor,240,231,2026,3590,2011,2011,2012,2012,240,257,272,275,24,37,50,51,17,35,33,34,238.9,18440,18794,1051511,3014458,3597753,4381,18359,22238
Ramallo,218,60,286,450,1992,2006,2003,2004,166,182,159,160,19,58,77,76,14,88,65,64,156.2,11863,12091,775270,1986929,2502595,3556,10429,13396
San Lorenzo,210,171,1203,2076,2008,2010,2011,2011,242,252,245,244,68,107,92,91,18,33,33,33,260.4,19995,20379,999702,2632149,3114362,4760,16774,20039
Puerto Madero,205,58,917,590,2003,2000,2004,2007,114,678,396,235,49,431,212,318,35,159,46,83,383.7,29318,29881,1486352,4255921,4758210,7250,21730,24928
Comodoro Rivadavia,199,58,3686,6136,1999,1993,2005,2005,1009,2503,987,980,158,436,203,193,51,213,139,140,857.2,65742,67004,5380211,9635350,12547741,27036,65925,81787
Escobar,161,103,1353,2475,2001,2006,2010,2010,174,471,434,460,37,74,106,106,27,64,60,60,162.4,12485,12725,1205196,3027738,3516103,7486,24783,30081
Ensenada,156,31,854,1277,2010,2008,2010,2009,253,441,579,580,61,70,110,110,43,107,66,66,302.1,23016,23457,1384847,3471001,4226024,8877,29101,35128
San Nicolas,155,122,621,1064,2010,2010,2011,2011,114,183,189,191,82,110,156,160,27,56,46,47,146.0,11266,11483,456468,1251719,1573491,2945,11331,14006
Puerto Galvan,131,43,605,921,2009,2009,2010,2010,558,558,583,577,56,127,98,92,51,142,86,82,235.9,17959,18304,1198596,3145071,3689121,9150,27562,32542
Las Palmas,110,73,456,793,1995,2006,2009,2009,98,287,236,251,15,53,88,91,24,78,109,115,89.9,6905,7037,368536,906024,1091263,3350,11373,13917
Santa Fe,110,8,155,227,2010,2001,2010,2010,299,361,307,306,28,102,60,57,19,31,25,25,76.6,5824,5936,549041,1414718,1690488,4991,14143,17255
Puerto Ibicuy,106,84,281,470,2000,2005,2009,2008,120,282,159,156,14,53,89,86,17,100,45,44,91.4,6960,7094,407322,1019728,1203319,3843,12309,14900
Rawson,104,60,90,63,1987,1986,1986,1985,1646,2975,2954,2788,212,325,530,552,46,346,702,658,204.6,15366,15661,444927,986935,1122045,4278,10068,11936
Puerto Rosales,94,21,3591,6147,2002,1995,2004,2004,656,4638,1082,1076,87,374,210,206,45,814,146,138,641.9,49570,50521,4989437,7986509,10719280,53079,122966,154407
Bahia Blanca,92,34,286,351,2007,2005,2009,2009,298,1217,614,561,132,1162,344,285,46,82,163,152,178.3,13493,13752,792164,2028728,2349437,8610,24358,29409
Ushuaia,89,34,1221,1207,2000,1996,2003,2006,1269,1619,1329,1393,139,244,226,248,24,153,133,119,430.5,32915,33547,1934398,6100345,7316082,21735,72977,89231
Bella Vista,83,26,52,56,1997,1998,1996,1995,388,359,394,395,58,62,78,80,23,27,36,33,33.7,2532,2580,317086,739370,996358,3820,10630,14369
La Paz,78,25,26,30,1998,1997,2004,2002,210,197,217,226,40,43,63,65,10,22,38,39,18.5,1393,1420,210273,440659,563160,2696,7013,9139
Resistancia,67,17,66,75,2004,2002,2014,2015,382,302,466,484,59,39,92,94,15,18,38,38,51.8,3886,3961,423059,517729,646419,6314,16664,21594
San Pedro,66,37,172,303,1992,2003,2000,2000,154,241,261,273,17,62,190,201,12,30,49,49,33.8,2568,2617,900734,1871148,2065487,13647,32374,37305
Villa Constitution,56,44,157,272,2004,2005,2008,2008,175,201,175,175,36,92,98,100,28,46,48,51,49.2,3752,3824,323678,739320,839340,5780,15748,18469
Goya,55,22,27,30,1994,1997,1993,1992,209,314,327,328,45,48,66,68,18,34,33,30,16.9,1273,1297,153813,365684,481904,2797,7921,10762
Quebracho/San Lorenzo,50,49,343,601,2010,2011,2011,2011,247,236,239,242,61,67,74,75,24,42,28,28,50.2,3871,3946,190005,530690,659071,3800,15858,19581
Conception D Uruguay,47,7,45,63,2008,2001,2007,2008,183,1045,198,194,31,410,206,187,32,195,98,101,50.0,3779,3852,129413,186385,198494,2753,8351,10705
Corrientes,46,18,18,19,2007,2002,2005,2000,276,421,337,351,52,64,113,102,9,18,18,19,16.5,1236,1260,236434,565908,751051,5140,13469,18071
Quequen,40,29,176,282,1999,2002,2010,2010,475,812,415,396,100,487,160,137,47,142,89,82,64.4,4887,4981,253394,605314,699509,6335,18719,21954
Buenos Aires,33,29,39,33,1988,1989,1995,1991,374,1781,1439,924,82,361,825,797,35,425,1001,684,63.8,4791,4883,289220,639458,756803,8764,20935,25593
Puerto Belgrano,32,23,113,144,1998,1995,2004,2006,1727,4171,1406,1285,284,630,539,494,210,698,649,573,111.9,8431,8593,758758,1634126,1806214,23711,55116,63382
Rio Gallegos,30,16,742,1261,1998,1995,2003,2004,500,1285,899,884,76,159,216,212,34,216,423,351,145.8,11229,11445,1508982,2778083,3684325,50299,119948,153424
San Fernando,29,2,6,11,1981,1992,1980,1980,44,40,442,484,10,8,1000,1007,7,9,6,6,16.3,1233,1256,23281,53551,63739,803,2418,3020
Ingeniero Buitrago,28,25,134,241,2002,2003,2007,2006,136,241,251,252,112,124,204,205,24,42,44,44,28.8,2211,2253,302267,663275,742676,10795,28277,32979
Parana,24,13,5,6,1989,1994,1995,1994,121,210,216,236,22,39,58,59,14,29,31,34,3.7,281,286,43199,87899,107274,1800,4478,5594
San Sebastian Bay,22,9,529,892,2004,2004,2005,2005,1316,1003,1045,1035,145,342,274,248,46,38,65,65,104.0,8009,8163,1049181,2554911,3327332,47690,139160,180686
Santa Cruz,21,19,204,307,2002,2002,2007,2006,251,554,367,336,41,104,87,82,39,59,73,65,34.7,2665,2716,237123,551263,764478,11292,37296,49271
