Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Uruguay,2517,1539,22290,30801,2008,2009,2010,2011,209,314,250,267,33,61,64,68,38,71,62,69,3906.2,300467,306236,14045476,41286847,49313025,5580,21205,25631
Brazil,943,543,37904,43798,2008,2010,2009,2009,1031,1214,1088,1134,94,146,125,145,35,61,50,58,4509.4,347345,354014,24171179,74706462,88886928,25632,98052,117290
Peru,607,381,4659,7695,2008,2010,2011,2011,231,369,358,347,24,51,176,166,23,29,60,60,853.5,65339,66593,3653327,10079556,12550417,6019,23665,29408
Paraguay,274,30,198,240,1995,1996,1991,1989,314,389,400,428,58,64,101,107,10,10,16,18,138.3,10412,10612,1410748,3408530,4404108,5149,14378,19537
Chile,236,111,10128,13265,2005,2004,2011,2012,1027,1855,1806,2402,136,242,243,265,22,104,82,87,1372.6,105919,107953,8061391,22244916,27036849,34158,114524,139035
Antarctica,199,42,1080,233,1989,1992,1991,1987,675,794,774,825,67,102,120,152,14,27,57,89,482.6,36722,37427,2013426,6580817,10031193,10118,33095,48147
South Africa,60,60,8638,14277,2010,2010,2010,2011,4706,4599,4587,4618,418,424,431,440,65,88,92,96,695.7,53170,54190,4538695,12647407,15782902,75645,327691,409244
Spain,42,40,3764,5589,2004,2005,2009,2010,5303,4874,5167,5334,438,452,460,459,91,150,137,138,524.8,40386,41161,2872615,8472416,11289886,68396,292713,375802
India,39,39,14184,26004,2011,2011,2011,2011,8961,9140,9143,9143,854,855,861,861,79,94,96,96,893.2,69183,70511,5910570,16429243,19098194,151553,659580,803339
United States of America,36,34,11329,15571,2009,2009,2011,2011,6635,6506,6714,6734,542,545,572,600,58,78,63,67,1068.8,76514,77984,6881359,19322724,21562405,191149,721423,943959
Singapore,24,24,7890,13883,2009,2009,2009,2009,9615,9774,9734,9720,837,857,862,862,87,121,77,72,590.7,45675,46552,3941501,11092850,14060563,164229,725234,918809
Falkland Islands (Malvinas),23,13,929,84,2001,1999,2003,2003,602,769,688,705,39,73,60,67,9,12,10,10,228.2,17657,17996,392374,1617393,1845606,17060,64185,70288
United Arab Emirates,23,22,8365,14357,2009,2010,2011,2010,8708,8236,8912,8879,785,764,792,809,86,97,75,78,594.7,45096,45962,3236753,10676739,11830418,140728,680955,855798
China,19,18,4345,6770,2008,2008,2011,2010,11216,7961,8537,8508,850,690,985,1000,80,102,134,127,424.7,32771,33400,2079653,7107134,9897177,109455,604393,803961
Netherlands,15,15,2011,3120,2004,2004,2008,2009,6565,6661,6582,6566,544,556,577,584,99,114,126,131,332.5,25542,26032,1599016,5978545,7155219,106601,461031,561310
Australia,11,11,4082,7405,2010,2010,2010,2010,8395,8146,7986,8008,821,813,818,826,188,179,177,183,349.9,27104,27624,1674326,4960366,5444244,152211,670879,843528
Cameroon,11,11,1213,1926,2011,2011,2012,2012,4807,4809,4813,4814,467,458,470,474,54,90,99,101,117.3,9070,9244,744362,1933838,2794074,67669,292349,370048
South Georgia and the South Sandwich Islands,11,10,126,19,1993,1993,1992,1988,1235,1451,1400,1383,163,168,171,170,17,13,15,14,53.7,4110,4188,71335,426252,783854,6485,36813,61243
Nigeria,11,11,3560,3370,2006,2006,2006,2007,4771,5016,5250,5171,390,379,373,378,44,53,50,52,508.1,31304,31905,955310,5374935,4820509,86846,609135,908250
Côte d'Ivoire,10,10,1032,1713,2012,2012,2012,2012,4201,3794,3840,3878,343,348,378,375,62,88,69,70,79.1,6123,6241,624923,1478064,1958796,62492,240861,294066
Malaysia,8,8,2857,5148,2012,2012,2011,2011,9258,9279,9285,9286,780,787,785,782,66,74,69,67,191.4,14810,15095,1155273,3556792,4345599,144409,700786,881289
Ghana,8,8,1164,1955,2011,2011,2011,2011,4407,4435,4423,4436,386,393,393,398,76,74,74,74,97.6,7560,7706,707092,1924126,2212421,88387,353216,434475
Indonesia,7,7,2212,3734,2013,2013,2008,2007,9685,9532,9811,9873,880,853,975,989,97,188,78,74,152.8,11791,12018,1271370,3574076,3921037,181624,701650,914074
Qatar,7,7,7107,5650,2011,2011,2011,2011,9667,9692,9677,9698,682,676,679,680,36,37,37,37,749.7,45396,46267,1316161,9833642,8165615,188023,1700601,2642517
Togo,7,7,720,1017,2009,2009,2010,2010,4403,4426,4412,4428,375,407,404,403,49,48,50,49,78.7,6086,6203,394346,1386934,1668197,56335,301655,398963
Gibraltar,6,6,596,817,2006,2006,2008,2009,5485,5509,5463,5447,406,419,434,447,194,178,198,203,114.9,8818,8988,908997,2005597,2326556,151500,406488,470601
Trinidad and Tobago,6,6,1870,1729,2011,2011,2012,2012,4756,5513,5392,5401,413,425,413,418,34,37,46,45,204.0,12978,13228,600218,3132018,2914761,100036,694293,1017134
Viet Nam,5,5,2262,3943,2013,2013,2012,2012,10635,10542,10619,10676,957,923,947,959,89,87,95,99,135.7,10502,10704,852633,2579650,3078016,170527,809605,1007889
Mauritius,5,5,1112,1975,2012,2012,2012,2012,6234,6321,6326,6324,566,599,595,595,72,111,106,107,83.9,6503,6627,569926,1378053,1634039,113985,435925,521054
Senegal,5,5,430,714,2005,2005,2005,2005,4132,4091,4062,4057,356,395,398,396,81,91,92,93,36.4,2815,2869,300640,756810,1115592,60128,253624,320401
Ecuador,5,5,820,1292,2011,2011,2010,2009,4380,4536,4463,4459,424,422,439,456,48,65,73,68,64.8,5016,5112,842990,2060193,2174051,168598,545603,689338
Iran (Islamic Republic of),4,3,503,924,2004,2005,2005,2005,178,3181,1423,1418,153,323,745,745,50,47,70,70,48.6,3762,3834,191785,533836,605128,47946,207994,254704
"Congo, Democratic Republic of the",4,4,408,639,2014,2014,2014,2014,4647,4635,4632,4631,384,386,385,384,120,114,116,117,38.3,2959,3016,269326,678084,942522,67332,278204,350512
Benin,4,4,422,725,2012,2012,2013,2013,4565,3703,3603,3582,364,399,513,510,62,496,176,180,38.3,2969,3026,318140,677977,893747,79535,276933,331512
Panama,4,4,831,1450,2008,2008,2008,2008,5123,5072,5050,5048,439,436,439,439,50,53,53,53,88.7,6872,7003,1144438,1794731,2431879,286109,659680,830331
Bahrain,4,1,0,0,2000,2000,2000,2000,86,86,90,90,20,20,22,22,10,10,32,32,0.4,33,34,79,162,175,20,44,50
Dominican Republic,4,4,476,663,2009,2009,2009,2009,5203,5186,5212,5193,368,461,454,470,28,32,29,28,69.6,5379,5482,316278,1099693,1120659,79070,436324,594337
Namibia,4,4,391,644,2006,2006,2007,2007,4066,4052,4056,4055,336,338,342,342,58,66,71,71,44.6,3451,3517,178703,840823,1084056,44676,284853,358261
Sri Lanka,4,4,1410,2608,2014,2014,2014,2014,8477,8616,8587,8577,710,714,712,710,37,35,34,34,88.4,6848,6979,661136,1712110,2002212,165284,672988,811141
Morocco,4,4,565,946,2016,2016,2015,2015,5213,5215,5200,5197,480,514,504,502,119,140,130,127,51.9,4022,4100,343527,743103,902684,85882,296929,349724
Russian Federation,4,4,470,597,1999,1999,2002,2004,7835,7902,7967,8017,588,580,598,609,126,178,152,141,136.2,10377,10576,973523,2098166,2395178,243381,556058,609715
Cabo Verde,4,4,239,363,2008,2008,2010,2011,3897,4000,3927,3894,426,422,429,433,47,152,71,69,47.7,3668,3738,145637,721614,916985,36409,209636,270131
New Zealand,3,3,993,1798,1997,1997,2004,2005,5804,5573,5771,5815,540,534,619,634,31,55,74,78,105.7,8183,8340,1267678,2964313,3632956,422559,1143307,1447316
Virgin Islands (U.S.),3,3,439,723,2008,2008,2008,2008,4764,4909,4916,4927,500,508,514,516,64,70,67,66,54.9,4249,4331,139460,1021306,1177547,46487,401435,493482
Angola,3,3,271,374,2013,2013,2013,2013,4522,4616,4639,4637,493,527,567,586,230,238,279,297,34.4,2655,2706,153048,432345,603002,51016,234875,304412
Equatorial Guinea,3,3,584,529,2011,2011,2012,2012,4690,3353,5024,4996,348,330,352,354,48,52,45,45,71.7,4518,4605,181190,970314,872451,60397,446369,657128
Kenya,3,3,688,1227,2008,2008,2007,2007,6363,7032,6998,6992,611,664,677,676,62,46,46,47,42.4,3282,3345,453153,972556,1183525,151051,518556,610086
Gabon,3,3,303,467,2010,2010,2010,2010,4645,4685,4687,4686,401,410,410,409,48,63,62,62,29.2,2255,2298,191500,531619,826241,63833,300732,389771
Mozambique,3,3,474,804,2013,2013,2013,2013,5331,5399,5419,5426,486,478,483,484,67,103,101,100,38.7,2987,3044,242977,836388,1165359,80992,451166,600610
Japan,3,1,1,2,1980,1980,1980,1980,124,124,110,110,15,15,20,20,7,7,7,7,0.4,32,33,7335,1309,2010,2445,6348,8082
Bangladesh,2,2,618,1084,2008,2008,2009,2009,9532,9532,9533,9533,1017,1017,1035,1037,74,74,71,71,45.3,3511,3578,341661,790155,945786,170830,627425,745685
Finland,2,2,253,422,2002,2002,2002,2002,7964,7964,7969,7968,674,674,685,683,30,30,38,36,42.0,3227,3289,137548,525385,723802,68774,385947,491114
Mauritania,2,2,152,209,1994,1994,1995,1996,4545,4545,4608,4683,940,940,1108,1247,178,178,161,147,30.1,2291,2335,224058,527008,668834,112029,320435,378252
Pakistan,2,2,767,1447,2015,2015,2015,2015,9052,9052,9051,9050,850,850,850,851,58,58,57,57,47.1,3646,3716,294783,865272,988471,147391,673511,823120
Turkey,2,2,233,400,2006,2006,2008,2009,7192,7192,6994,6987,856,856,616,606,672,672,228,211,36.1,2748,2801,731032,1912123,2631847,365516,1186299,1608287
Liberia,2,2,201,332,2005,2005,2005,2004,3988,3988,3987,3984,466,466,465,462,31,31,30,28,20.7,1601,1632,101989,389447,460588,50994,258329,310451
Portugal,2,2,211,313,2010,2010,2010,2010,5688,5688,5606,5585,456,456,465,468,121,121,127,129,30.4,2345,2390,132123,330042,444712,66061,268100,336601
Germany,2,2,184,233,1998,1998,2011,2012,7148,7148,7551,7596,578,578,568,567,79,79,115,118,36.3,2775,2828,367623,659132,813846,183812,472981,615126
Comoros,2,2,865,947,2014,2014,2014,2014,6184,6184,6169,6178,601,601,517,571,31,31,31,31,73.8,4742,4833,208982,1197785,1068023,104491,765724,1129081
Sierra Leone,2,2,144,238,2012,2012,2011,2011,4120,4120,4118,4118,387,387,387,387,100,100,100,100,12.8,986,1005,97713,271259,421590,48857,230173,298321
Lithuania,2,2,439,728,2004,2004,2004,2004,7745,7745,7741,7746,658,658,659,658,32,32,33,32,56.2,4334,4417,140454,1028586,1185940,70227,606444,745499
Denmark,2,2,152,165,1995,1995,1995,1995,7135,7135,7132,7118,400,400,400,401,62,62,63,60,58.0,4429,4514,490533,1071838,1207325,245266,522660,564316
Belgium,2,2,739,751,2012,2012,2009,2010,6549,6549,6501,6521,483,483,429,452,120,120,71,92,110.9,6879,7011,228523,1091108,997072,114261,705114,1025591
