Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Chemical tanker,1619,273,6474,10198,2009,2010,2009,2009,233,225,316,313,34,47,98,98,35,39,62,61,3067.9,233865,238355,8363293,27431553,32514587,5166,19013,22718
Bulk carrier,1508,883,14364,25747,2010,2011,2011,2011,232,272,299,303,25,55,78,79,28,44,54,54,1552.4,120101,122407,6926576,17964951,21871253,4593,18910,23000
Oil tanker,1089,44,9482,16238,1981,2004,2004,2004,80,294,835,831,11,51,194,194,8,44,142,143,1849.3,142570,145307,13895281,20265763,27304949,12760,30039,37846
Miscellaneous - fishing,938,193,1356,1111,1987,1986,1988,1987,2003,3573,3455,3485,324,629,1188,1219,45,290,700,706,2363.4,177496,180903,7810597,17325410,19697236,8327,19597,23231
Service - tug,715,59,173,158,1999,1998,1999,1998,206,864,463,519,51,712,1383,1482,18,130,187,194,466.7,35047,35720,4037936,9548503,12784929,5647,14583,19689
General cargo,585,87,918,1239,1991,2006,2004,2004,165,330,294,298,21,54,75,75,7,69,60,58,245.9,18635,18993,1377517,4218541,6096661,2355,9335,13079
Container,321,19,2924,3571,2005,2006,2006,2006,344,476,437,428,28,49,119,119,37,42,78,76,851.6,65245,66498,3235334,12145164,13765258,10079,40516,49054
Service - other,241,20,789,1064,1997,1993,1996,1992,373,1528,961,855,88,502,693,526,21,118,244,166,250.3,18850,19211,7424891,15234245,16415822,30809,68554,77408
Vehicle,76,40,365,116,2009,2008,2009,2009,82,85,87,87,11,15,18,18,32,32,34,34,38.4,2977,3034,117107,516315,597945,1541,5857,6303
Cruise,38,23,1297,153,1993,1995,2001,1999,930,1124,1029,1058,67,103,85,91,11,14,12,12,366.4,28296,28840,714291,3235061,4044458,18797,76366,88633
Ro-Ro,29,10,77,40,1998,1999,1999,1998,82,102,86,91,11,17,14,18,37,36,50,48,19.5,1501,1530,59708,251477,164196,2059,4914,5955
Liquefied gas tanker,12,5,137,166,2012,2010,2012,2012,644,467,289,341,47,58,81,84,31,23,35,36,26.7,2031,2070,88799,331659,332970,7400,45352,62567
Refrigerated bulk,8,5,22,24,1992,1992,1992,1992,153,227,239,249,13,33,58,58,34,41,32,32,23.0,1734,1767,72262,157897,177856,9033,19249,20783
Ferry-RoPax,4,2,45,4,2006,2005,2005,2006,781,935,880,870,65,100,90,87,8,8,11,11,11.6,893,910,22350,55269,67815,5587,11927,10863
Ferry-pax only,2,1,18,3,1989,1989,1989,1989,1979,1979,1979,1979,256,256,267,267,8,8,8,8,6.8,511,521,87746,247124,320104,43873,122386,161949
Other liquids tankers,2,2,10,14,2015,2015,2015,2015,176,176,177,176,24,24,23,23,10,10,8,8,1.2,95,97,7092,20251,43660,3546,12285,19852
