Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guadeloupe,377,92,1448,640,2001,2003,2007,2005,122,140,131,136,13,15,13,14,13,27,17,22,409.1,31471,32076,791298,3819581,4036069,2099,8628,10764
Barbados,121,40,747,214,2005,2006,2006,2007,138,146,151,150,14,14,15,15,11,13,15,13,203.2,15680,15981,387550,1718730,2030452,3203,13392,15392
Saint Lucia,98,41,223,72,1998,1999,2006,2008,61,120,93,102,10,36,30,81,9,12,12,18,99.6,7650,7797,115263,484633,609257,1176,4806,5886
Dominica,84,30,63,36,1995,1991,2002,2001,72,162,94,76,10,30,25,31,10,11,13,9,27.6,2091,2131,115575,323645,430323,1376,4057,5396
Trinidad and Tobago,83,28,323,343,2003,2004,2006,2007,272,330,288,300,26,51,46,55,15,19,19,22,98.9,7539,7683,348625,1228387,1429788,4200,15923,19129
Colombia,57,16,1604,1696,2008,2007,2009,2008,935,987,956,960,57,87,75,83,11,24,16,16,298.3,23039,23481,1716470,5516346,6065039,30114,96244,110657
Virgin Islands (U.S.),44,18,135,165,2001,1999,2005,2005,334,340,365,371,44,41,44,52,30,30,28,34,59.0,4482,4568,232838,633052,734593,5292,16720,19644
Saint Kitts and Nevis,24,17,276,36,2006,2005,2006,2005,199,247,212,209,16,40,16,17,9,13,9,9,70.6,5464,5569,154792,638262,684699,6450,23701,23679
Grenada,21,10,289,31,2007,2007,2010,2009,180,186,196,194,15,57,16,19,8,9,6,6,56.9,4402,4487,41943,389617,510459,1997,16449,20523
Saint Vincent and the Grenadines,21,16,61,14,1995,1997,2003,2003,110,116,111,109,14,17,14,13,9,11,9,8,22.0,1692,1724,51809,169848,185522,2467,7503,7837
Antigua and Barbuda,19,14,137,28,2006,2005,2009,2007,185,192,183,194,16,17,15,18,11,30,12,37,43.3,3333,3397,102954,356570,370362,5419,17750,17827
Saint Barthélemy,19,5,11,16,1989,1989,2006,2007,249,253,270,272,44,55,39,37,23,28,22,21,8.9,675,688,36881,105617,136475,1941,6146,8026
French Guiana,19,7,122,151,2003,2007,2004,2003,878,926,918,889,93,199,179,127,39,44,42,42,42.7,3261,3323,267247,447792,481108,14066,45699,58367
Saint Martin (French part),12,6,10,12,1989,1988,2002,2005,254,271,271,281,52,60,70,86,39,53,57,40,10.3,781,796,30880,82706,103444,2573,7595,9662
Sint Maarten (Dutch part),12,11,110,22,1994,1996,2006,2004,247,253,255,273,26,32,18,21,14,18,9,10,27.5,2124,2165,58357,244410,268185,4863,18889,20219
Puerto Rico,11,6,46,62,2002,2001,2001,2004,485,497,501,505,42,56,54,57,19,27,28,33,15.3,1159,1181,67969,207271,271558,6179,21305,26948
Spain,11,11,696,864,2008,2008,2008,2007,3524,3443,3498,3500,252,265,237,238,22,37,29,29,127.4,9841,10030,613833,2204682,2573750,55803,225976,277550
"Bonaire, Sint Eustatius and Saba",9,8,8,10,1995,1998,2004,2005,227,258,242,243,41,41,32,33,18,45,20,20,4.4,335,341,27561,76545,98850,3062,9346,12291
United States of America,9,8,166,192,2003,2006,2003,2003,1691,1824,1684,1787,132,156,149,160,61,79,70,54,40.3,3094,3154,153796,473814,628453,17088,70488,89509
Guyana,8,5,27,40,2007,2007,2007,2007,514,534,529,528,48,55,54,54,12,34,31,31,6.8,518,528,41693,127772,178918,5212,22762,29298
France,8,8,528,442,2010,2010,2010,2009,3626,3627,3638,3639,253,258,246,239,16,23,20,23,97.0,7472,7615,521049,1608625,1939223,65131,219940,265987
Curaçao,7,6,46,46,1999,2000,2003,2004,503,505,503,503,38,37,36,35,43,44,51,47,15.6,1197,1220,84521,230569,259965,12074,34597,40635
Dominican Republic,6,6,41,48,1998,1998,2003,2003,696,720,774,761,54,68,52,52,44,83,132,127,19.3,1467,1495,85498,220789,255060,14250,38428,44269
Jamaica,5,5,69,83,2009,2009,2010,2010,1042,1154,1150,1148,98,99,94,96,18,27,19,20,15.4,1186,1208,81468,262283,312511,16294,64465,80884
Bahamas,4,4,37,58,2007,2007,2007,2007,1339,1339,1330,1330,130,135,132,131,30,124,103,96,16.4,1248,1272,73674,213671,257853,18419,59019,70903
Brazil,4,4,302,523,2010,2010,2015,2015,1936,2194,2800,2902,281,306,434,444,40,57,50,50,28.5,2194,2236,274320,663643,779920,68580,204062,256924
Aruba,3,3,17,19,2008,2008,2008,2008,565,563,564,563,44,43,40,41,24,24,17,19,5.0,381,388,25534,52626,56521,8511,31336,40283
Gibraltar,2,2,152,267,2006,2006,2007,2007,3603,3603,3552,3552,1078,1078,367,363,143,143,24,24,19.3,1483,1511,228579,373348,505181,114290,266100,337145
Portugal,2,2,110,126,2009,2009,2009,2008,3177,3177,3201,3238,248,248,253,262,16,16,18,22,25.2,1913,1950,35265,269455,328228,17632,142113,173060
Cuba,2,2,10,12,1999,1999,2005,2007,969,969,993,1000,86,86,81,80,29,29,10,5,4.1,318,324,9286,22397,30384,4643,17220,22997
Mexico,2,2,137,67,2008,2008,2007,2008,2212,2212,2238,2218,158,158,149,155,80,80,31,69,14.6,1125,1147,50080,212736,258742,25040,106788,124140
Costa Rica,1,1,36,46,2014,2014,2014,2014,1362,1362,1362,1362,105,105,105,105,70,70,70,70,7.8,604,616,38950,140326,152337,38950,140679,164218
Ecuador,1,1,17,20,1994,1994,1994,1994,2021,2021,2021,2021,130,130,130,130,58,58,58,58,10.1,771,786,60482,132156,148861,60482,128886,139158
Turkey,1,1,88,109,2010,2010,2010,2010,5071,5071,5071,5071,320,320,320,320,10,10,10,10,17.8,1372,1398,100730,390751,445873,100730,421773,514657
Venezuela (Bolivarian Republic of),1,1,31,58,2010,2010,2010,2010,503,503,503,503,275,275,275,275,81,81,81,81,15.0,1162,1184,30108,63404,69821,30108,73949,92428
Azerbaijan,1,1,0,0,2008,2008,2008,2008,1385,1385,1385,1385,441,441,441,441,32,32,32,32,2.3,174,178,6447,15245,20413,6447,16647,22477
Haiti,1,1,4,6,2007,2007,2007,2007,754,754,754,754,77,77,77,77,99,99,99,99,1.1,86,88,10060,29510,40696,10060,40303,50817
Netherlands,1,1,0,0,2016,2016,2016,2016,315,315,315,315,1081,1081,1081,1081,574,574,574,574,1.5,116,118,1283,3034,4063,1283,3313,4473
