Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guadeloupe,341,84,639,633,2000,2002,2005,2006,118,188,132,133,12,22,24,15,15,35,31,36,234.3,17909,18253,788890,3108724,2951708,2313,7554,9311
Saint Lucia,64,32,251,48,1998,1994,2003,2005,81,97,121,101,12,15,15,15,10,23,14,37,94.1,7231,7370,96216,471426,575477,1503,6936,8212
Sint Maarten (Dutch part),64,21,478,234,2004,2003,2007,2006,252,276,259,265,24,33,20,26,8,25,13,20,124.8,9620,9805,394761,1498568,1577637,6168,22394,24395
Saint Vincent and the Grenadines,59,24,226,75,2002,2002,2005,2007,122,153,127,127,15,17,16,15,9,11,11,12,66.2,5098,5196,82791,486243,631271,1403,8177,10481
France,59,24,3237,3440,1999,2001,2001,2000,3713,3735,3720,3718,209,222,221,217,6,9,9,9,1004.2,77033,78512,8370209,19579527,22032485,141868,325559,356625
Antigua and Barbuda,58,17,648,78,2004,2002,2009,2008,181,210,188,193,16,21,16,18,10,24,11,16,140.2,10850,11058,48573,825809,1163433,837,13158,18017
Saint Kitts and Nevis,48,22,686,68,2004,2005,2007,2006,197,233,202,203,15,55,15,18,9,49,11,12,148.6,11499,11720,70166,917745,1234680,1462,17110,22022
Dominica,47,24,49,28,1997,1996,2002,2003,71,119,83,91,11,27,15,17,7,32,14,19,14.6,1110,1131,71863,204981,260682,1529,4533,5605
Barbados,45,27,275,50,2002,2000,2010,2007,135,155,140,153,14,20,15,16,10,14,10,16,74.5,5750,5860,155903,602574,663570,3465,12223,12728
Virgin Islands (U.S.),44,10,422,178,2005,2003,2009,2005,317,349,337,338,30,35,23,36,52,46,19,53,128.2,9783,9971,216533,935050,1130584,4921,21387,25256
Trinidad and Tobago,36,22,96,89,1998,2003,2009,2008,293,335,314,327,28,32,26,26,24,26,25,26,29.4,2252,2295,119184,307955,364456,3311,11475,14414
Grenada,24,16,174,57,2008,2007,2008,2009,168,189,179,179,16,20,20,19,8,14,10,10,39.8,3073,3132,73202,360709,423025,3050,14711,17335
Dominican Republic,21,7,971,95,2004,2008,2007,2006,563,592,580,577,38,38,38,38,8,9,10,10,172.4,13357,13614,309628,1725304,1990540,14744,71873,77376
Saint Barthélemy,20,7,36,32,1999,1991,2009,2007,299,296,271,294,45,53,31,42,24,33,30,45,23.3,1772,1806,67849,208368,254276,3392,11099,13683
Puerto Rico,19,6,86,105,1999,1997,2001,2006,425,574,595,712,41,86,93,114,28,38,36,46,30.5,2306,2351,133821,407807,540150,7043,23432,29846
French Guiana,18,5,101,120,2003,2005,2001,2002,898,839,944,957,132,91,134,140,46,35,47,51,48.3,3696,3767,229856,308914,320350,12770,42495,55676
Spain,16,13,1688,1410,2004,2002,2007,2008,3529,3367,3343,3495,206,234,209,210,14,26,14,16,284.3,21997,22420,1173884,4605758,5250894,73368,288690,344611
