Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,256,64,4373,426,2001,1999,2007,2006,176,230,250,251,15,21,34,34,9,10,10,10,974.5,75385,76832,1032330,6936836,8407777,4033,23930,27475
Container,230,43,2754,3378,2007,2007,2008,2008,143,406,568,565,15,35,155,153,13,26,17,17,582.2,44945,45808,2935717,10818006,11954959,12764,48421,57446
Chemical tanker,145,15,319,511,2006,2007,2006,2006,285,572,330,330,25,57,72,71,38,103,73,72,200.9,15206,15498,601515,1795918,2170932,4148,13726,16583
General cargo,107,44,831,1024,2004,2005,2003,2004,189,1225,1057,947,24,111,224,207,24,56,53,58,180.5,13858,14124,618775,2048901,2965011,5783,28553,38614
Service - tug,89,16,8,6,1978,1991,1982,1982,221,406,293,322,43,311,624,731,24,113,100,100,28.3,2126,2167,149400,353287,473032,1679,4335,5852
Refrigerated bulk,71,18,2610,2869,2000,1999,1999,1999,3693,3047,2852,2851,205,175,207,207,6,9,7,7,950.0,72774,74171,8511245,18597484,20948317,119877,255456,275816
Ro-Ro,58,3,66,46,1992,1998,1998,1996,116,485,166,155,12,17,21,21,35,54,35,35,31.8,2420,2466,139624,1008034,490596,2407,5857,8177
Vehicle,46,19,2150,679,2005,2006,2007,2007,118,843,1118,1125,15,64,223,224,9,10,10,10,136.8,10589,10792,687378,3030600,3509744,14943,56798,61127
Ferry-RoPax,37,2,13,1,2006,2006,2005,2005,224,183,408,407,12,19,152,149,0,1,16,16,29.7,2227,2269,43353,93792,124702,1172,2616,3728
Oil tanker,36,14,1452,2587,2005,2009,2012,2012,894,1974,2683,2884,120,186,338,344,43,88,143,145,212.6,16370,16684,1580401,3004454,3268818,43900,115717,146767
Liquefied gas tanker,16,3,30,30,2010,2007,2011,2011,451,378,485,486,24,27,47,47,26,24,34,34,20.7,1577,1607,22747,65902,72776,1422,7784,10236
Ferry-pax only,11,3,7,1,2009,2005,2006,2006,196,1460,903,1092,11,229,756,787,0,6,21,22,9.0,679,692,58766,119682,150763,5342,12423,16378
Bulk carrier,6,6,48,76,2012,2012,2012,2012,168,473,531,595,44,50,89,91,124,126,134,135,6.8,524,534,31340,87001,135217,5223,24608,31894
Service - other,4,2,20,7,2000,2004,1996,1996,358,299,435,420,30,26,53,53,46,48,22,22,5.5,425,433,51243,105140,113295,12811,28506,32188
