,exp_code_str3,exp_name,HS2,description,USD,tonne
0,654,Saint Helena,03," Ornamental fish, live",16125295.972,778.014863
1,654,Saint Helena,15," Lard, other pig fat and poultry fat, rendered",118696.503,132.0
2,654,Saint Helena,19," Infant foods of cereals, flour, starch or milk, retai",116330.897,99.176457
3,654,Saint Helena,39, Polyethylene - specific gravity <0.94 in primary form,257410.565,97.161491
4,654,Saint Helena,84, Nuclear reactors,684210.001,52.647923
5,654,Saint Helena,72," Pig iron, non-alloy, <0.5% phosphorus",34554.312999999995,51.740725000000005
6,654,Saint Helena,69," Bricks, blocks and ceramic goods of siliceous earths",15396.664,42.996824999999994
7,654,Saint Helena,23," Flour or meal, pellet of meat or offal for animal fee",64394.152,34.147442000000005
8,654,Saint Helena,63, Electric blankets of textile material,223800.483,29.767454
9,654,Saint Helena,87, Pedestrian controlled tractors,91665.65400000001,26.68062
10,654,Saint Helena,38, Artificial graphite,224141.6,23.111567
11,654,Saint Helena,85, Electric motors of an output < 37.5 watts,408508.708,21.079361
12,654,Saint Helena,04, Milk not concentrated nor sweetened < 1% fat,2066.329,20.981686
13,654,Saint Helena,20," Cucumbers,gherkins, prepared or preserved by vinegar",19640.373,19.483594
14,654,Saint Helena,94," Seats, aircraft",74517.908,19.105169
15,654,Saint Helena,76," Aluminium unwrought, not alloyed",59700.14,18.53163
16,654,Saint Helena,73, Sheet piling of iron or steel,11284.706999999999,17.666439
17,654,Saint Helena,83, Padlocks of base metal,52171.027,6.764612
18,654,Saint Helena,56," Sanitary towels, diapers and similar articles",53004.427,6.379325
19,654,Saint Helena,27," Anthracite, not agglomerated",2893.577,4.970649000000001
20,654,Saint Helena,95," Rideable wheeled toys, dolls carriages",53764.913,4.8127059999999995
21,654,Saint Helena,12, Soya beans,1928.176,3.9205639999999997
22,654,Saint Helena,64," Waterproof footwear (Wellingtons etc), metal toe cap",84271.757,3.641476
23,654,Saint Helena,08," Coconuts, fresh or dried",4921.143,3.304978
24,654,Saint Helena,74, Copper mattes,2228.148,3.2419670000000003
25,654,Saint Helena,90," Optical fibres, except for telecommunications",163233.498,1.8615490000000001
26,654,Saint Helena,44, Fuel wood,2466.213,1.460686
27,654,Saint Helena,82, Spades and shovels,27223.958,1.195592
28,654,Saint Helena,24," Tobacco, unmanufactured, not stemmed or stripped",28082.163,1.0208840000000001
29,654,Saint Helena,96," Worked ivory, articles of ivory",4634.766,0.908378
30,654,Saint Helena,48, Newsprint,3900.7309999999998,0.8941479999999999
31,654,Saint Helena,33, Essential oils of bergamot,9871.892,0.792347
32,654,Saint Helena,70," Glass cullet, waste or scrap, glass in the mass",444.379,0.713
33,654,Saint Helena,62," Mens, boys overcoats of wool or hair, not knit",17418.719999999998,0.574935
34,654,Saint Helena,42," Saddlery and harness, of any material",3054.031,0.179668
35,654,Saint Helena,71," Pearls natural, not permanently mounted or set",52486.153000000006,0.15400399999999997
36,654,Saint Helena,09," Coffee, not roasted, not decaffeinated",12209.203,0.138226
37,654,Saint Helena,61," Mens, boys overcoats, etc, of wool or hair, knit",2189.761,0.134168
38,654,Saint Helena,30," Glands and other organs, dried, for therapeutic uses",133154.745,0.062476000000000004
39,654,Saint Helena,79," Zinc, not alloyed, unwrought, >99% pure",519.417,0.061375
40,654,Saint Helena,54, Sewing thread of synthetic filaments,95.388,0.053052
41,654,Saint Helena,66, Garden and similar umbrellas,134.117,0.052323999999999996
42,654,Saint Helena,59, Gum or amylaceous covered textiles for book covers et,2897.4429999999998,0.047947
43,654,Saint Helena,21," Coffee extracts, essences, concentrates, preparations",130.668,0.046520000000000006
44,654,Saint Helena,49," Brochures, leaflets and similar, in single sheets",2988.369,0.038385999999999997
45,654,Saint Helena,40," Natural rubber latex, including prevulcanised",124.234,0.026841
46,654,Saint Helena,91," Wrist-watch, precious metal, battery, with hands",5040.897,0.00078
