int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Slonim,1,1,2013,2013,2013,2013,57002216,97456679,1721,1721,1721,1721,5,426
Pinsk,1,1,1997,1997,1997,1997,377590,453671,2818,2818,2818,2818,4,289
