dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Oil tanker,2,2,2008,2008,2008,2009,16154174,26047890,272,272,271,271,7,551
General cargo,1,1,2013,2013,2013,2013,1212295,1442555,264,264,264,264,0,35
Service - tug,1,1,2014,2014,2014,2014,128540,108557,270,270,270,270,0,25
