Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kingston,1285,514,52664,54525,2006,2006,2007,2007,828,1574,1909,1716,68,161,370,346,18,42,26,30,6845.5,527029,537147,35316576,113182191,132677419,27484,102060,122464
Port Royal,1015,350,62897,74735,2007,2007,2008,2008,781,1518,2120,2068,62,155,404,429,21,37,27,28,7821.2,603915,615510,39030058,117431116,136183773,38453,138186,164924
Montego Bay,174,58,10411,1534,2003,2004,2008,2007,729,987,955,993,56,131,72,102,10,74,12,31,2172.8,167335,170548,1866669,15238894,19147617,10728,82165,100441
Ocho Rios,156,40,11020,1198,2008,2005,2011,2010,727,712,671,705,40,71,43,74,7,19,9,22,2044.3,158131,161167,1585307,13923383,17237243,10162,80302,95567
Falmouth,116,20,10476,1197,2010,2007,2011,2006,349,781,565,748,19,48,58,118,8,10,9,19,1555.1,120298,122608,22768,9777569,13661461,196,75803,103345
Rocky Point,100,90,3021,4004,2005,2005,2008,2008,1251,1284,1520,1442,112,143,194,182,69,119,113,116,510.2,36904,37613,1821748,6552419,7661740,18217,84907,110320
Esquivel,93,72,3559,6029,2007,2008,2008,2008,1245,1625,1739,1733,118,215,326,320,63,106,167,181,550.9,42396,43210,2746873,7728724,9675528,29536,113374,141941
Alligator Pond,63,45,1507,2509,2010,2010,2009,2009,1132,1289,1152,1165,101,130,187,191,67,95,96,95,268.8,20673,21070,961891,3941262,4757428,15268,77505,94489
Port Rhoades,58,21,2867,5348,2003,2009,2002,2002,1198,1445,1447,1455,101,154,179,179,66,59,69,70,222.1,17085,17413,1261574,3519412,4125604,21751,94425,115182
Rio Bueno,42,33,1879,2485,2008,2008,2010,2010,1072,2087,1649,2489,107,198,412,536,26,54,41,48,226.8,17496,17832,997558,3373840,4674465,23751,116520,150011
Lucea,10,8,595,79,2005,2004,2006,2005,1135,991,960,997,63,66,69,79,9,10,10,10,119.6,9246,9424,290698,1206445,1253540,29070,111135,111428
Saint Ann'S Bay,9,8,550,307,2001,2002,2003,2009,716,1165,1009,1875,43,88,140,328,6,6,6,5,100.3,7749,7898,230196,948495,1142417,25577,111301,126094
Port Antonio,9,9,515,827,2006,2006,2009,2010,673,2418,2206,3069,60,196,556,586,6,5,5,5,59.6,4610,4699,254356,846651,1126279,28262,138539,174128
Port Henderson,4,4,172,189,2010,2010,2008,2009,569,1501,1997,1916,75,112,223,221,20,18,8,9,26.7,2061,2100,164297,567684,620629,41074,144046,168176
Oracabessa,4,4,108,55,2004,2004,2004,2003,650,743,568,800,56,58,43,79,12,10,10,11,21.5,1666,1698,101050,334656,355063,25262,84145,87449
Savanna La Mar,2,2,79,111,2008,2008,2007,2007,1189,1189,1216,1168,216,216,170,191,7,7,8,8,12.9,1000,1019,60817,202980,229910,30409,114209,134860
