Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Montego Bay,289,42,1043,990,2001,2002,2008,2007,186,374,287,378,17,93,134,199,17,49,57,60,344.6,24815,25292,1370530,2975767,3338533,4742,16724,20643
Kingston,164,47,872,1480,1998,2001,2004,2005,211,988,459,480,25,194,265,273,29,187,232,175,489.5,37152,37865,1267465,2662224,3101800,7728,22416,27683
Port Royal,96,37,232,325,1999,2002,2003,2004,255,609,295,274,52,243,171,160,18,47,52,47,141.0,10682,10887,577252,1289330,1554920,6013,18005,22657
Rocky Point,67,11,266,252,2003,1995,2013,2013,405,324,596,579,50,183,86,84,40,256,43,42,89.4,5963,6077,265364,727207,851355,3961,18222,24076
Esquivel,64,20,1272,2412,1997,2002,2006,2006,175,370,1557,1641,51,282,534,535,39,83,203,206,197.8,15151,15442,1112839,2205800,2587846,17388,46880,57987
Ocho Rios,31,11,21,32,1990,1991,2005,2006,133,408,233,226,17,98,123,115,15,65,92,96,14.2,1071,1091,96297,163147,190894,3106,7778,9352
Port Rhoades,28,19,282,530,1998,2002,1998,1998,157,557,957,1050,31,202,34,32,32,95,714,728,36.6,2802,2856,156530,408003,478728,5590,22154,27105
Alligator Pond,25,16,32,50,1998,2002,2007,2006,124,243,142,131,37,74,40,25,40,68,104,112,18.6,1421,1448,100780,255106,332956,4031,11650,15225
Rio Bueno,21,12,168,316,1995,2002,1997,1997,151,360,871,958,62,164,308,312,37,78,16,15,23.9,1829,1864,93404,262786,315942,4448,18181,22513
Lucea,11,10,101,160,2006,2007,2008,2007,538,560,804,845,49,71,79,80,31,77,69,68,20.8,1576,1607,116234,250473,309126,10567,34106,42883
Port Antonio,5,4,2,2,1991,1994,2002,2005,111,164,173,254,25,37,43,57,9,14,9,9,1.3,100,102,12484,27611,33192,2497,5950,7234
Falmouth,3,1,0,0,1980,1980,1980,1980,225,225,218,218,23,23,54,54,16,16,23,23,0.9,64,65,425,871,939,142,315,356
Saint Ann'S Bay,2,2,4,7,1988,1988,2002,2003,398,398,239,237,112,112,82,81,25,25,1,1,0.7,57,58,4991,12980,19090,2496,9491,12450
Port Henderson,1,1,1,2,1999,1999,1999,1999,176,176,176,176,276,276,276,276,110,110,110,110,6.1,457,465,2747,7807,9248,2747,8612,10095
