Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1350,150,72058,81739,2008,2007,2008,2008,707,1278,2018,1932,55,95,435,423,15,19,35,34,8449.0,652123,664644,49412404,154143286,175883156,36602,130790,154271
Cruise,414,61,25331,2168,2007,2002,2009,2009,435,505,533,522,31,36,43,41,8,9,16,17,4504.7,348100,354783,2480788,29689029,37867482,5992,63413,77960
General cargo,389,139,6057,8015,2006,2006,2009,2009,980,1576,1581,1567,94,167,387,376,33,83,114,112,985.1,75538,76988,5474523,17743931,25356172,14073,67934,89857
Bulk carrier,278,194,16928,28135,2007,2009,2009,2008,1488,2770,2429,2374,204,275,430,428,66,98,99,98,1689.8,130142,132641,10242094,25164254,34267790,36842,148222,183283
Chemical tanker,255,173,7173,11860,2009,2009,2009,2009,1278,1421,1384,1383,118,169,232,232,40,53,57,56,1348.1,103491,105478,4009372,20260603,23603662,15723,91966,111943
Vehicle,131,71,6063,2089,2006,2007,2006,2006,591,982,901,932,50,68,89,91,8,18,21,21,354.2,27332,27857,2115757,9328219,10803028,16151,61389,66068
Oil tanker,122,84,8539,15335,2006,2006,2008,2008,994,1748,1502,1474,112,242,446,437,50,79,78,79,1192.0,91761,93523,9127538,16043993,19507797,74816,189002,234281
Liquefied gas tanker,103,40,5607,5117,2004,2007,2004,2005,1192,2268,3447,2936,93,170,938,843,35,75,55,60,1003.8,66165,67436,1949084,9554199,8802537,18923,133208,193087
Ro-Ro,52,3,262,198,1992,2004,2003,1999,309,770,555,458,28,73,83,67,9,30,26,22,44.5,3432,3498,212719,396646,458202,4091,9616,10221
Service - tug,36,28,32,25,1990,1995,1998,1999,1169,1305,1603,1580,176,387,423,389,172,618,735,676,62.6,4702,4792,639559,1512364,2024974,17766,45874,61937
Refrigerated bulk,8,7,255,282,1996,1995,1996,1996,4235,3346,3682,3715,262,241,333,335,83,112,83,82,123.8,9427,9608,835287,1825142,2055851,104411,222498,240231
Service - other,5,5,46,28,2005,2005,2009,2009,812,1592,1721,1560,91,133,252,236,101,172,141,116,33.2,2494,2542,198401,407075,438648,39680,88295,99698
