Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Montego Bay,218,33,610,718,1999,1999,2006,2005,210,374,385,370,19,94,75,76,27,62,77,83,259.0,18769,19130,903615,1968731,2214145,4145,14549,18295
Kingston,188,51,1801,3286,2000,2004,2005,2006,186,500,838,963,19,199,424,442,19,49,153,160,373.3,28592,29141,1732136,3671142,4223327,9213,26105,31691
Port Royal,123,36,258,371,2000,2001,2002,2003,209,769,278,275,22,183,270,261,17,147,133,135,204.6,15484,15781,698284,1577276,1919105,5677,15982,19733
Rocky Point,73,12,479,451,2003,1996,2013,2013,339,594,1041,1011,39,486,118,122,45,66,90,88,117.2,7538,7682,524659,1421508,1674741,7187,31458,41460
Esquivel,65,21,395,680,1997,2002,2006,2006,304,490,464,447,62,155,451,461,40,69,54,47,185.8,14071,14341,708166,1109457,1379824,10895,30276,38528
Ocho Rios,44,13,155,28,1996,1993,2010,2005,123,263,102,142,13,107,16,41,16,164,16,26,60.4,4641,4731,131610,341085,354230,2991,8847,9281
Alligator Pond,25,17,37,58,1999,2003,2010,2010,154,202,150,142,36,55,56,52,22,55,54,38,19.8,1499,1528,75761,201715,259603,3030,9442,12092
Port Rhoades,25,15,40,68,1996,2000,2010,2011,137,193,219,218,20,85,87,88,51,75,26,21,13.7,1040,1060,46552,103927,129077,1862,6035,7482
Rio Bueno,22,16,274,515,1996,2002,1998,1997,156,642,1177,1304,40,345,33,32,34,93,735,749,32.8,2513,2561,133360,378455,451886,6062,25909,31996
Lucea,7,7,35,47,2006,2006,2009,2009,219,1056,870,939,26,49,55,56,93,697,2817,2912,57.5,4311,4394,77223,89435,87575,11032,38707,51371
Saint Ann'S Bay,6,6,30,13,2000,2000,2000,2006,125,157,133,84,12,25,13,13,14,88,56,176,9.6,741,756,18495,57500,61412,3082,10057,10341
Port Antonio,5,4,11,15,1995,1998,2007,2012,638,860,199,205,143,116,76,58,7,33,17,7,6.3,479,488,31667,69634,76391,6333,15496,17712
Falmouth,4,2,156,287,1984,1988,1995,1996,2817,2817,4172,4080,124,218,328,340,378,378,181,44,40.1,3036,3094,78182,211605,239041,19546,77452,93609
Savanna La Mar,1,1,14,17,2007,2007,2007,2007,388,388,388,388,26,26,26,26,48,48,48,48,2.6,202,206,13608,36206,40666,13608,39832,46066
Port Henderson,1,1,2,3,1999,1999,1999,1999,258,258,258,258,18,18,18,18,169,169,169,169,3.0,222,226,4024,11434,13544,4024,12612,14785
