Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kingston,1268,511,41669,49061,2006,2006,2008,2008,727,1434,1505,1543,63,154,362,374,20,69,52,57,5524.1,424607,432759,30956039,95335906,113713897,24413,91304,111082
Port Royal,987,346,63628,75310,2007,2007,2008,2008,769,1672,2172,2107,64,159,487,467,18,55,40,42,7335.6,557669,568376,40966714,125625945,144922508,41506,152726,183952
Montego Bay,245,66,6225,1618,2005,2006,2007,2008,543,918,475,715,36,89,49,118,10,32,18,28,1367.1,105563,107590,2844703,12431155,14196054,11611,50074,56279
Ocho Rios,145,41,6389,1681,2008,2005,2009,2006,273,865,418,858,17,80,41,93,7,64,25,123,1191.4,92115,93883,1105983,8313961,10510320,7627,54911,66887
Falmouth,116,20,13234,1109,2011,2007,2010,2009,580,555,711,723,39,36,52,55,9,9,20,20,2006.3,154818,157791,-162898,11729002,16618242,-1404,89657,124065
Esquivel,89,70,2670,4270,2007,2008,2009,2009,1105,1739,1384,1308,112,202,333,330,49,105,110,108,450.6,34589,35253,2032944,5936331,7681347,22842,95617,119853
Rocky Point,89,80,4664,6740,2006,2006,2008,2008,1876,2565,2553,2582,225,273,317,326,84,159,102,101,710.8,52626,53637,2964271,9456809,12131102,33306,151163,193712
Port Rhoades,63,24,4485,7950,2003,2010,2005,2005,1247,3527,2109,2022,142,359,470,443,57,69,98,97,406.5,31242,31842,2338223,5904638,7131631,37115,147028,178001
Alligator Pond,63,45,3013,4889,2009,2010,2011,2011,1352,2474,2369,2332,205,254,377,375,40,68,81,80,412.3,31717,32326,1998750,6240558,7863161,31726,137273,167521
Rio Bueno,40,29,815,852,2009,2009,2007,2006,597,837,741,913,54,89,97,136,29,57,55,80,113.0,8681,8848,394012,1468968,2027394,9850,49694,64270
Lucea,14,11,812,865,2005,2005,2006,2006,702,1820,1153,3959,40,152,490,768,10,32,55,84,130.6,10092,10286,817855,1835879,2193030,58418,160371,187308
Port Antonio,9,9,220,259,2004,2004,2006,2009,1147,1040,1165,1257,94,114,140,168,16,56,66,90,38.4,2950,3006,92444,492884,625453,10272,62228,77456
Saint Ann'S Bay,5,4,159,16,1997,1998,1998,1998,535,465,468,454,39,30,35,34,6,6,5,5,36.3,2809,2862,36648,304911,396396,7330,51785,61273
Port Henderson,5,5,183,260,2008,2008,2006,2005,1180,1072,1230,1234,60,70,78,76,13,58,108,133,26.1,2010,2048,178689,478172,529779,35738,104083,124292
Oracabessa,4,4,141,36,2004,2004,2004,2003,563,600,743,521,50,62,52,64,19,23,15,24,33.4,2585,2635,118485,406256,405194,29621,94621,90336
Savanna La Mar,1,1,44,76,2008,2008,2008,2008,1487,1487,1487,1487,359,359,359,359,59,59,59,59,8.3,636,649,14661,107366,123791,14661,126604,155634
