Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Indonesia,38,18,144,213,2004,2005,2004,2004,572,543,603,607,72,75,118,119,16,19,26,26,29.4,2250,2293,263909,770374,1065587,6945,28061,35862
Malaysia,15,10,111,171,2005,2006,2006,2005,1066,1098,1099,1101,112,117,122,122,20,30,22,22,18.5,1419,1446,138139,422525,606949,9209,40468,53527
Australia,11,7,88,133,2011,2011,2011,2011,1462,1941,1517,1450,130,181,174,143,26,32,28,21,23.7,1807,1841,203695,575680,729457,18518,59685,74609
Singapore,9,9,60,77,2004,2004,2003,2002,927,1008,973,960,107,251,212,189,27,30,26,27,14.4,1100,1122,301700,716827,938607,33522,91958,119815
Cocos (Keeling) Islands,7,1,15,18,2008,2008,2008,2008,565,565,571,571,64,64,63,63,8,8,11,11,3.4,252,257,55766,159982,229906,7967,25967,37348
India,3,3,48,66,2003,2003,2005,2005,2176,2176,2175,2174,175,220,204,203,29,46,52,52,8.6,657,669,43050,140473,200754,14350,70515,93040
Philippines,2,2,15,24,2004,2004,2004,2004,1861,1861,1861,1861,201,201,201,201,18,18,19,19,2.8,214,218,41805,122630,169115,20903,83741,105588
Viet Nam,2,2,13,22,2002,2002,2002,2002,1181,1181,1200,1204,112,112,113,113,8,8,9,9,2.5,191,194,17788,56147,79398,8894,41096,53550
Hong Kong,1,1,23,31,2010,2010,2010,2010,2668,2668,2668,2668,257,257,257,257,11,11,11,11,4.8,366,373,11794,43062,63582,11794,70564,96362
Bangladesh,1,1,18,28,2006,2006,2006,2006,2130,2130,2130,2130,335,335,335,335,27,27,27,27,3.9,295,300,10487,38293,56539,10487,62748,85689
