int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Service - other,6,6,1997,1997,1991,1990,27604071,13899322,783,1101,1408,1473,25,1861
General cargo,99,37,2002,2004,2000,2000,2056577661,2779463340,912,2281,1751,1911,393,30285
Container,93,24,2009,2008,2010,2009,1694316481,2171566364,956,1348,1250,1255,362,27865
Refrigerated bulk,26,21,1989,1989,1990,1990,321304181,356251527,1254,2678,2912,2808,252,19099
Miscellaneous - fishing,65,52,2008,2008,2008,2008,666330458,632591078,9092,11887,9915,9770,329,24673
Bulk carrier,160,68,1997,1998,1998,1998,10652774081,18350541155,3224,3200,3143,3156,1046,80800
Chemical tanker,33,27,2013,2013,2013,2013,1072689511,1786311104,1111,1687,1187,1183,174,13468
Oil tanker,15,11,2001,2001,2005,2005,312898367,493291010,1166,1795,1220,1236,90,6874
Cruise,10,9,1996,1996,1995,1995,191345470,27192744,619,584,703,687,51,3899
Service - tug,3,3,2004,2004,2007,2007,1312050,823849,522,1347,1513,1339,6,427
Vehicle,4,3,2006,2005,2006,2006,365651798,115583914,1977,2147,2165,2117,32,2489
Liquefied gas tanker,14,3,2012,2013,2012,2012,38551256,40073238,686,687,700,701,20,1555
Ferry-pax only,1,1,2016,2016,2016,2016,178769,27108,733,733,733,733,0,19
Ro-Ro,1,1,2009,2009,2009,2009,2788050,5135698,5644,5644,5644,5644,34,2529
