int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Honiara,293,168,2005,2005,2007,2007,6905572134,9061858479,1213,3310,1877,1944,1325,101495
Noro,176,84,2000,2000,1998,1998,7052058860,11417577972,3109,2671,2682,2751,760,58531
Rannell Island,29,11,1999,2000,1999,1999,3511047904,6584607185,3623,2350,3244,3256,267,20673
Yandina,3,3,1992,1992,1990,1990,42787175,57212450,4212,2911,1602,1416,19,1448
Gizo,7,6,2000,2001,1997,1998,153306349,170273432,386,1295,811,1383,24,1804
Viru Harbour,3,3,2004,2004,2002,2002,14735724,24322823,881,1138,544,676,5,405
Ringgi Cove,6,4,2007,2006,2007,2007,91301384,154052281,2096,2623,2247,2238,25,1940
Choiseul Bay,2,2,2000,2000,2018,2018,16088112,20826587,2745,2745,3419,4674,21,1597
Aola Bay,5,5,2000,2000,1996,1996,104505651,165407376,3735,7945,3981,3807,53,4015
Kirakira,2,2,1994,1994,1987,1987,112516103,192360287,3594,3594,3380,3512,11,831
Nemba,1,1,1997,1997,1997,1997,5231164,8467615,298,298,298,298,1,67
Lever Harbour,2,2,1994,1994,2002,2002,65307533,106385242,1944,1944,3540,3677,9,701
