int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Service - other,6,6,1997,1997,1995,1994,43209386,20263586,1713,1812,2204,2148,21,1572
General cargo,99,37,2002,2004,2002,2002,2008824452,2502830088,1306,1959,1711,1721,342,26255
Miscellaneous - fishing,64,51,2008,2008,2010,2011,364932680,352341438,5385,6676,5451,5463,175,13152
Container,93,24,2009,2008,2009,2009,1103215734,1425597847,721,807,814,824,264,20285
Refrigerated bulk,26,21,1989,1989,1989,1988,226389722,263628203,1475,1802,2052,2078,207,15697
Chemical tanker,33,27,2013,2013,2013,2013,2429453411,4049142746,3220,2703,2689,2682,309,23856
Oil tanker,15,11,2001,2001,2005,2005,835095024,1301991690,3700,5162,3257,3263,192,14778
Bulk carrier,160,68,1997,1998,1997,1997,10332789174,17802338403,3259,2903,3048,3062,891,68826
Cruise,10,9,1996,1996,1996,1995,149235574,21679703,468,524,548,548,35,2725
Service - tug,3,3,2004,2004,2004,2004,2870194,1740416,2863,3304,3310,2829,9,651
Vehicle,4,3,2006,2005,2007,2007,532473504,173461293,3054,3099,3153,3177,45,3519
Liquefied gas tanker,14,3,2012,2013,2013,2013,45833104,48304652,728,857,832,845,28,2105
Ferry-pax only,1,1,2016,2016,2016,2016,129613,19654,531,531,531,531,0,19
Ro-Ro,1,1,2009,2009,2009,2009,6520,12010,13,13,13,13,1,64
