int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Cruise,32,16,1993,1993,1996,1993,316297502,48150583,1375,1234,1214,1203,155,11788
Service - other,8,5,2001,2002,2004,2004,50333167,21430607,1028,1343,1414,1462,23,1759
Miscellaneous - fishing,13,12,1994,1994,1988,1988,70568211,49938167,1046,1733,1486,1814,21,1588
Refrigerated bulk,3,2,1989,1992,1993,1994,55629982,58440296,898,2650,1618,1691,28,2157
Miscellaneous - other,1,1,1989,1989,1989,1989,6573888,1771383,1019,1019,1019,1019,3,196
Chemical tanker,2,1,2009,2009,2009,2009,15014631,21506628,1887,1887,1887,1887,6,430
Ferry-RoPax,1,1,2007,2007,2007,2007,16637077,1405588,1428,1428,1428,1428,5,410
