Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Limassol,1523,423,16970,18607,1999,2001,2002,2003,326,946,617,672,35,132,238,295,23,79,83,98,3662.5,280186,285565,20009734,55571239,65597297,13138,42324,51453
Famagusta,931,134,1203,1426,1982,1989,1993,1995,130,594,344,418,15,135,231,286,27,108,72,77,554.2,42094,42902,2790383,9508147,9564038,2997,9341,12402
Larnaca,577,233,3692,3495,1998,1998,2007,2005,541,689,724,731,53,117,180,243,29,62,64,103,846.8,64784,66027,4211011,11659823,14894129,7298,26283,33716
Vassiliko,570,322,15188,26128,2000,2003,2008,2008,594,1205,1701,1775,78,166,467,470,46,82,113,117,2207.9,170200,173468,13478934,34198203,39552240,23647,75975,94381
Kyrenia,220,36,747,691,1982,1992,1992,2000,123,750,515,660,11,98,154,136,15,67,141,102,252.7,19215,19584,1362556,3932800,4410260,6193,16407,18112
Ayia Napa,74,63,1014,1540,1996,1995,2000,2001,692,1168,931,945,80,121,224,225,28,77,86,84,175.1,13442,13700,1133276,2986604,3875365,15315,56235,72204
Akrotiri,35,33,1075,1759,1994,1995,2008,2009,820,1249,1771,1760,86,133,352,336,25,76,65,65,130.9,10087,10281,935326,2281393,2777972,26724,86039,108190
Paphos,33,31,480,640,1993,1993,1998,1998,644,951,1400,1513,80,107,203,228,30,92,46,50,90.7,6988,7123,508433,1490811,1929104,15407,60153,74095
Latchi,21,20,308,498,1994,1995,1999,2000,766,829,697,692,71,91,130,132,12,37,110,129,46.7,3598,3667,319256,838987,1027908,15203,51057,62608
Dhekelia,16,15,369,583,2003,2003,2007,2008,702,1154,1246,1247,74,120,181,180,28,37,43,44,57.0,4411,4495,233222,991667,1156158,14576,75488,92029
Liopetri,9,9,505,967,1995,1995,2001,2002,1088,1535,3290,3691,114,176,618,631,60,77,95,96,56.0,4329,4412,424791,922737,1090252,47199,138708,169421
Karavostasi,7,6,40,54,1994,1992,1996,1997,930,1057,854,836,76,78,96,99,21,93,181,188,13.8,1052,1073,67341,202442,251937,9620,36429,46292
Xeros,4,4,25,39,1976,1976,1977,1977,661,1769,3478,3635,171,239,503,508,26,38,10,10,6.7,516,526,74771,213364,291590,18693,70928,89899
Aradhippou,3,3,140,237,1991,1991,1998,1999,1252,1519,1668,1629,109,124,172,167,15,15,20,20,17.1,1322,1347,109718,287130,366068,36573,132316,173803
Psimolofou,3,3,70,115,1987,1987,1994,1994,1083,1831,2545,2596,124,183,281,284,16,16,15,15,8.1,625,637,67972,193017,285872,22657,100287,128688
Nicosia,2,2,6,8,1980,1980,1994,1994,757,757,1060,1068,103,103,145,145,70,70,126,126,1.3,100,102,14264,41770,57793,7132,28148,35821
