Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Limassol,75,41,200,271,1993,1996,1995,1996,103,370,476,449,37,200,285,262,15,25,66,75,106.6,8085,8240,274437,663570,770704,3659,14359,18511
Larnaca,74,30,43,60,1991,1994,1986,1985,125,215,272,275,69,160,430,424,22,67,84,65,118.8,8932,9103,192282,234058,294989,2598,7380,9456
Vassiliko,50,44,274,424,1998,1998,2003,2003,164,618,424,402,37,240,236,184,24,62,49,54,73.6,5634,5743,261608,759467,927463,5232,20884,26789
Ayia Napa,35,25,133,200,1995,1995,1997,1997,188,468,346,357,39,68,117,117,20,28,38,37,31.5,2416,2463,98760,309329,401013,2822,13528,17855
Paphos,14,13,50,60,1997,1997,2000,2000,264,512,293,358,48,60,74,86,16,36,51,60,15.7,1212,1235,72987,212922,265188,5213,19009,23949
Kyrenia,13,10,79,124,1987,1989,1994,1995,155,1303,1349,1733,12,53,182,187,35,80,124,120,15.5,1183,1205,123820,348624,432212,9525,33121,42989
Latchi,13,12,33,43,1990,1991,1991,1993,310,361,290,284,21,46,29,26,18,22,17,17,5.7,438,446,49164,129974,162097,3782,12751,15487
Famagusta,11,11,19,26,1988,1988,1994,1993,187,421,366,394,14,22,25,25,46,143,68,62,6.1,469,478,52259,163572,198629,4751,16828,21675
Akrotiri,7,7,26,28,2001,2001,2002,2003,285,377,506,461,86,128,110,130,22,34,64,70,7.9,601,613,23979,79164,101293,3426,15608,19835
Liopetri,6,4,3,4,1995,1996,1998,1998,284,252,250,239,74,66,91,85,20,12,24,18,1.9,141,144,8395,22767,29249,1399,5064,6350
Karavostasi,5,4,18,26,1997,1995,2003,2003,262,346,442,462,24,55,121,128,8,8,7,7,5.5,418,426,31563,94997,114452,6313,21218,25596
Dhekelia,5,4,3,3,1986,1985,1980,1981,484,656,270,231,108,70,42,33,13,46,37,25,1.9,147,150,7984,19843,24907,1597,4995,6130
Xeros,3,3,17,25,1982,1982,1989,1988,761,1031,1191,1258,14,29,39,41,80,94,109,114,4.3,332,339,29772,89764,125059,9924,42006,53755
Nicosia,2,2,1,1,1980,1980,1992,1992,81,81,98,98,8,8,9,9,5,5,5,5,0.1,7,8,1361,3978,5521,680,2646,3398
Aradhippou,2,2,22,39,1994,1994,2005,2006,489,489,329,325,31,31,22,21,14,14,7,7,2.7,211,215,26220,56560,64226,13110,34513,43116
Psimolofou,1,1,2,3,1981,1981,1981,1981,361,361,361,361,26,26,26,26,18,18,18,18,0.3,26,27,4314,12653,17450,4314,17281,21790
