Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Limassol,95,50,253,367,1993,1996,1998,1998,130,390,437,498,55,116,209,221,16,67,54,60,146.1,11061,11273,338612,768404,947861,3564,12732,16202
Larnaca,77,39,172,215,1993,1997,1999,1998,126,605,595,544,41,216,389,334,19,37,36,42,109.5,8295,8454,258388,552325,662488,3356,13457,17574
Vassiliko,42,38,99,147,1995,1995,2001,2001,207,385,226,214,42,307,153,126,15,36,31,31,50.3,3816,3890,149461,407674,510717,3559,13051,16749
Ayia Napa,30,21,139,202,1995,1995,1998,2000,164,379,369,364,22,56,170,144,24,41,101,102,35.4,2714,2766,134508,409644,459676,4484,17304,22056
Akrotiri,14,10,100,160,1991,1993,1994,1994,293,766,1186,1310,52,83,175,177,31,52,106,108,18.1,1393,1419,108354,313265,435122,7740,33165,42282
Famagusta,12,9,30,51,1988,1992,1998,2000,133,887,243,244,11,32,24,15,26,75,45,21,8.2,624,636,77804,213483,222514,6484,17430,22568
Latchi,12,10,36,57,1987,1989,1992,1992,404,400,498,506,36,64,39,37,23,25,37,37,5.7,439,447,33510,94772,139169,2792,12061,15987
Kyrenia,10,8,30,43,1991,1987,2000,2001,218,360,402,415,20,37,86,88,12,35,26,25,8.3,631,643,56739,171636,198162,5674,19057,23319
Dhekelia,7,6,6,9,1992,1992,1990,1990,187,500,155,148,18,69,29,19,31,41,39,36,3.1,237,242,18896,52875,70956,2699,9454,12141
Paphos,6,5,22,39,1999,2001,2007,2007,334,396,294,296,25,32,20,19,21,35,8,7,3.2,247,251,26227,61658,73748,4371,12303,15570
Xeros,3,3,20,22,1992,1992,1996,1994,938,906,832,804,13,27,27,33,54,55,59,62,3.4,259,264,32011,93651,129925,10670,43123,54461
Liopetri,3,2,0,0,1991,1990,1991,1990,220,527,96,72,23,75,121,83,28,49,51,59,1.7,131,134,1001,2343,2647,334,974,1197
Karavostasi,2,2,11,18,1986,1986,1984,1984,959,959,656,650,42,42,18,17,524,524,69,52,4.0,310,316,15049,38641,56175,7525,27334,35959
Nicosia,2,2,2,2,1994,1994,1994,1994,176,176,160,152,13,13,14,13,24,24,27,24,0.6,49,50,2541,7708,9433,1270,5185,6746
Aradhippou,1,1,2,3,1978,1978,1978,1978,470,470,470,470,15,15,15,15,32,32,32,32,0.6,49,50,5804,13164,15859,5804,17500,21843
