Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Limassol,1545,420,31481,34908,1999,2001,2004,2005,501,1022,1136,1253,40,145,214,230,12,45,25,27,6307.6,483017,492291,32410002,87494807,100470545,20977,64057,76296
Famagusta,930,132,1565,2000,1982,1989,1993,1995,169,923,439,564,19,163,202,241,22,93,57,64,536.4,40898,41683,3475450,11554976,11969017,3737,11656,15474
Larnaca,582,236,5058,4256,1999,1999,2007,2004,577,956,957,853,55,102,214,177,29,56,32,50,802.5,61416,62595,4932599,14393618,18497683,8475,30591,39009
Vassiliko,566,318,10599,17695,2000,2003,2008,2008,589,1053,1163,1172,71,116,223,223,29,47,62,60,1638.3,126190,128613,9136892,27144688,32043390,16143,61497,76668
Kyrenia,216,35,667,676,1983,1992,1993,1999,211,856,457,627,12,95,101,114,15,44,41,36,218.4,16681,17002,1378319,3936327,4524510,6381,17548,19745
Ayia Napa,66,59,1331,2109,1995,1995,2001,2001,859,1353,1341,1436,96,180,290,290,17,30,33,34,170.6,13137,13390,1577908,4005369,4986434,23908,79188,100077
Akrotiri,40,35,796,1308,1992,1993,1998,1998,899,1383,1389,1394,68,101,117,115,17,91,225,232,111.7,8605,8770,717841,1887139,2480618,17946,68177,85444
Paphos,22,20,302,496,1993,1992,1999,2000,503,696,1252,1323,78,125,146,145,10,18,55,55,42.2,3247,3310,294195,778405,1064971,13372,49630,64044
Latchi,20,17,276,471,1993,1996,1998,1999,455,828,688,692,56,90,129,127,26,25,36,36,28.6,2201,2243,231710,608596,822352,11586,42972,55778
Dhekelia,18,18,704,1123,2003,2003,2008,2008,1903,1868,2165,2182,152,165,198,198,58,74,66,66,122.1,9431,9612,496496,2049136,2419783,27583,135871,167550
Liopetri,7,7,79,127,1992,1992,2000,2001,1626,1116,549,510,126,145,145,145,21,27,18,19,16.0,1240,1263,93818,309727,390103,13403,56694,70665
Xeros,5,5,76,83,1988,1988,1995,1993,1762,2195,2853,2719,357,517,548,458,27,36,55,59,15.8,1210,1233,121703,351614,487208,24341,96457,122225
Karavostasi,3,3,31,51,1985,1985,1984,1984,515,846,1565,1611,72,73,108,109,35,30,35,35,7.8,600,611,25959,71022,107987,8653,37388,48981
Aradhippou,3,3,52,80,1982,1982,1985,1985,1662,1498,2046,2066,146,160,152,153,8,17,34,34,8.4,644,656,49231,162569,234191,16410,81453,109051
Nicosia,2,2,10,14,1994,1994,1993,1994,1224,1224,1072,996,107,107,123,116,5,5,5,5,3.3,253,258,15515,46812,56636,7757,32982,42978
Psimolofou,2,2,61,100,1990,1990,1995,1995,2084,2084,2628,2681,162,162,216,218,43,43,59,60,6.4,496,505,51910,146367,220097,25955,117211,150900
