Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Turkey,1361,360,5077,6909,1986,1998,2000,2002,154,795,583,691,17,133,169,177,19,46,46,37,1351.7,103321,105304,6757403,22333352,25091234,4965,17536,22237
Israel,794,140,2925,3015,1999,2000,2001,2001,193,370,232,245,19,50,28,30,30,75,214,259,936.4,71810,73189,4731965,11920852,13943605,5960,17411,20803
Greece,705,280,5795,6610,1996,1997,2000,2001,625,798,762,839,66,131,143,179,27,58,60,70,1581.8,121358,123688,6837713,19421345,23708698,9699,34949,43453
Egypt,433,232,3126,4100,2001,2000,2003,2003,350,564,450,472,33,131,137,156,39,112,86,96,690.0,52920,53936,4123155,11949372,14579187,9522,32055,40004
Lebanon,254,130,887,1075,1996,1994,2001,2001,147,376,247,245,19,61,84,92,20,103,46,41,264.4,20243,20632,1139743,3794860,4637626,4487,17185,21490
Italy,122,64,2897,3066,2004,2002,2005,2005,1316,1308,1282,1294,102,118,105,119,18,66,43,55,456.9,35272,35949,3249760,9594237,11245273,26637,85485,101964
Syrian Arab Republic,54,13,250,322,2003,1992,2004,2004,191,467,252,261,17,49,33,36,22,50,31,33,54.5,4186,4266,286848,1033995,1209862,5312,21218,25919
Spain,48,29,2008,2527,1990,1997,2002,2003,1803,2138,2390,2689,154,226,365,429,22,69,36,40,307.5,23746,24202,2224218,5754871,7013394,46338,148856,183276
Malta,38,34,1177,1621,2007,2007,2007,2006,1063,1162,1144,1185,126,173,229,276,54,203,305,405,264.0,20384,20776,974513,2763818,3146346,25645,87482,104630
Libya,30,21,1274,1910,2004,2005,2004,2004,1188,1293,2024,2118,142,175,835,867,70,91,56,58,259.6,20093,20479,1423038,3894215,4454997,47435,163697,194886
Togo,13,1,5,6,1979,1979,1979,1979,120,120,158,158,29,29,39,39,27,27,48,48,12.7,952,970,16493,36037,40592,1269,2704,2919
China,13,2,2,2,1993,1990,1984,1979,107,97,129,127,24,20,175,216,2,4,7,3,5.7,431,440,8203,17463,20515,631,1391,1635
Ukraine,11,11,146,221,1998,1998,2002,2002,1173,1445,1825,1907,146,171,260,270,26,51,112,118,24.5,1868,1904,166517,452810,638706,15138,60797,79874
Russian Federation,11,10,188,271,2000,1998,2006,2007,1378,1385,1392,1439,180,198,235,258,133,121,118,121,36.3,2781,2835,194199,497708,619344,17654,66948,84356
Singapore,11,11,3519,6067,2004,2004,2004,2005,5350,5486,5449,5444,533,493,515,527,65,57,63,64,357.0,27640,28171,2655325,5219360,6142373,241393,646552,798604
France,10,5,432,419,2007,2008,2009,2006,2440,3259,2996,2826,252,340,320,362,30,135,89,140,74.2,5714,5824,415359,1236575,1439955,41536,154748,186448
Gibraltar,9,9,451,647,2007,2007,2007,2007,1953,2022,1910,1899,181,296,181,183,16,20,19,23,50.1,3853,3927,548396,1296677,1638965,60933,195726,251349
Romania,8,8,96,147,2003,2003,1998,1998,977,1316,1828,1961,121,140,231,242,46,58,59,58,15.8,1216,1240,130032,375328,537821,16254,65798,85625
Croatia,8,7,187,289,1994,1997,1999,1999,1445,1580,1455,1421,225,222,224,219,36,102,160,147,38.9,2995,3052,211946,523266,648405,26493,84907,107067
United Arab Emirates,7,5,766,1474,2001,2001,2001,2001,120,1322,2016,3047,13,337,656,664,69,87,188,190,145.8,11296,11513,418685,753898,820431,59812,161094,198837
Indonesia,7,7,2030,3549,2010,2010,2015,2015,5322,4596,5318,5332,483,425,487,487,10,15,15,15,152.0,11775,12001,1834663,3863662,4254705,262095,643721,804551
