Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Melbourne,2180,553,50081,44079,2005,2007,2007,2006,555,749,631,653,37,66,65,67,21,34,33,41,6042.1,465140,474070,37084338,106162703,122166810,17011,52321,60159
Chermside,959,482,29126,29349,2007,2008,2007,2007,551,715,690,733,42,108,102,127,24,48,38,50,3519.9,272220,277446,21084271,60947392,69767545,21986,70418,81687
Devonport,937,54,5360,2501,2002,2008,2002,2003,239,450,261,302,16,111,20,36,10,61,15,26,1470.8,111040,113172,4903574,12142293,14781648,5233,12722,12871
Botany,904,297,29331,34664,2008,2008,2007,2007,593,739,795,775,45,96,88,88,32,37,37,36,4211.2,325764,332019,27667715,71093286,79202188,30606,87772,100963
Adelaide,897,384,31787,29926,2007,2008,2007,2008,539,829,793,771,50,78,75,79,21,43,25,32,3673.3,284339,289798,22772429,66250331,75465755,25387,79754,91485
Port Kembla,636,418,20747,18642,2008,2008,2008,2008,576,702,701,929,40,100,163,297,21,56,76,139,1661.1,128431,130897,9022427,30514376,36145524,14186,51344,58476
Melbourne,600,64,6520,1413,2000,2005,2000,2003,239,805,335,312,12,140,39,64,11,57,16,34,1811.2,139706,142389,4823836,15187522,18273658,8040,22641,22787
Newcastle,591,401,19768,35216,2009,2010,2009,2009,583,879,1039,1136,68,114,500,526,34,58,151,158,1785.0,137813,140459,10072003,25402980,31228550,17042,63239,77187
Cairns,462,109,2974,1894,2004,2007,2003,2008,539,762,590,593,62,138,71,81,37,149,33,43,965.4,73870,75289,2967768,12377803,12713029,6424,23113,28508
Burnie,432,86,3154,2708,2001,2008,2003,2007,225,686,323,419,16,138,51,74,9,58,33,50,725.2,56085,57162,1975114,5214150,6464197,4572,15608,18237
Port Adelaide,426,77,1695,2635,1991,2009,2006,2007,49,671,412,461,7,76,87,89,10,95,96,99,254.3,19542,19917,1376626,3638509,4998699,3232,13018,16614
Gladstone,419,210,24748,37524,2007,2010,2010,2010,772,1390,1473,1305,131,202,503,459,46,60,45,48,2521.0,183200,186718,9577602,32850933,36202764,22858,108520,141056
Fremantle,416,194,28483,24576,2006,2007,2006,2006,1384,1339,1345,1341,96,121,111,108,26,39,26,30,2929.1,226641,230992,20963221,59537891,67578976,50392,149941,169687
Withnell Bay,355,80,9575,13970,2011,2010,2011,2011,192,1672,2375,2593,39,218,488,488,15,43,48,41,1068.1,77155,78636,11634230,28890631,33614919,32772,95107,126956
Geelong,347,185,3593,5796,2011,2011,2010,2011,532,687,598,597,58,102,121,118,38,69,77,78,744.4,57215,58313,3293392,8710765,10591137,9491,34796,43284
Weipa,333,59,11723,20817,2007,2009,2010,2010,1208,1469,1347,1360,98,242,198,200,25,66,31,30,1023.1,78995,80512,4709900,15038854,15905901,14144,61852,76276
Brisbane,331,173,6084,5078,2008,2010,2003,2011,567,891,781,744,53,181,196,296,23,77,40,62,1331.8,102701,104673,6652207,18797013,22250468,20097,65832,77115
Darwin,286,99,5807,2578,2009,2008,2008,2012,678,2160,1953,2359,82,248,262,383,21,183,69,84,1108.8,83256,84854,5165446,18354958,20915788,18061,61584,78774
Klein Point,283,2,93,101,1982,1996,1984,1983,45,90,50,48,6,25,10,7,3,4,6,6,17.9,1367,1393,209843,481473,579495,741,2243,2794
Dampier,275,52,9034,11891,2012,2011,2012,2012,138,1703,2130,2748,17,369,597,632,30,109,108,91,1042.7,71730,73108,6301720,19272115,21284727,22915,81958,113301
Horn,273,43,1019,1703,1998,2009,2008,2009,481,715,663,665,42,110,92,90,5,14,10,10,205.6,15632,15932,1274726,3940154,4378659,4669,15194,20009
Gove,266,49,5324,9469,2012,2010,2011,2011,459,1069,1396,1439,56,106,172,176,5,66,115,117,519.3,40024,40793,2300992,8025198,7879172,8650,37066,45706
South Trees,257,128,13219,23180,2009,2009,2010,2010,1219,1142,1292,1316,105,126,255,267,74,75,123,126,1174.7,90898,92643,5716704,15704054,18827419,22244,94342,116243
Kwinana,241,164,6206,9811,2010,2011,2011,2011,953,1049,1123,1083,131,149,212,203,44,113,155,146,977.4,75453,76901,4622304,14572718,17210039,19180,83516,103119
Townsville,219,151,3247,4571,2008,2009,2009,2010,691,900,809,898,52,99,232,248,46,79,69,76,538.3,41444,42240,2642206,7725959,9960268,12065,47760,58975
Palmerston,213,40,1851,1356,2012,2010,2004,2005,476,3312,3580,2948,61,394,823,744,33,284,225,176,483.4,34769,35436,1607162,6450460,5534454,7545,26145,36160
Pyrmont,195,67,2986,2004,2001,2002,1998,1998,630,743,662,735,64,154,70,98,28,69,50,74,797.1,61391,62569,2109441,7372382,8921937,10818,41794,47982
King Island,185,5,38,39,2015,2013,2015,2015,131,486,148,147,17,52,40,42,5,12,18,18,68.6,5150,5248,246036,1245819,841747,1330,3352,4646
Portland,176,134,2897,4125,2010,2011,2009,2009,450,783,781,733,46,85,280,253,76,98,96,101,371.9,28636,29186,2107331,5136017,6903917,11973,46306,58340
Mooloolaba,172,114,3313,3886,2008,2008,2006,2007,503,683,738,782,51,69,115,122,15,36,32,41,412.4,31824,32435,2499769,7236120,8549643,14534,50501,60324
Barrow,156,32,11247,10368,2014,2012,2012,2011,80,2511,2844,2811,22,244,648,601,27,40,79,74,1150.5,73300,74707,3207248,16867611,14711610,20559,128487,193328
Mackay,151,116,1629,2500,2009,2010,2009,2009,282,465,466,451,27,42,55,53,39,54,52,51,311.4,24028,24489,1218450,3915505,4892395,8069,34418,42889
Hobart,138,49,3121,808,2000,2003,2004,2002,491,821,618,722,40,141,66,107,24,140,23,47,690.0,53291,54314,1556043,6459617,7640941,11276,45368,52150
Milner Bay,137,25,419,698,2013,2010,2011,2011,134,657,695,756,17,124,200,210,8,38,103,109,89.4,6828,6959,363350,1639798,1394099,2652,10142,12597
Port Dalrymple,128,63,2587,3898,2008,2008,2008,2009,589,1018,852,933,40,92,136,151,24,55,70,77,378.7,29237,29798,2110413,5728255,6893605,16488,58819,70773
Risdon,123,61,1455,2335,2010,2011,2010,2010,576,857,851,860,64,89,118,119,20,28,27,26,260.4,20053,20438,1141783,4034900,4975380,9283,42600,52489
Geraldton,119,87,3264,5267,2009,2010,2008,2009,456,797,922,1003,63,87,322,359,46,57,55,59,391.4,30281,30862,1989088,5349234,6414572,16715,64525,76989
Sydney,118,36,1429,1811,2009,2003,2006,2010,596,926,1100,1252,68,338,502,687,52,188,88,93,373.8,28589,29138,1612292,4241794,5011630,13663,39865,49032
Varanus,117,19,663,1039,2012,2010,2007,2007,77,767,1293,1380,15,202,861,504,14,20,30,30,113.1,8593,8758,2231816,5182527,6641165,19075,48692,64690
Woolloomooloo,112,33,3351,362,2002,2000,2004,2003,534,543,568,497,38,72,45,50,11,53,13,26,736.5,56879,57971,1143743,5803091,6655771,10212,46471,50431
Stanley,110,6,18,20,2012,2001,2009,2010,81,739,152,147,11,608,225,134,4,94,95,72,43.3,3251,3313,99786,585114,345584,907,2254,3146
Thevenard,97,37,2852,4574,2000,2008,1998,1999,1208,1036,1199,1199,98,94,118,118,49,53,52,51,329.6,25462,25951,1936974,4798619,6614408,19969,81044,101644
Bunbury,96,88,1492,2345,2010,2011,2012,2012,317,893,668,677,34,140,145,135,100,130,132,136,196.3,15099,15389,985660,2637992,3585880,10267,42270,53047
Okha Fpso,94,19,757,1271,2010,2010,2010,2009,132,974,1051,1146,26,283,420,320,11,47,124,130,139.8,10701,10906,2365462,5428521,6950083,25164,64094,84837
Hay Point,92,79,10088,19126,2009,2010,2010,2010,809,1717,1725,1709,73,160,616,613,246,319,345,344,779.9,60408,61568,4187183,9472417,10884470,45513,151097,178707
Broome,91,46,1059,666,2004,2008,2003,2008,725,1676,920,676,136,241,491,493,20,137,203,218,359.1,27333,27858,4224106,10386634,13383279,46419,124464,161809
Esperance,86,75,2308,2984,2008,2009,2007,2009,627,757,768,771,53,72,81,87,42,60,46,54,295.9,22883,23323,1489021,4507411,5439612,17314,65177,77726
Exmouth,85,29,249,200,2011,2009,2005,2008,220,696,443,512,27,120,96,96,18,113,87,96,104.9,7958,8111,881121,2254744,2867461,10366,28014,36965
Henderson,82,41,558,823,2009,2010,2012,2012,441,1185,748,709,146,360,294,284,52,168,84,65,202.3,15313,15607,890205,2208553,2977041,10856,35060,45502
Dhipirrinjura,81,10,24,36,2011,2008,2011,2011,383,691,466,453,86,192,950,689,15,34,20,17,94.6,7100,7237,133923,1022977,486383,1653,4038,5752
Port Kennedy,74,17,78,23,2003,2007,2010,2003,465,2169,1026,387,50,296,1560,902,2,41,57,30,58.5,4394,4478,144093,410275,384089,1947,4599,5775
Booby Island,70,27,738,1278,2012,2012,2011,2011,153,371,229,221,16,37,35,32,8,18,10,9,67.5,5213,5313,376880,1090632,1269817,5384,21682,26626
Onslow,69,35,7919,7293,2013,2013,2013,2013,249,1756,2022,2068,27,231,586,559,28,40,27,28,885.0,56194,57273,2365046,11967238,10575171,34276,210382,313406
Port Hedland,69,61,11884,22021,2010,2010,2011,2012,1118,2525,4957,5343,100,282,726,745,59,97,122,126,795.8,61547,62728,4984997,12999242,15021323,72246,231825,283207
Kurnell,67,48,2347,3652,2009,2010,2010,2010,603,832,1025,1033,92,154,531,584,33,40,62,67,318.1,24588,25060,1983554,5330596,6021371,29605,92879,112673
Thevenard Island,64,9,490,871,2009,2011,2009,2009,124,1296,1950,2268,24,966,349,314,1,43,141,143,55.8,4268,4350,600439,1353060,1527109,9382,23324,29798
Port Pirie,64,39,825,1221,2008,2010,2009,2009,1036,1083,1042,1040,102,125,159,158,74,89,95,94,177.5,13610,13871,568419,1716666,2459091,8882,41556,53978
Ningaloo Vision,63,12,670,1188,2012,2009,2005,2005,190,1104,1598,1929,23,146,233,238,10,47,37,37,80.0,6126,6244,1063021,2357161,2853227,16873,42360,54827
