Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Hedland,2612,964,935824,1803232,2012,2011,2012,2012,3706,3638,3752,3755,348,370,431,432,66,84,87,87,50834.9,3937512,4013112,332221101,793678416,894663029,127190,387426,466468
Newcastle,1662,929,416249,772856,2010,2010,2010,2010,4505,4650,4786,4807,413,452,510,512,70,92,98,98,28176.3,2182321,2224222,171242460,427594661,493441936,103034,383935,460859
Chermside,1117,452,169896,203003,2008,2008,2008,2008,3867,3460,3405,3506,233,275,309,336,19,44,34,39,18352.0,1421158,1448445,134191653,353313422,397453091,120136,355875,411628
Hay Point,995,787,303826,575309,2011,2011,2011,2011,4118,5057,5194,5212,399,522,711,716,51,86,101,101,20565.7,1592666,1623245,121740338,296840734,339918992,122352,442109,528990
Port Walcott,978,402,367797,711458,2011,2010,2011,2011,3706,3744,3793,3790,346,374,408,407,69,89,99,99,20506.7,1588457,1618956,136619818,307827281,348401061,139693,413010,490925
Gladstone,921,638,314232,446119,2012,2011,2012,2011,4296,4683,4754,4751,360,428,449,486,42,91,86,101,28410.6,1919358,1956210,98235659,371062996,366858194,106662,535767,732799
Dampier,911,526,283508,535840,2010,2010,2010,2010,3679,3522,3633,3630,344,353,371,373,60,89,94,95,17187.1,1311898,1337086,117684546,256848812,291552000,129182,390023,463621
Fremantle,470,190,57936,49078,2007,2007,2006,2006,2372,2980,2698,2545,159,215,211,193,22,31,28,29,6535.7,505694,515403,42185023,121854863,139855182,89755,280782,323752
Port Melbourne,425,216,53670,33477,2008,2007,2007,2007,1752,3629,3392,2768,134,271,320,302,17,34,30,38,4633.5,358637,365523,26047980,99128726,115285840,61289,231680,264477
Withnell Bay,393,138,136676,109638,2006,2009,2006,2006,3632,3248,3788,3654,245,263,303,308,24,58,32,39,14322.9,888745,905809,30791438,182373382,157577736,78350,564045,858168
Darwin,382,144,33747,23039,2005,2007,2007,2008,1839,2271,2922,2892,152,218,244,248,27,43,31,37,3919.5,262101,267133,11407292,53374358,55908337,29862,165414,234467
Kwinana,331,270,46308,80059,2011,2011,2012,2012,4022,4191,4208,4238,361,389,486,491,46,80,85,87,4456.1,344908,351530,32967686,78347492,93006793,99600,335569,411907
Bunbury,305,254,50105,85319,2012,2012,2012,2012,4589,5024,5099,5151,428,490,565,574,72,100,108,110,4355.6,337146,343619,24388518,63118278,77827552,79962,327539,399319
Geraldton,289,256,41489,75170,2011,2011,2011,2011,3841,3900,3969,3987,356,372,414,413,45,73,73,73,3450.6,267144,272273,18244630,51305951,61398545,63130,276985,340313
Abbot Point,285,263,65965,123401,2010,2010,2010,2010,4045,4423,4355,4355,381,432,473,473,70,122,138,138,4884.9,378380,385645,27771730,68593396,79272100,97445,366449,438975
Townsville,280,172,17411,24060,2008,2009,2010,2011,3461,3610,3516,3589,269,317,348,364,32,86,74,81,2500.6,193141,196849,13702779,42972892,54384000,48938,203612,252697
Weipa,277,148,48371,88388,2010,2011,2010,2010,3584,3703,3627,3626,323,334,337,337,72,93,92,92,3697.5,286397,291896,19034123,52863277,60890395,68715,296356,360263
Botany,272,129,23749,33089,2008,2009,2009,2009,1368,3325,2546,2740,99,272,356,384,20,35,39,42,2974.5,230241,234661,22463261,59312013,66284770,82586,254972,310500
Adelaide,266,149,44408,51565,2009,2009,2008,2009,3658,4439,3999,3976,238,368,346,376,24,64,60,63,4758.9,368448,375522,31980280,91563862,105317914,120227,398193,465283
Barrow,193,81,79901,62954,2012,2012,2012,2012,3681,3733,3794,3694,248,259,321,315,25,44,34,36,8255.9,516930,526855,15676815,107638635,90369114,81227,672409,1036937
Brisbane,182,106,11574,12778,2004,2010,2005,2010,1751,3401,1921,3386,161,293,296,405,24,83,46,64,2073.3,160161,163236,10459308,31598368,37472249,57469,206692,244452
Port Kembla,175,164,31208,43747,2010,2010,2010,2011,4611,4639,4458,4868,402,404,464,515,21,52,52,49,2430.5,188162,191774,13658725,42367280,50608671,78050,321347,383436
Portland,170,123,27678,37526,2009,2009,2009,2009,5281,4976,5142,5097,454,451,483,486,83,98,115,117,2372.9,183593,187118,14095634,35182716,45731906,82915,326747,403104
Geelong,168,127,30397,51545,2009,2009,2008,2008,4537,5038,5085,5092,433,474,751,763,56,116,80,74,2542.0,196618,200393,23388664,51690907,59472569,139218,420474,519207
South Trees,165,138,18128,29981,2009,2010,2010,2010,3826,3986,4078,4112,335,369,454,461,62,116,128,129,1938.2,149829,152706,11092853,30474787,39100579,67229,286863,359616
Cape Preston,164,51,35757,64056,2012,2011,2012,2012,3305,3436,3385,3385,324,342,340,341,48,55,60,60,2296.0,177854,181269,14411077,28585809,32917576,87872,248982,287538
Onslow,141,100,39308,35281,2012,2012,2013,2013,3653,3115,4093,3690,259,252,378,349,45,69,61,67,4010.4,252709,257561,10558874,53431534,48256275,74886,478033,705993
Woolloomooloo,125,19,16981,1503,2002,2002,2004,2003,1186,1235,1283,1276,65,72,81,80,8,12,11,11,3299.8,255606,260514,3752068,23897880,27938469,30017,169001,187857
Milner Bay,102,73,10652,18718,2010,2011,2011,2011,3256,3438,3344,3342,306,317,344,343,52,67,75,74,973.2,75385,76832,8200828,17152421,21219908,80400,265822,310452
Albany,95,85,14467,22168,2011,2010,2010,2011,4574,4395,4514,4509,392,396,465,477,80,102,114,116,1226.6,94962,96785,7237923,17750554,22016390,76189,293567,355153
Gove,94,61,16111,29720,2012,2012,2012,2012,3406,3394,3430,3432,308,317,325,325,84,94,97,97,1308.7,101375,103321,6342028,18378844,21000286,67468,298063,362807
Mackay,91,78,9770,15947,2010,2011,2010,2010,3730,3776,3862,3887,307,334,416,429,40,69,82,83,1125.9,87142,88815,7673104,23168198,27914681,84320,329517,402129
Cairns,90,64,4670,6221,2007,2007,2010,2011,2350,2831,2406,3358,214,255,298,339,32,76,64,73,709.1,54765,55817,2876107,12286880,14802953,31957,163168,198797
Henderson,84,81,7023,11094,2011,2011,2012,2012,3634,3877,3897,3893,313,347,413,413,16,82,77,76,796.0,61537,62718,4499159,11868285,16741816,53561,229505,289104
Esperance,80,70,18204,33024,2011,2011,2011,2011,4596,4734,4770,4796,422,465,528,531,74,108,120,115,1273.8,98613,100506,8470680,19374799,23426837,105884,368760,440959
Melbourne,61,43,14948,20840,2006,2007,2008,2009,2221,4509,3679,6377,187,449,652,838,10,48,35,43,1732.7,134187,136763,9093691,22350870,25520167,149077,442121,533695
Useless Loop,48,40,2816,4578,2011,2010,2011,2011,2978,3058,2957,2960,254,269,316,316,56,77,75,74,301.1,23268,23715,1909439,4984153,7334964,39780,173435,221076
Burnie,45,31,8226,10656,2005,2006,2005,2005,5289,4635,4908,5280,476,418,515,525,68,72,91,92,639.8,49520,50471,4033086,10123569,12442198,89624,337710,404579
Whyalla,43,43,17584,33474,2011,2011,2010,2010,5739,5479,5642,5647,580,583,625,625,62,70,67,68,1033.9,80080,81617,7962413,16383178,19244947,185172,551112,644151
