Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,3835,961,149484,270532,2005,2011,2010,2010,552,1243,1272,1321,66,150,481,497,43,92,119,121,12072.6,934384,952324,67929004,164519006,200511591,17713,65003,78680
Ro-Ro,3312,27,6370,3561,2008,2008,2004,2002,225,466,237,243,17,166,32,47,9,32,20,27,2866.9,214108,218218,5612052,25247713,15842058,1694,4052,4982
Container,2851,278,111204,127214,2007,2007,2006,2007,585,615,784,776,43,49,75,74,27,29,31,30,14070.8,1089503,1110421,102509093,260670446,288841797,35955,100604,114846
General cargo,1506,235,15420,20526,2002,2008,2003,2003,510,919,796,767,52,96,135,128,42,74,77,79,2800.6,214606,218727,11270142,37969260,55196871,7483,38193,51855
Service - tug,1402,104,1935,1226,2009,2007,2012,2011,233,1614,724,754,66,847,1251,1206,26,199,440,452,1459.3,109629,111734,31347275,74126869,99251870,22359,57735,77952
Vehicle,1239,240,55190,19497,2007,2007,2008,2007,572,658,755,763,40,46,72,73,12,14,14,14,3408.4,264022,269091,19743077,87045799,100807906,15935,60568,65184
Chemical tanker,1103,165,17324,28532,2012,2011,2012,2012,599,623,850,848,54,61,221,221,27,35,56,57,3194.3,245969,250692,10451831,50626578,59215863,9476,52980,64572
Cruise,1045,56,32448,3395,1998,2000,2000,1999,525,522,598,593,38,38,52,52,10,12,15,15,7662.8,592563,603941,13490270,67069891,77107805,12909,56235,59944
Oil tanker,868,217,26619,46551,2010,2010,2009,2009,535,1031,1132,1150,58,134,353,356,29,48,69,65,4079.4,314648,320690,30734290,64182620,71918650,35408,94872,116349
Ferry-RoPax,847,4,6140,1130,1998,1989,1998,1998,239,323,248,247,12,119,13,13,11,24,9,9,1905.8,146851,149670,7023187,17366018,21309482,8292,17700,16129
Service - other,489,37,1177,774,2009,2007,2008,2003,607,2742,1289,1330,81,265,735,640,41,200,345,202,800.5,60252,61409,5400890,11081441,11940924,11045,24576,27750
Liquefied gas tanker,398,63,36041,29607,2009,2012,2012,2012,547,2748,2553,2417,58,248,627,607,23,36,81,80,4146.6,261979,267009,8063252,52527842,44956664,20259,168109,255678
Ferry-pax only,78,4,22,8,1993,1970,1990,1976,880,1444,1188,1342,48,210,210,322,36,332,343,612,44.9,3373,3438,690481,1406230,1771415,8852,20586,27139
Miscellaneous - fishing,41,2,35,33,1997,1998,2011,2013,160,169,442,445,17,31,3360,3524,19,44,68,55,34.8,2611,2662,235468,522314,593818,5743,13516,16023
