Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Hedland,2728,996,891120,1717575,2012,2011,2012,2012,3435,3212,3435,3439,286,283,331,331,82,93,106,106,39523.0,3061361,3120139,313996572,750137042,845629659,115101,351108,422640
Newcastle,1504,891,386907,718651,2010,2010,2010,2010,4538,4695,4813,4825,408,439,482,483,27,43,71,71,22664.7,1755282,1788983,157639480,398577371,460109770,104813,394209,474214
Port Walcott,1005,407,336986,651474,2011,2010,2011,2011,3462,3345,3379,3376,274,291,318,318,82,92,95,95,15510.0,1201119,1224180,124205248,281771647,318525910,123587,366409,436301
Hay Point,982,784,235760,444805,2011,2011,2011,2011,3866,4073,4088,4090,327,365,397,397,262,287,307,308,15035.0,1164602,1186963,93494297,233501363,267264972,95208,353943,424888
Chermside,980,444,146245,167374,2008,2008,2008,2009,3815,3730,3534,3662,247,301,320,358,22,45,37,44,15887.4,1230235,1253855,106378705,295313416,336330281,108550,338822,395310
Dampier,948,559,264998,491653,2010,2010,2010,2010,3309,3026,3269,3262,286,284,319,318,63,76,80,79,13070.5,990784,1009807,108248094,243673104,272938823,114186,352861,424336
Gladstone,933,671,309364,412674,2012,2011,2011,2011,4076,4437,4902,4660,380,469,495,508,30,46,143,121,26156.3,1752848,1786503,93636382,388003044,377573342,100361,546436,756535
Fremantle,607,305,77617,66555,2007,2008,2007,2007,2497,3067,2939,2812,172,234,224,218,20,42,40,33,8411.9,650881,663378,52617598,154264032,176908766,86685,275114,316808
Botany,491,192,88022,109079,2007,2008,2006,2007,4335,4201,4221,4256,270,316,347,364,33,40,50,49,11079.6,856898,873350,76750840,199017739,221561059,156315,458541,537780
Darwin,397,158,36325,27457,2006,2008,2008,2008,1978,2458,3069,2938,180,233,447,416,24,55,37,40,4071.8,276555,281865,13632691,61059428,64676229,34339,186189,262303
Port Melbourne,391,184,61884,73091,2007,2008,2007,2007,4671,4050,4236,4177,287,308,328,321,31,50,43,47,8151.6,631066,643183,54665825,150945735,172347523,139810,433147,502594
Withnell Bay,390,134,135537,105669,2006,2009,2005,2006,3644,3226,3849,3733,287,282,348,343,26,44,65,66,11826.4,746553,760887,27021057,176027695,150877143,69285,552991,846520
Townsville,351,224,29514,30356,2009,2010,2010,2011,3290,3510,3302,3293,244,298,315,361,41,64,51,72,2997.0,231585,236032,18822694,55538673,69865574,53626,199054,240892
Kwinana,349,288,42331,72834,2011,2011,2012,2012,2864,3517,3580,3590,300,356,456,459,84,114,123,125,4307.7,333364,339764,30828424,73773322,88011749,88334,293075,362741
Bunbury,306,253,35179,59276,2012,2012,2011,2011,3215,3314,3522,3503,283,297,374,374,83,99,102,100,2699.7,208995,213007,16865472,45882634,56128258,55116,231888,282218
Abbot Point,292,262,61987,116235,2010,2011,2010,2010,3800,3860,3872,3873,319,355,371,371,163,194,194,194,3925.5,304079,309918,25674505,62927713,72480455,87926,324617,388486
Geraldton,264,238,27026,48794,2011,2011,2011,2011,2531,2763,2862,2879,264,287,335,337,50,74,74,74,1999.2,154769,157740,11849639,33087177,39895649,44885,196519,241461
Weipa,261,138,40909,75000,2010,2011,2010,2010,3365,3074,3219,3219,312,313,329,329,32,37,33,33,2614.7,202532,206421,15857157,44347454,50966476,60755,263416,320432
Geelong,192,145,34093,58490,2009,2009,2008,2008,4591,4894,4826,4831,426,463,503,507,78,96,99,99,3271.2,253130,257991,26462597,60760349,70389645,137826,427331,529342
Barrow,177,70,75490,58012,2012,2013,2012,2012,3663,3982,3821,3760,268,317,350,350,24,42,82,82,6749.4,422614,430728,13858891,100434365,83715704,78299,685242,1061569
South Trees,165,146,30596,51835,2011,2011,2012,2012,4026,4860,5109,5202,344,426,698,735,133,149,149,152,2614.7,198577,202389,14182766,42607001,50299893,85956,366199,450000
Cape Preston,164,51,32449,58153,2012,2011,2012,2012,3345,3185,3072,3073,288,288,295,295,153,153,154,154,1818.5,140862,143567,13082975,25951386,29883943,79774,226036,261039
Port Kembla,158,153,31597,54608,2011,2011,2011,2011,4625,4590,4875,4999,428,453,574,596,66,89,101,105,2213.8,171399,174690,15041542,38076824,45597041,95200,354822,424897
Mooloolaba,138,109,14892,16113,2009,2009,2008,2009,3833,3501,3402,3537,272,270,294,316,16,38,34,45,1498.0,115719,117941,9796668,31003110,36772480,70990,256647,308243
Woolloomooloo,132,24,19649,1764,2002,2002,2003,2003,1386,1603,1418,1437,86,108,100,111,10,49,21,31,3854.1,298489,304220,4992236,28734453,33080512,37820,192451,209462
Brisbane,130,70,10354,9395,2001,2008,2001,2008,1766,4243,2148,4200,136,392,327,508,22,87,47,57,2053.4,158736,161784,7598681,26468543,30391991,58451,227867,263007
Portland,128,87,23553,31943,2009,2009,2009,2009,5158,5239,5249,5295,418,431,464,472,94,105,117,119,1797.7,139101,141771,10775754,26641330,33597993,84186,329945,403161
Onslow,125,89,30861,27270,2012,2011,2013,2012,2763,2633,3612,3245,244,248,376,356,34,39,30,32,2734.4,173377,176706,7925157,41961925,37540498,63401,422428,627589
Milner Bay,109,79,9148,16150,2010,2011,2010,2010,2778,2657,2695,2696,234,242,268,268,100,114,114,113,693.6,53721,54753,7212335,14468623,18072989,66168,214091,250155
Albany,105,92,13475,20474,2011,2011,2011,2011,3418,3339,3617,3518,304,285,327,322,87,113,105,109,925.2,71651,73027,6263221,14968855,18161623,59650,226865,272100
Henderson,95,86,7140,11446,2010,2010,2010,2010,2553,3280,3467,3514,400,433,511,515,73,84,76,74,835.3,64453,65690,4203451,12456046,16534232,44247,198979,250637
Gove,95,64,15050,27773,2011,2011,2011,2011,3238,3007,3078,3080,269,269,282,282,110,121,123,123,1017.7,78835,80348,5708256,16238213,18560094,60087,264639,322333
Esperance,87,80,15407,28007,2010,2010,2010,2010,3327,3723,3886,3899,321,337,380,381,72,90,102,103,977.5,75699,77153,7744446,18385391,22029362,89017,309626,368756
Adelaide,83,77,10148,15004,2010,2011,2011,2011,4146,4350,4412,4352,383,400,424,431,68,97,96,107,982.2,75969,77428,5882953,17335940,21485508,70879,298577,365606
Cairns,70,49,2435,2896,2006,2006,2006,2010,1405,2378,2046,2843,170,246,292,362,31,58,31,33,393.3,30276,30858,1851489,6136622,8137071,26450,109866,137082
Kurnell,54,48,15976,27470,2011,2011,2011,2012,4790,5705,5981,6037,418,503,619,627,42,61,71,73,1536.4,118980,121265,14505311,33161516,37243307,268617,729950,899330
Lake Macquarie,54,53,15086,28080,2011,2011,2012,2012,4476,4661,4703,4704,388,408,422,421,30,49,48,48,863.8,66911,68196,6219326,15152788,17497669,115173,411993,493688
Melbourne,53,39,17173,26958,2006,2008,2008,2009,2569,5414,4756,7329,221,470,698,825,63,153,207,244,2074.2,160663,163748,11551731,26063839,29470700,217957,611141,738526
Port Alma,50,41,2409,3200,2009,2010,2010,2009,4143,4837,4853,4805,327,398,541,540,70,90,116,110,574.4,44247,45096,1831024,5935239,8291703,36620,174874,229564
Port Dalrymple,50,40,8312,12139,2008,2009,2007,2008,5100,4775,4946,4965,430,427,458,460,79,131,96,98,627.7,48525,49457,4213105,10522289,13012327,84262,324204,393156
Tea Gardens,45,44,11812,22125,2009,2008,2008,2008,4553,4526,4593,4597,387,403,428,427,10,13,14,14,660.3,51147,52129,4970422,11728160,13522880,110454,391988,466340
Pyrmont,44,17,3838,491,1997,1997,1997,1997,1392,1481,1424,1507,89,110,99,129,10,18,19,21,917.1,71015,72378,2359884,9877252,10706582,53634,199861,200468
Useless Loop,42,34,1720,2796,2011,2011,2011,2011,1972,2023,2072,2076,188,235,268,268,35,38,38,38,159.1,12283,12519,1169109,3024902,4443245,27836,120289,152986
Whyalla,40,40,12662,23753,2011,2011,2010,2010,5138,4959,5019,5020,431,431,468,469,266,279,267,266,713.7,55225,56285,5805373,12343317,14689917,145134,449818,532036
Mackay,38,34,3085,4769,2008,2009,2009,2009,3522,3903,3944,4101,290,330,440,448,55,73,91,93,353.7,27322,27847,2255820,6037377,8084492,59364,235757,296054
Cape Cuvier,37,32,2619,4642,2012,2012,2013,2013,2084,2142,2289,2300,191,189,217,218,39,46,45,46,184.3,14274,14549,1380229,3377175,4131307,37303,145404,175360
Burnie,36,23,6379,8053,2005,2006,2005,2006,4982,4230,4550,4823,436,403,441,449,70,86,75,76,418.8,32421,33043,2843698,6787864,8430843,78992,292125,349047
Cape Flattery Harbor,36,11,3959,6999,2014,2012,2014,2014,3522,3394,3394,3393,304,301,317,317,47,132,75,73,311.8,24147,24610,3132324,6241836,7730395,87009,277284,323565
