Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
China,6083,2205,1847115,3331244,2011,2011,2011,2011,3813,4000,3833,3806,357,384,387,392,63,83,91,93,120244.7,9057459,9231362,707088705,1772042369,1975326674,116240,393478,482355
Japan,2719,1143,759209,1098962,2009,2010,2009,2010,4235,4342,4215,4204,375,393,388,409,54,76,75,90,57635.3,4141723,4221244,272229653,875559394,935117793,100121,418274,538474
Singapore,1509,1057,227846,346424,2010,2010,2010,2010,3729,3629,3439,3583,310,340,343,366,16,33,28,26,22622.6,1723303,1756391,139008455,389563813,439817704,92120,330308,400909
New Zealand,1120,479,61937,61553,2008,2009,2008,2009,1432,1661,1504,1547,103,138,117,130,24,51,36,45,8810.8,681567,694653,45064624,142020111,165994300,40236,142085,167076
Indonesia,807,503,76458,125548,2007,2009,2010,2010,1903,2852,2892,3050,184,282,455,486,31,82,68,71,7304.6,565014,575862,48500931,123063963,145729306,60100,199913,242896
"Taiwan, Province of China",795,419,167565,271768,2010,2010,2010,2010,3826,3873,3758,3746,307,334,333,342,47,70,75,82,14097.4,1064032,1084461,80266829,224583473,251596580,100965,375857,461914
"Korea, Republic of",603,424,236442,393422,2010,2010,2011,2011,4750,5070,5579,5659,386,431,665,706,62,97,91,99,16507.2,1220367,1243798,90656841,250596431,276200649,150343,530056,660420
Malaysia,540,408,103038,168645,2010,2010,2010,2011,4006,3833,3902,3946,274,342,403,423,25,83,64,68,9482.7,719876,733698,59553509,160374990,179352252,110284,375451,458384
New Caledonia,295,77,17211,5106,2002,2007,2001,2007,1050,1145,1102,1043,66,109,80,89,9,57,20,69,3461.8,267948,273093,7873974,33610310,37508472,26691,107660,115863
Papua New Guinea,231,124,8888,10335,2007,2007,2009,2011,1195,1397,1504,1615,95,130,196,194,38,80,64,77,1468.7,111391,113530,6616846,21777879,24600734,28644,105719,130512
United Arab Emirates,177,149,38715,67996,2012,2012,2012,2012,5121,5505,5560,5576,487,520,555,559,19,54,62,62,3156.5,242682,247341,25337892,61014988,71332858,143152,473515,591692
Philippines,157,143,18206,30439,2010,2010,2011,2011,2868,3059,3078,3012,239,278,328,326,48,116,100,98,1624.2,124021,126403,9474649,25046903,30043553,60348,230390,286662
Viet Nam,145,99,15560,24937,2010,2010,2011,2012,3768,4067,4063,4193,297,356,382,399,43,106,119,130,1590.7,123023,125385,8817770,22895622,28702523,60812,229509,284117
Thailand,129,110,29623,39910,2008,2008,2009,2010,4618,4351,4395,4440,339,354,388,422,39,56,61,75,2095.4,161631,164734,15766889,42608911,48782727,122224,379343,451481
Hong Kong,122,119,26548,47040,2010,2010,2010,2010,4170,4230,4197,4220,371,399,415,420,8,13,14,13,1970.9,150382,153270,11898434,30807733,35133531,97528,366458,445538
South Africa,107,106,29672,53083,2012,2011,2012,2011,5281,5975,6953,7026,506,564,832,850,33,88,95,96,2207.8,169401,172653,15212312,37131761,43245505,142171,505689,621410
India,91,76,21340,30768,2012,2012,2013,2012,3877,4429,4320,4518,328,424,416,462,70,122,84,97,1802.4,133631,136197,8956717,29179154,31237281,98425,430765,573328
Sri Lanka,54,54,9229,15399,2011,2011,2010,2011,4479,4268,4365,4481,389,389,430,445,10,18,19,18,783.6,60111,61266,6985565,15287698,18265968,129362,392644,485938
Brazil,52,52,24533,46166,2011,2011,2011,2011,9099,9203,9177,9177,880,892,889,889,196,300,353,355,1740.1,134773,137360,10590133,26858969,30744229,203656,764524,922664
Spain,50,50,30324,56765,2013,2013,2012,2012,11330,10909,11349,11393,1054,1027,1095,1098,8,21,25,26,1950.1,151047,153947,13721774,31686822,37021770,274435,947563,1130469
Netherlands,48,47,47952,92195,2012,2012,2012,2012,13886,12776,13561,13611,1384,1375,1520,1524,90,125,124,124,2662.1,205790,209741,20177584,43267918,49847529,420366,1296129,1520858
United States of America,42,42,15210,20418,2012,2012,2013,2013,8964,8974,10011,9530,836,781,861,863,69,115,86,101,1454.4,105688,107717,6995284,23788469,25812959,166554,754144,982080
Vanuatu,40,22,3571,608,2004,2004,2001,2006,1448,1435,1612,1387,106,138,104,109,14,83,25,110,742.0,57441,58544,864223,5497517,6733412,21606,129398,151577
Timor-Leste,40,9,1259,1113,2007,2006,2013,2013,469,2270,3335,2694,44,144,36,43,32,143,873,806,184.7,11995,12225,576432,2671254,2791023,14411,81692,116810
Russian Federation,40,31,11087,17410,2011,2011,2009,2009,4767,6434,7388,7231,434,588,849,868,83,163,123,132,1076.8,78133,79633,5425349,14496118,16270263,135634,518119,656384
Fiji,39,25,1365,1130,2006,2003,2005,2010,2203,2120,2029,2230,194,226,166,206,32,301,71,111,349.3,26931,27448,810268,2719019,3333708,20776,91700,111735
Canada,38,38,15904,29315,2013,2013,2012,2012,6814,8450,9109,9178,707,780,931,938,178,188,148,146,1142.1,88261,89956,7954287,17148953,20305189,209323,675202,799789
Mozambique,21,19,3396,6109,2013,2013,2013,2013,4409,4431,4426,4426,398,446,445,445,209,227,229,230,298.8,23148,23593,1488833,3940093,4588279,70897,294469,355816
Chile,19,19,4422,7878,2010,2010,2011,2011,7164,7109,6992,6972,663,699,667,659,80,115,121,123,367.2,28383,28928,2779682,6509579,7782387,146299,526343,622965
Solomon Islands,15,9,254,382,2008,2013,2012,2013,1234,1383,1253,1244,138,135,133,130,48,62,58,59,35.6,2748,2800,228327,875533,1130884,15222,76873,96341
Iraq,14,14,3768,7051,2007,2007,2008,2007,6856,6525,6527,6526,741,827,831,826,219,194,201,200,300.5,23278,23725,1436177,4215592,4815812,102584,468762,572890
Bahrain,14,12,3037,5580,2011,2011,2011,2011,5355,5361,5374,5374,529,557,576,576,132,158,160,160,278.8,21587,22001,1166397,3470043,4043055,83314,387241,477228
United Kingdom of Great Britain and Northern Ireland,14,8,3637,6768,2015,2014,2013,2012,1324,6529,5893,6419,157,676,1109,1130,34,49,85,81,226.5,17518,17854,1453158,3963079,4551751,103797,402238,480506
Uruguay,13,9,1901,3544,2010,2008,2010,2010,240,5354,7161,7220,269,482,718,721,9,55,76,74,138.2,10695,10901,790286,2421167,2943335,60791,293249,367939
Turkey,12,10,5677,9604,2003,2006,2006,2007,7460,8425,8485,8687,663,778,858,912,70,52,62,61,421.1,32593,33218,2337289,5489172,6569613,194774,696988,850029
Kuwait,12,8,2176,2522,1994,2000,1994,2001,5650,5159,5471,5554,478,552,630,608,56,110,93,126,249.3,19251,19621,654931,1968558,2489069,54578,259650,328821
Argentina,11,11,4082,7405,2010,2010,2010,2010,8395,8146,7986,8008,821,813,818,826,188,179,177,183,349.9,27104,27624,1674326,4960366,5444244,152211,670879,843528
Nigeria,11,7,2198,4008,1995,2004,2010,2009,160,4435,7183,7372,60,428,807,808,9,19,30,32,129.8,10056,10249,1622216,3171277,3579098,147474,386624,470018
Christmas Island,11,7,88,133,2011,2011,2011,2011,1462,1941,1517,1450,130,181,174,143,26,32,28,21,23.7,1807,1841,203695,575680,729457,18518,59685,74609
Israel,10,5,1375,840,2001,1996,1996,1996,6442,6508,6546,6546,440,446,442,444,35,45,56,57,209.3,16177,16487,736502,2303254,3247115,73650,334388,434089
Oman,10,10,2471,2767,2002,2002,2000,2002,4843,5728,6416,5626,365,449,557,536,40,66,64,91,253.4,17721,18061,885101,3313990,3681542,88510,445054,610500
Cocos (Keeling) Islands,9,3,116,188,2010,2013,2013,2014,1595,1974,1655,1653,144,173,145,144,24,9,15,11,16.9,1281,1306,186264,534403,742111,20696,71281,99277
Egypt,9,9,2168,3752,2010,2010,2011,2011,6624,7381,6994,6944,630,642,621,616,79,208,215,215,190.8,14765,15049,1223029,2734736,3658819,135892,483062,587967
Qatar,8,8,1400,2382,2008,2008,2009,2009,5465,5394,5448,5452,581,545,614,624,102,139,141,143,142.9,11061,11274,1266333,2398376,3192245,158292,459262,574024
France,8,8,4232,8085,2009,2009,2008,2008,12816,9856,10642,10815,1228,1030,1401,1404,52,91,144,147,289.2,22377,22807,2006305,4496256,5408362,250788,815672,973754
Germany,7,7,3741,6976,2012,2012,2012,2012,11783,12168,12209,12214,1079,1175,1188,1187,73,100,99,99,300.0,23179,23624,1420905,4170764,4764602,202986,927555,1133595
Saudi Arabia,7,6,942,1340,2009,2009,2008,2007,5635,5084,4913,4679,455,448,476,487,57,106,134,155,103.3,7975,8128,643440,1915013,2329320,91920,489161,640519
Belgium,7,7,2738,4937,2009,2009,2010,2010,11610,11832,11803,11797,1061,1058,1067,1068,129,122,128,129,234.2,18108,18455,1099220,3249023,3934847,157031,732422,909038
Panama,7,7,2506,3138,2008,2008,2009,2009,8581,8991,10155,9603,713,719,726,724,43,63,87,79,284.4,19566,19942,938647,3860237,4054103,134092,752340,1031470
Peru,6,6,5549,7261,2010,2010,2009,2010,11348,11238,12751,12102,866,860,1015,984,45,63,80,60,497.9,32540,33165,1728995,7670228,7281037,288166,1545126,2203880
Gabon,6,6,2584,4788,2010,2010,2013,2013,7703,6614,7379,7406,772,658,799,800,54,58,59,59,172.1,13333,13589,2269400,4668690,5165148,378233,943187,1169711
Djibouti,6,6,867,1486,2012,2012,2012,2012,5309,5524,5566,5586,510,532,529,526,50,51,54,54,77.4,5991,6106,453209,1214789,1639773,75535,330154,412701
Mexico,6,6,1569,2718,2010,2010,2010,2009,7290,8935,8797,8695,742,781,825,816,148,131,142,142,163.6,12672,12915,902393,2638224,3151930,150399,631920,752989
Angola,6,6,2497,4606,2005,2005,2006,2006,7256,7535,7711,7722,720,691,741,743,37,87,96,96,205.7,15931,16237,2173899,4523373,5048295,362316,922416,1147990
Denmark,6,6,5332,9970,2015,2015,2014,2014,14344,14166,14048,14031,1216,1217,1196,1195,10,10,11,11,354.8,27431,27957,2135705,5212912,5975281,355951,1305470,1560204
Venezuela (Bolivarian Republic of),4,2,28,38,2010,2010,2006,2005,2289,2969,3481,3560,202,185,281,282,102,144,319,327,16.2,1214,1237,205191,126217,174749,51298,133043,171417
Yemen,4,3,622,1069,2010,2010,2010,2010,5341,5370,5501,5502,511,522,568,568,100,100,99,99,52.7,4080,4158,471911,981259,1268758,117978,399154,473409
