Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,10988,3878,2758652,5190402,2011,2011,2011,2011,3665,3773,3718,3711,317,354,381,380,69,103,114,115,147159.7,11398079,11616922,1091792980,2588583481,2991889383,99362,334081,400218
Container,1622,321,231627,271149,2007,2007,2007,2007,2600,3239,3340,3321,198,208,250,249,23,33,33,32,31487.4,2438290,2485105,217154628,568144354,632309528,133881,385024,442117
Liquefied gas tanker,1025,233,444923,343715,2010,2010,2010,2010,3884,4533,4404,4405,289,353,414,414,26,45,114,115,42486.5,2636373,2686991,81941042,599829318,500185007,79942,713158,1104643
General cargo,923,313,41460,49033,2006,2008,2006,2008,2733,3720,3466,3485,238,340,388,394,41,93,110,98,6575.0,506346,516068,29313760,97229016,140592791,31759,157861,212918
Oil tanker,640,313,127918,228281,2010,2009,2010,2010,4146,4583,4571,4604,372,436,559,564,49,72,89,90,13446.8,1040983,1060970,130032882,266525627,298876705,203176,525744,648833
Chemical tanker,507,231,48646,80286,2012,2011,2012,2012,3973,4408,4132,4145,331,388,447,449,34,56,64,64,6760.1,521400,531411,21596302,125749251,145786776,42596,289374,353565
Vehicle,460,241,94946,32332,2007,2007,2007,2007,3866,3570,3602,3565,239,231,275,280,12,16,17,17,5987.9,463815,472720,32740638,144351109,167173297,71175,270537,291157
Cruise,329,57,37407,3600,1999,2000,2001,2000,1314,1307,1415,1407,86,93,95,95,9,39,19,19,7980.3,618017,629882,12433682,65576725,74513605,37792,175077,186211
Service - tug,68,40,195,137,2005,2010,2012,2011,1287,2046,2051,1975,194,591,706,702,26,192,296,277,159.3,12013,12244,3491536,8256431,11054915,51346,132585,179012
Service - other,54,24,479,373,2007,1999,1995,1996,477,3374,3196,3158,78,393,601,542,50,258,502,380,267.9,20524,20918,2604318,5343490,5757934,48228,107316,121175
Ro-Ro,10,8,160,99,2007,2010,2013,2012,2040,4055,4673,3987,453,610,494,536,106,593,206,296,133.3,10066,10259,199881,1151531,628297,19988,48182,63005
Ferry-RoPax,8,7,205,55,1995,1994,1999,1998,778,4944,4509,4114,56,324,689,645,58,318,571,488,91.6,6967,7101,397962,963685,1197104,49745,106995,106931
Miscellaneous - fishing,7,7,62,37,1997,1997,1997,1998,4495,5380,4660,4825,522,1191,1573,1611,44,50,35,36,40.1,3019,3076,258600,573624,652153,36943,86943,103066
Refrigerated bulk,5,4,67,72,1995,2000,2006,2006,3535,3465,3403,3403,303,355,389,389,50,72,90,90,39.6,3005,3063,213364,466210,525142,42673,90935,98183
Ferry-pax only,1,1,14,2,2017,2017,2017,2017,41794,41794,41794,41794,5384,5384,5384,5384,22,22,22,22,18.4,1379,1406,160759,327401,412424,160759,373837,492841
