Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,10787,3848,2994724,5635843,2011,2011,2011,2011,3921,4357,4124,4120,372,421,477,477,66,86,97,97,188319.8,14585763,14865810,1188634458,2815916943,3254349215,110191,370612,443851
Container,1645,319,192459,224547,2007,2007,2007,2007,2320,2565,2737,2715,140,169,213,212,19,22,21,21,25176.8,1949426,1986855,179979660,477835676,531328613,109410,318383,366276
Liquefied gas tanker,1014,233,418565,323882,2010,2010,2010,2011,3856,4160,4186,4189,262,291,325,325,24,37,36,37,45821.1,2802053,2855853,77260016,565263603,471386885,76193,679215,1051948
General cargo,908,302,40833,47981,2006,2008,2006,2007,2849,3516,3476,3474,242,307,372,379,33,64,68,70,6567.5,506072,515788,29639345,97756391,141140881,32642,160505,216186
Oil tanker,657,314,121476,216274,2010,2009,2010,2010,4011,4312,4244,4266,350,413,535,540,35,56,60,60,11206.6,867491,884147,125563743,256944561,288667400,191117,495162,611141
Chemical tanker,506,233,39587,65203,2012,2011,2012,2012,3454,3367,3365,3369,294,300,371,371,37,53,61,61,5210.4,402294,410019,18401189,103897545,120571870,36366,239186,292017
Vehicle,461,243,99808,34580,2007,2007,2007,2007,4264,3923,3785,3803,265,266,312,310,13,28,36,36,6015.8,466000,474947,35016594,154385634,178794299,75958,288716,310722
Cruise,325,55,34000,3267,1999,2000,2001,2001,1166,1254,1293,1283,65,84,88,89,8,15,12,12,7258.7,562182,572975,10855383,58551047,66793431,33401,158365,169468
Service - tug,58,33,109,84,2001,2006,2009,2009,1063,2122,1580,1587,206,752,687,629,49,319,358,362,117.7,8864,9034,2145300,5072990,6792459,36988,95509,128954
Service - other,54,24,860,908,2006,1998,2000,2001,219,4204,5000,5531,113,552,1260,1262,27,166,162,208,353.2,27061,27581,6335697,12999459,14007704,117328,261074,294789
Ferry-RoPax,10,9,63,18,1992,1991,1995,1996,1382,2438,1346,1285,78,231,167,110,21,587,150,134,51.8,3917,3992,170230,398820,505230,17023,37038,41949
Ro-Ro,7,5,37,23,2004,2008,2012,2010,659,1697,1219,1091,87,1058,141,148,175,230,176,226,63.3,4764,4856,47190,276251,149448,6741,16260,21355
Miscellaneous - fishing,4,4,29,21,1999,1999,1998,1998,4661,4666,5249,5147,438,552,596,607,8,12,6,7,19.0,1436,1464,146578,325139,369650,36645,86241,102234
Refrigerated bulk,4,4,88,95,2000,2000,2008,2008,6012,4545,5160,5161,1672,1427,1827,1827,128,180,85,85,104.9,7918,8070,282218,616660,694610,70555,150351,162334
Ferry-pax only,1,1,0,0,2017,2017,2017,2017,1364,1364,1364,1364,99,99,99,99,99,99,99,99,0.7,54,55,5246,10684,13458,5246,12199,16082
