int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Beirut,1843,630,1996,1997,2010,2011,103762802000,99752305061,458,1339,1866,1719,10184,787155
Tripoli,512,248,1987,1991,2000,2002,5307394960,7246520068,662,1193,1265,1363,1108,84795
Dora,104,68,2007,2007,2007,2007,1357077803,2043721852,690,793,755,767,351,27078
Chekka,146,90,2000,2001,2006,2006,1970168747,3137261939,729,1148,1249,1264,304,23429
Dbaiyeh,56,49,2003,2003,2007,2007,1729851388,2761135987,791,1207,1253,1316,386,29824
Zahrani,172,106,1992,1996,2005,2005,2870281360,4728746112,521,1157,1673,1751,512,39484
Amchit,25,17,2007,2008,2007,2007,509317085,811603074,689,827,815,815,97,7527
Zouk,14,14,2008,2008,2008,2008,1049968422,1744337861,2129,2450,2551,2565,179,13851
Sayda,1,1,1988,1988,1988,1988,49904325,13598053,3537,3537,3537,3537,7,566
Bekaa,2,2,2002,2002,2004,2004,44383134,69395898,951,951,921,1181,7,508
