int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,1053,338,1983,1986,1985,1986,2901968862,3432433336,488,714,775,737,808,61331
Vehicle,153,92,2006,2008,2007,2007,5261642352,1797763945,682,637,653,656,344,26589
Bulk carrier,192,129,2001,2002,2005,2005,2528697771,4178760390,653,802,754,745,316,24322
Container,945,181,2004,2006,2010,2009,30062175323,33413056614,343,661,686,667,3128,241663
Chemical tanker,243,145,2006,2006,2008,2008,4353347180,6905282783,780,954,866,869,933,72024
Ro-Ro,131,16,1984,1996,1991,1990,709392399,429058398,386,655,609,590,231,17629
Oil tanker,68,48,2005,2005,2005,2005,1706673588,2828307239,828,1003,1027,1016,352,27104
Liquefied gas tanker,54,15,2006,2007,2007,2007,142905832,162739820,167,335,383,383,54,4090
Service - tug,7,6,1989,1992,1981,1980,6135582,5351155,609,1713,1125,1134,16,1229
Cruise,18,2,1988,1982,1989,1989,83073027,13109962,595,367,583,571,66,4972
Refrigerated bulk,1,1,1994,1994,1994,1994,41832,47458,4,4,4,4,6,461
Offshore,5,2,1986,1998,1997,1995,1138058,1385183,156,176,182,186,2,181
Service - other,3,2,1991,1990,1991,1991,17210279,7486118,1454,1323,1267,1297,7,516
Ferry-pax only,1,1,1964,1964,1964,1964,118242,20292,130,130,130,130,0,33
Ferry-RoPax,1,1,1980,1980,1980,1980,110138,19373,64,64,64,64,0,25
