port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Toamasina - Toliara,6,4,2008,2005,2002,2002,51979277,80972425,791,810,823,827,18,1391
Majunga - Diego Suarez,31,14,2006,2004,2002,2003,134992433,182606973,363,470,395,393,73,5482
Diego Suarez - Toamasina,25,8,2008,2001,2000,2006,195242463,103539937,426,688,440,470,71,5418
Nosy-Be - Diego Suarez,41,15,2001,1999,2000,2005,185562260,52553840,185,218,184,198,66,5098
Ehola - Toliara,47,6,2009,2005,2009,2010,82016408,117051038,333,376,337,336,34,2597
Toliara - Majunga,24,8,2009,2008,2009,2010,122225018,180034750,643,663,652,649,33,2502
Ehola - Majunga,4,3,2010,2011,2010,2010,24339111,36310763,1006,1055,1028,1028,7,556
Majunga - Nosy-Be,22,8,2005,2001,2008,2010,25550827,33703958,206,206,203,202,19,1446
Toamasina - Manakara,1,1,1997,1997,1997,1997,13882188,22689350,736,736,736,736,4,307
Manakara - Ehola,1,1,1997,1997,1997,1997,3869925,6325089,205,205,205,205,0,27
Ehola - Toamasina,10,5,2008,2006,2012,2012,141033051,203462822,516,689,2627,2542,48,3697
Toamasina - Majunga,17,7,2010,2003,2009,2010,67040118,93456667,759,749,766,766,37,2782
Nosy-Be - Toamasina,11,4,2005,2008,2010,2011,93582879,28114072,562,563,570,600,33,2522
Nosy-Be - Toliara,3,2,2012,2011,2012,2012,11404103,15614984,771,784,776,775,6,436
Majunga - Morondava,5,2,1990,1985,2001,2008,11332140,13241517,517,468,528,557,5,378
Morondava - Toliara,4,2,1967,1974,1972,1971,3123290,645856,231,241,240,238,2,161
Diego Suarez - Maroantsetra,5,2,1977,1974,1982,1981,7091852,1350130,321,318,340,338,3,252
Toamasina - Antalaha,2,1,2010,2010,2010,2010,1152236,653932,2142,2142,2142,2142,9,642
Diego Suarez - Toliara,1,1,2009,2009,2009,2009,16265981,24930509,784,784,784,784,2,133
Toamasina - Maroantsetra,150,3,1996,1995,1996,1996,22304746,26107418,183,187,292,267,71,5339
Maroantsetra - Nosy-Be,2,1,1995,1995,1995,1995,419408,611525,451,451,451,451,1,88
