int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Haifa,2470,702,2000,2002,2005,2005,57713557247,66736229934,610,999,1191,1215,8846,681661
Ashdod,1708,585,2000,2003,2007,2007,33154068935,38510038679,630,1159,916,997,4799,369590
Eilat,264,193,2005,2006,2006,2007,21954764308,21358366425,1389,2124,2389,2026,2054,156423
Caesarea,28,11,2006,2001,2010,2010,127537135,198693228,186,465,443,458,42,3187
Ashkelon,97,53,2007,2008,2009,2009,4370806695,8075897611,474,1137,1178,1215,509,39336
Hadera,51,41,2011,2011,2011,2011,8852944343,15320421262,2007,2613,2393,2378,575,42413
Akko,13,13,2004,2004,2006,2007,423752796,505981419,803,727,810,804,58,4497
Binyamina-Giv'At Ada,21,8,2006,1997,2005,2003,61923400,71173018,171,287,210,236,14,1031
Ofra,1,1,2012,2012,2012,2012,117884779,208343787,3712,3712,3712,3712,9,686
Karmei Yosef,1,1,2013,2013,2013,2013,155509,89023,894,894,894,894,1,68
Acre,2,2,1986,1986,2000,2000,67234047,108231614,1586,1586,2825,2835,19,1417
Magshimim,1,1,2007,2007,2007,2007,15151266,23981356,512,512,512,512,4,335
Gush Halav,7,2,1987,1986,1986,1986,18256787,5158778,147,731,203,209,5,386
Tiberias,1,1,1993,1993,1993,1993,109704672,138965226,5975,5975,5975,5975,19,1458
Kfar Vitkin,2,2,1995,1995,2004,2003,25686131,21902044,276,276,262,263,20,1522
