int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Lengeh,799,152,2004,2002,2001,2002,3986205425,6372029510,117,947,1276,1177,832,63319
Bushehr,569,165,1994,1997,2004,2004,6173643498,10929339549,281,1209,1737,2040,1076,82046
Asaluyeh,785,260,2002,2001,2007,2008,25201703052,43031919302,254,1361,2359,2524,2452,188990
Rajaei,1353,529,2002,2004,2007,2007,53043299725,69649499692,307,1457,1538,1535,6297,486240
Tombak,534,118,2005,1999,2007,2007,6980984522,13153323794,114,1079,1886,1986,810,62114
Hormuz,33,31,2003,2002,2011,2012,3670147575,6864425320,566,1945,3364,3512,253,19505
Queshm,562,304,2001,2002,2006,2006,14942887262,22032929871,270,1005,1440,1441,2137,164720
Kish,722,337,2000,2002,2007,2008,25995937369,42646085338,172,1141,1976,1902,2863,211546
Lavan,705,271,2000,2001,2006,2006,10785224984,19339348146,178,912,1217,1245,1237,95051
Khark,508,299,2004,2004,2008,2008,155346800891,296339686354,1801,2774,3692,3705,11085,858308
Abu Musa,541,350,2004,2004,2009,2009,20874744870,34052406458,163,840,1905,1925,2126,158096
Sirri,556,296,2002,2000,2005,2005,8225606761,15097543698,206,713,1522,1672,902,69303
Jask,189,146,2004,2004,2005,2005,19058307363,33924229850,1234,2094,2762,2893,1702,131656
Hengam,223,169,2001,2003,2006,2005,7785196959,13122255595,358,1089,1747,1843,870,67022
Bandar Imam Khomeini,271,192,2004,2005,2008,2008,7561938709,13384918859,601,938,1030,1032,781,60340
Chabahar,110,59,2002,2002,2002,2003,2247597962,3584605613,573,1310,980,920,317,24340
Astara,98,26,1988,1989,1984,1984,72669647,98538631,179,731,462,447,29,2155
Anzali,373,118,1988,1989,1990,1990,426571731,550651134,421,448,451,454,147,11092
Nowshahr,145,71,1989,1990,1991,1991,197362841,239125223,449,550,509,514,59,4465
Soroosh,415,271,2003,2003,2008,2008,30301091730,57066623822,263,1074,2167,2262,2261,174718
Bandar Abbas,493,106,2002,2001,2003,2006,841533449,1177739990,136,492,500,709,732,55649
Amirabad,717,143,1994,1991,1997,1997,1347004455,1610861947,427,509,535,530,422,31815
Abadan,111,51,1993,1992,2004,2005,308783604,544762929,333,541,1526,1752,66,5022
Khorramshahr,135,46,1992,1992,1996,1997,76296003,92880610,180,348,401,384,85,6369
Bandar Khomeyni,356,175,1998,2001,2003,2004,6357645322,10501054284,493,1025,1191,1186,920,70870
Bandar Khomeini,52,34,2002,2002,2000,2000,2705040980,3686831870,683,1876,2088,1852,362,27937
Ganaveh,35,20,1998,1998,2000,2001,98001773,151558076,365,1796,1609,1516,159,11927
Mahshahr,49,17,2005,2005,2002,2002,1596918614,2948196636,620,878,1165,1179,203,15705
Bandar Amirabad,2,2,2002,2002,2001,2001,5766174,7522151,801,801,677,693,2,138
Qeshm Island,32,17,2007,2006,1998,1998,157455329,253725334,630,1265,1693,1759,285,21442
Imam Hasan,14,13,2002,2003,2009,2009,213456169,411224025,615,2405,1265,1256,33,2491
Bandar Mashur,2,2,2011,2011,2016,2016,28648542,48406704,2768,2768,446,439,12,941
