int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Lavan,729,294,2000,2001,2006,2006,15529940151,27643984469,204,1038,1579,1597,1558,119725
Lengeh,817,142,2004,2001,2008,2009,3199291168,5650169039,119,823,1087,1091,630,47802
Asaluyeh,763,257,2002,2001,2002,2003,12617780645,19811530540,317,973,1124,1087,1711,131418
Bushehr,554,157,1993,1996,2000,2000,4225096629,7178708751,377,1132,1212,1367,986,75102
Rajaei,1240,509,2002,2004,2008,2008,41546623504,56202974003,410,1220,1279,1327,6050,466873
Hengam,280,201,2001,2002,2005,2005,8676526623,14597140704,372,1115,1491,1499,846,65032
Bandar Imam Khomeini,307,218,2004,2005,2008,2008,16753403006,30420601421,645,1657,2004,2065,1769,136913
Queshm,630,339,2002,2003,2006,2005,20309618650,31267741428,475,1318,1323,1283,2977,229569
Kish,710,335,2000,2002,2006,2006,22999990326,38987314492,237,1073,1790,1784,2015,150597
Khark,445,268,2004,2004,2007,2007,47399417573,90935156480,531,1242,1361,1374,3827,296192
Tombak,543,130,2005,1998,2005,2005,6453439363,11745348210,143,1224,1319,1322,941,72054
Bandar Khomeyni,383,192,1998,2001,2005,2005,9306517427,15954661104,484,1428,1593,1648,1194,92042
Jask,190,151,2004,2004,2005,2005,14226268788,23644076528,1183,2443,2362,2380,1374,106079
Abu Musa,523,338,2004,2004,2006,2006,7920942924,12545549340,196,650,755,750,958,73364
Sirri,534,282,2003,2002,2008,2008,6952469445,12261113072,204,803,1190,1247,712,54705
Astara,75,23,1988,1988,1991,1991,62553495,84834411,342,531,511,498,22,1616
Anzali,396,121,1988,1989,1991,1990,695838590,900555016,599,610,710,714,200,15066
Nowshahr,152,74,1990,1990,1991,1992,272636424,330862852,672,708,670,676,79,5950
Soroosh,386,257,2003,2004,2010,2010,9724902919,17777805937,216,716,763,782,879,67836
Bandar Abbas,492,118,2002,2000,2002,2005,997174793,1332406528,166,916,589,808,795,60055
Amirabad,707,139,1995,1991,1997,1997,1754593843,2107548142,601,703,704,701,466,35116
Abadan,133,61,1994,1993,1995,1996,108080763,147586921,319,627,445,413,153,11556
Chabahar,98,61,2002,2002,2007,2007,5931977843,11029684542,625,1407,2589,2771,417,32146
Khorramshahr,163,45,1992,1992,1991,1990,99891714,146676995,160,1153,403,485,77,5764
Bandar Khomeini,64,47,2001,2002,2003,2003,1392402062,2146271606,636,920,936,895,217,16696
Imam Hasan,22,19,2005,2005,2007,2007,133855205,254949260,399,1215,527,521,54,4103
Hormuz,32,31,2003,2003,2007,2007,2838243262,5311782989,756,1296,1530,1542,250,19379
Ganaveh,34,18,1998,1999,1997,1998,94881553,156702945,359,684,800,794,46,3459
Mahshahr,49,21,2005,2006,2000,2000,1215432911,2227705837,257,411,789,799,177,13721
Bandar Amirabad,2,2,2002,2002,2004,2004,8552402,10814880,942,942,1004,996,2,129
Bandar Neka,2,2,1996,1996,2003,2002,5364356,6871256,651,651,713,704,1,71
Qeshm Island,31,20,2006,2005,2008,2008,130125628,212936962,302,1457,1046,1071,102,7645
Bandar Mashur,1,1,2016,2016,2016,2016,9904717,17046217,155,155,155,155,2,124
