Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,444,178,19074,23897,2007,2007,2007,2007,471,1094,1048,1056,45,94,253,255,40,52,41,41,2458.0,190344,193998,19112379,53005809,59235772,43046,129663,150212
Ro-Ro,107,24,1678,853,2012,2010,2009,2009,100,610,266,278,11,50,141,147,35,35,37,36,192.9,14935,15221,917313,1706134,1974819,8573,20152,21414
Bulk carrier,93,86,4595,7877,2007,2008,2008,2008,665,1835,1745,1741,203,311,737,753,108,223,245,247,503.0,38923,39670,3286982,7000065,9044970,35344,122217,145615
Vehicle,89,43,3790,1153,2007,2008,2007,2006,136,552,804,737,18,44,285,282,21,21,24,22,270.4,20915,21316,1167935,5149342,5963462,13123,49880,53682
Chemical tanker,81,55,956,1561,2007,2006,2010,2010,171,691,717,732,21,100,252,257,39,65,65,65,205.4,15753,16055,472076,2566894,2991027,5828,36890,45139
General cargo,52,34,701,997,2004,2005,2007,2007,508,1573,1346,1360,100,170,278,279,48,75,100,103,151.6,11622,11845,628542,2065498,2974890,12087,59256,79453
Refrigerated bulk,48,29,360,407,1989,1990,1990,1990,816,1416,1365,1364,120,188,300,301,82,160,249,243,288.7,21833,22252,1208820,2641330,2975210,25184,53666,57943
Liquefied gas tanker,39,15,503,574,2012,2012,2012,2012,192,729,856,850,24,74,468,463,36,73,116,117,93.5,7149,7286,433000,1254472,1385338,11103,60786,79935
Oil tanker,31,22,821,1360,2002,2002,2005,2005,635,1320,1312,1325,87,248,355,358,46,106,75,75,187.4,14447,14724,1320878,2887272,3265031,42609,127712,150534
Miscellaneous - fishing,10,5,17,19,1984,1982,1981,1981,974,1755,1738,1732,126,142,215,221,40,226,96,61,10.2,773,788,136016,301709,343012,13602,32011,37947
Service - tug,8,6,1,1,1996,1992,1995,1992,933,760,569,496,164,413,419,449,73,517,474,567,7.1,532,542,36601,86551,115887,4575,11814,15951
Service - other,4,4,78,129,2000,2000,2010,2011,467,1964,5589,5985,164,518,1619,1628,26,36,16,16,14.0,1079,1099,900500,1847628,1990931,225125,500941,565633
Ferry-pax only,2,1,2,0,1969,1969,1969,1969,712,712,712,712,88,88,94,94,320,320,359,359,1.4,105,107,20390,41526,52310,10195,23708,31255
Cruise,1,1,14,1,1998,1998,1998,1998,462,462,462,462,38,38,38,38,7,7,7,7,3.3,259,264,3266,27034,36052,3266,22557,26817
