Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Togo,312,173,1531,1749,2004,2005,2007,2007,109,239,144,155,14,99,84,99,25,81,63,80,570.3,43843,44685,1420244,3981013,4570272,4552,14782,17391
Nigeria,151,92,1095,1313,2008,2007,2009,2009,132,310,212,214,34,89,104,109,20,34,34,37,261.5,20176,20564,1202348,3127865,3553225,7963,23905,28033
Ghana,93,65,639,804,2004,2004,2008,2008,193,354,220,223,20,73,40,43,28,54,35,37,140.9,10778,10985,767038,1938480,2195475,8248,23832,27789
Singapore,74,48,21222,29507,2009,2009,2009,2009,8254,8285,8267,8270,574,651,593,603,28,193,98,113,2721.6,210752,214798,19781060,50975929,59707861,267312,830476,975375
Côte d'Ivoire,73,39,1608,990,2009,2005,2012,2010,462,511,469,489,34,67,42,60,21,53,27,39,167.2,12894,13142,964043,2283343,2660128,13206,38151,43334
United States of America,41,24,10884,3323,2010,2010,2010,2010,5016,4987,5011,5010,303,304,308,308,15,17,16,17,776.6,60049,61202,3381002,14184831,16431539,82463,303493,326387
Gabon,39,24,589,697,1999,2002,2004,2005,642,728,724,745,67,72,73,77,44,72,37,38,93.4,7211,7350,617308,2071158,2292543,15828,55720,65528
Senegal,38,20,2539,1714,2009,2008,2010,2010,1651,1638,1698,1735,108,133,124,137,22,25,25,25,271.1,20984,21386,1616410,3651507,4243304,42537,121173,137409
Spain,35,22,3655,4913,2008,2008,2008,2008,3121,2938,3116,3114,204,226,212,216,31,118,70,83,545.1,42210,43020,3406345,8879470,10213979,97324,298693,348076
Morocco,31,13,4186,4750,2008,2009,2009,2008,3160,3122,3163,3188,222,253,224,233,21,50,30,36,627.4,48597,49530,3756229,9587380,10830628,121169,348766,400698
South Africa,14,14,1387,1909,2006,2006,2010,2010,3200,3372,3433,3553,276,424,596,702,62,249,243,304,172.6,13346,13603,973667,2658683,3168080,69548,243988,287424
Congo,13,11,549,634,2007,2008,2008,2008,1032,1162,1178,1197,178,212,234,246,24,30,25,24,95.8,7415,7557,531626,1581731,1748863,40894,126989,146900
Mauritania,13,13,893,1097,2004,2004,2010,2010,2014,2080,2030,2038,148,185,155,156,42,68,34,36,115.7,8920,9092,997477,2494213,2818307,76729,212658,243842
Angola,10,9,239,353,2004,2006,2010,2011,1311,1299,1344,1359,119,114,117,119,112,221,297,332,42.9,3303,3367,224464,529916,655359,22446,72018,85859
Guinea,10,9,435,300,2005,2005,2009,2006,1270,1340,1258,1297,108,157,106,112,14,66,23,32,44.6,3448,3514,265051,924568,1079884,26505,95496,109820
Namibia,8,6,205,255,1989,1991,2002,2003,2252,2201,2016,2007,284,243,174,169,62,92,42,39,62.4,4763,4855,321677,778025,875017,40210,101411,113935
China,7,5,314,535,2004,2002,2006,2006,673,1504,2828,3046,100,159,432,433,210,363,225,224,28.4,2183,2225,270782,555508,684773,38683,122092,143489
Cameroon,7,7,103,103,2009,2009,2009,2009,657,823,732,769,47,85,85,91,35,35,32,36,17.5,1347,1373,86356,233097,275002,12337,51768,65346
Sri Lanka,6,6,1619,2314,2007,2007,2008,2007,7105,7247,7176,7219,624,645,620,639,166,274,211,259,182.1,14104,14375,1456992,3545386,4094750,242832,732261,848466
Belgium,6,3,1126,367,2004,1999,2004,2005,4265,4253,4258,4257,306,343,323,322,20,21,24,24,68.5,5286,5387,371967,1639974,1899257,61994,235641,253601
