int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,1085,307,2007,2008,2009,2009,24115579743,39309520046,527,1781,1390,1416,5586,428928
Liquefied gas tanker,182,37,2011,2010,2012,2011,4935571200,5803616690,401,1604,1448,1458,773,59509
Container,779,196,2003,2006,2009,2009,77038289176,89171399509,820,2552,2577,2473,9104,704788
Bulk carrier,193,171,2008,2008,2009,2009,12230751529,21198768590,637,2246,2229,2240,1236,95684
Oil tanker,526,271,2004,2007,2011,2011,60277807265,109243404724,724,3106,3064,3107,7018,541633
General cargo,81,38,1996,2004,1997,1997,1091977950,1453058711,481,1291,1174,1127,210,16145
Miscellaneous - fishing,50,12,1977,1978,1979,1979,56087902,65904668,840,1299,1557,1556,37,2828
Refrigerated bulk,78,36,1987,1990,1991,1990,183215647,207720467,199,528,469,470,176,13313
Ro-Ro,93,28,2008,2008,2007,2008,3460776781,1790111083,414,797,716,708,373,28881
Vehicle,72,37,2005,2007,2005,2005,3939443176,1246352522,397,1015,1017,924,285,22083
Service - other,16,11,2005,2005,2009,2008,96304100,121796322,875,2074,3192,3188,42,3211
Service - tug,24,13,1990,1991,2001,2003,9827267,7388924,773,1432,865,752,33,2479
Ferry-pax only,4,2,1980,1976,1978,1979,903068,147996,411,341,359,365,11,841
Offshore,20,10,1999,1996,2001,2000,100965972,176891891,417,468,170,164,55,4120
Ferry-RoPax,1,1,2003,2003,2003,2003,13666,2843,13,13,13,13,0,2
Cruise,1,1,1998,1998,1998,1998,71603088,6385320,2365,2365,2365,2365,22,1685
