int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,1,1,1994,1994,1994,1994,27317347,46845864,1045,1045,1045,1045,3,248
Container,1,1,2008,2008,2008,2008,17163950,20611516,1119,1119,1119,1119,3,220
Service - other,3,2,1981,1984,1991,1991,3596484,1400295,325,367,462,485,4,283
Cruise,2,1,2007,2007,2007,2007,399440,95720,166,166,166,166,1,52
Offshore,1,1,1984,1984,1984,1984,24463300,12141683,3912,3912,3912,3912,6,421
General cargo,1,1,2008,2008,2008,2008,4577070,5358330,870,870,870,870,1,49
