Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,276,64,8913,1953,1997,2003,2004,2005,688,866,752,866,52,78,66,109,13,22,12,24,2013.7,154471,157437,3173345,17144397,19261499,11498,54672,65148
Mexico,227,45,8465,1056,2006,2004,2009,2008,335,563,368,440,19,56,26,53,8,25,18,40,1804.9,139665,142346,1331855,11451678,14287351,5867,45986,56038
Jamaica,139,27,2537,384,2001,2004,2008,2003,304,317,278,299,19,37,17,25,10,20,10,23,504.9,39100,39850,394028,3141624,4051615,2835,21095,26073
Honduras,80,13,1938,223,2005,2005,2005,2005,348,395,366,365,22,31,23,25,7,15,8,9,460.0,35607,36291,378063,2799776,3537975,4726,32307,39852
Cuba,39,17,677,338,1989,1992,1997,2001,450,456,531,942,39,62,160,482,23,28,34,61,166.1,12842,13089,443337,1415685,1547901,11368,35299,38486
Bahamas,27,9,3145,346,2009,2007,2012,2010,852,893,1029,976,46,75,49,69,9,25,31,34,511.0,39523,40282,115740,2925241,3985308,4287,98869,131352
Colombia,25,13,1008,118,1996,1995,2000,1997,652,713,738,744,66,122,57,86,9,78,11,43,194.6,15047,15336,429661,1876405,2088005,17186,68459,72863
Belize,24,9,513,70,2007,2008,2011,2009,442,564,608,529,36,41,44,40,10,9,10,10,87.8,6779,6909,134987,797075,1047256,5624,31952,41406
Dominican Republic,14,9,255,140,1989,1995,2007,2007,838,811,867,907,86,94,76,116,41,40,14,26,53.4,4124,4203,191202,678281,722698,13657,49227,52969
Costa Rica,7,4,200,32,1995,1996,1993,1996,584,603,588,608,40,45,41,48,9,11,9,12,41.2,3186,3247,125648,476612,490234,17950,63549,62679
Turks and Caicos Islands,5,3,6,8,1982,1981,1982,1982,614,615,618,618,50,51,52,52,4,5,5,5,4.2,315,321,27053,160203,103262,5411,14841,21239
Aruba,5,3,465,36,2010,2011,2010,2010,746,758,756,756,41,41,42,42,8,10,8,8,85.6,6630,6757,-20097,395503,581916,-4019,69845,100713
Curaçao,4,2,10,14,1987,1990,1987,1987,926,914,925,925,114,114,123,123,16,16,16,16,2.0,153,155,43512,124827,179386,10878,35457,50996
Virgin Islands (U.S.),3,3,439,54,2008,2008,2012,2009,1137,1819,3070,1780,117,137,185,156,30,23,5,16,86.4,6642,6770,15742,398122,563538,5247,135313,188685
Italy,2,1,107,8,2017,2017,2017,2017,349,349,349,349,18,18,18,18,18,18,21,21,16.0,1239,1263,-4380,86191,126815,-2190,38053,54870
Brazil,2,2,334,598,2007,2007,2009,2008,4063,4063,4111,4075,674,674,611,617,62,62,62,62,33.0,2553,2602,117607,670904,772190,58803,419599,515102
Venezuela (Bolivarian Republic of),2,2,81,143,1998,1998,2001,2001,1128,1128,1305,1308,168,168,167,167,55,55,60,60,8.7,676,689,82752,182306,210910,41376,105858,135545
Sint Maarten (Dutch part),1,1,385,28,2012,2012,2012,2012,2963,2963,2963,2963,160,160,160,160,7,7,7,7,74.5,5749,5859,-15512,305282,449171,-15512,269561,388693
"Bonaire, Sint Eustatius and Saba",1,1,11,17,2006,2006,2006,2006,1307,1307,1307,1307,181,181,181,181,118,118,118,118,4.7,356,363,20200,57401,67992,20200,63316,74225
Trinidad and Tobago,1,1,12,18,2013,2013,2013,2013,1804,1804,1804,1804,167,167,167,167,21,21,21,21,3.8,291,297,6849,25010,36927,6849,40982,55965
Uruguay,1,1,160,267,2009,2009,2009,2009,5327,5327,5327,5327,421,421,421,421,4,4,4,4,19.3,1495,1523,51485,377043,434723,51485,444601,546546
Haiti,1,1,30,3,1990,1990,1990,1990,614,614,614,614,45,45,45,45,2,2,2,2,3.8,291,297,8008,66283,88394,8008,55306,65751
Guatemala,1,1,11,11,2011,2011,2011,2011,662,662,662,662,178,178,178,178,18,18,18,18,2.8,212,216,8333,24142,26660,8333,45622,59994
Panama,1,1,14,14,2011,2011,2011,2011,821,821,821,821,93,93,93,93,175,175,175,175,5.3,405,412,10346,29975,33102,10346,56647,74492
