dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,45,12,2005,2006,2007,2008,21270459,28260904,85,93,93,91,8,639
Bulk carrier,8,7,2009,2009,2008,2008,17260833,26496398,99,110,109,109,4,333
Service - other,3,1,1987,1987,1987,1987,5217438,6205498,766,766,669,669,3,204
Service - tug,13,3,1997,2000,2000,2000,330196,339545,62,100,97,96,2,173
Refrigerated bulk,2,2,1988,1988,1989,1989,775237,958037,88,88,87,87,8,591
Ro-Ro,1,1,2017,2017,2017,2017,68310,82903,48,48,48,48,0,20
Ferry-RoPax,1,1,1976,1976,1976,1976,52094,3560,119,119,119,119,1,60
Chemical tanker,2,2,2009,2009,2009,2009,2192434,3490349,87,87,87,87,5,351
