int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Vostokmorservice,1031,476,1998,1999,2005,2006,15566768165,22031848366,709,1605,1528,1783,2988,228568
Vladivostok,1041,528,1996,1997,2006,2007,23606285446,30221500511,758,1629,1692,1930,4401,335665
Prigorodnoye,235,43,2006,2005,2008,2007,34308759217,28274884346,1478,1724,1711,1730,3180,204027
St Petersburg,4291,1348,2001,2003,2006,2007,74545708248,91688558043,707,1543,988,1444,15756,1188035
Vostochnyy,1123,569,2007,2007,2008,2008,48772099446,83859662567,934,1786,1747,1823,4805,371443
Ust-Luga,2309,1130,2008,2008,2011,2011,134554818922,235802648449,976,1979,1960,2003,15591,1181865
Bronka Port,535,157,2006,2003,2009,2009,5893644647,5945036890,485,1524,688,824,1688,126877
Tuapse,1102,599,2001,2005,2007,2007,18642185196,31101575661,503,950,945,975,2899,223510
Murmansk,1151,649,2002,2005,2010,2010,76117425216,129224403808,1705,2835,2901,2848,9793,750972
Novorossiysk,3831,1627,2002,2004,2008,2008,68172166076,112498910814,481,945,809,822,9876,761554
Astrakhan,868,332,1994,1996,1996,1996,1881650647,2368700883,599,721,715,708,746,56104
Nakhodka,1834,1163,2006,2007,2011,2011,151072660944,240562833637,1152,2530,2607,2855,12337,951054
Rostov-On-Don,1055,450,1991,1989,1994,1995,1817715925,2318086115,352,469,463,461,698,52536
Kozmino,327,157,2007,2007,2009,2009,28282794843,50226478551,1153,1723,1498,1512,2803,216981
Vitaz Marine Terminal,14,14,2001,2001,1999,2000,92517616,35779456,785,6378,1685,1142,63,4749
Kavkaz,5499,1125,1992,1993,1996,1996,9610568900,12599965600,429,463,454,461,3526,266683
Taman',1423,1030,2004,2004,2009,2009,37709513857,65313222737,446,1085,1133,1150,5041,388906
Sestroretsk,1,1,1986,1986,1986,1986,799885,829426,568,568,568,568,0,19
Azov,496,295,1988,1989,1992,1992,733672780,887695834,311,437,427,423,322,24255
Yeysk,282,196,1993,1993,1996,1996,372432076,466837256,379,429,378,376,151,11361
Gelendzhik,777,408,2001,2006,2010,2010,20830046048,38360691034,480,630,652,659,2594,200030
Posyet,214,92,2006,2006,2006,2006,3871771992,6278187687,946,1332,1173,1181,465,35764
Vanino,677,419,2002,2005,2007,2007,39681864103,71267983040,1502,2090,2343,2375,3852,297610
Sovgavan,133,75,1994,1995,1998,1999,880309893,1251392902,1117,1139,1365,1389,238,18167
Gavrilov-Yam,23,21,1990,1988,2000,2006,184676752,185183954,333,2205,2704,2494,137,10266
Korsakov,323,173,1992,1992,1999,2001,2224075733,1791506220,571,1866,1247,1451,686,51137
Arkhangelsk,149,80,1996,1994,1998,1999,1588107303,2006139345,2035,2435,2798,2806,422,32216
Kaliningrad,748,390,1997,1998,2003,2004,2311133298,3253192402,437,664,727,771,686,51683
Baltiysk,1074,631,2002,2003,2010,2010,16651342879,23112909862,524,1022,1048,1136,2575,194636
Kronshtadt,341,148,2001,1997,2008,2008,3064902496,3553616011,497,1129,866,919,923,69419
Pionerskiy,74,56,1996,1998,2005,2005,707700555,1124671522,585,1061,955,985,160,12067
Zarubino,256,127,1994,1994,2005,2005,1604838400,1734057055,560,1636,1056,1002,494,37395
Slavyanka,166,84,2001,1999,2010,2010,9056260065,12522055379,868,1708,1696,1877,941,72348
Yuzhno-Kuril'Sk,736,158,1987,1990,1991,1992,1054682387,642082080,109,1164,992,895,521,39237
Kimry,5,5,1981,1981,1980,1975,41775416,48335527,2927,2295,2766,2807,30,2231
Petropavlovsk,185,129,1992,1990,1994,1994,2708001584,1829596311,2238,4473,2138,1670,1152,87367
Primorsk,825,306,2008,2008,2009,2009,45814921526,80000997515,1355,1559,1335,1344,6089,459291
Vysotsk,548,230,2006,2007,2009,2009,12739537238,21407714297,406,945,898,907,2063,155568
Lomonosov,160,98,1999,2000,2004,2004,411627424,576165012,616,628,608,592,152,11380
Temryuk,967,306,1996,1994,2000,2000,1746440737,2345397014,488,468,509,511,817,61677
Vyborg,476,197,1996,1999,2002,2002,686077127,980447657,274,678,575,584,247,18583
Preobrazheniye,31,28,1990,1990,2001,2003,77888946,107124664,482,619,880,983,25,1881
Nevelsk,132,78,1995,1999,2010,2011,2711900721,4630544877,967,1763,2185,2236,382,29233
Rudnaya Pristan,27,23,1984,1984,1987,1988,47519955,45660418,587,1331,1001,830,40,3019
Taganrog,198,144,1991,1991,1993,1993,276123013,351515738,228,344,372,374,173,12998
Magadan,18,17,1988,1988,1990,1990,33815818,22247737,939,1217,859,799,30,2236
Kholmsk,180,165,2006,2007,2011,2011,9298576132,16075789905,1563,1998,2247,2281,941,72558
Poronaysk,9,9,1988,1988,1995,1999,57541652,61717774,2671,2316,1794,1916,32,2393
Provideniya,14,10,1988,1988,1988,1988,187580555,232286732,3354,3491,2582,3133,74,5634
Sochi,43,27,1985,1987,2005,2007,80297386,119697656,331,521,617,629,151,11641
Olya,219,106,1995,1992,1999,1999,467716612,540320968,552,602,639,642,165,12495
Trudfront,78,63,1989,1989,1993,1993,171651807,222475231,639,874,837,856,52,3900
Krasnyye Barrikady,77,64,1997,1996,1999,2000,145160350,180956876,538,749,604,595,77,5804
Ikryanoye,37,34,1989,1989,1992,1992,63755168,80543392,666,684,687,690,22,1631
Bukhta Nagayeva (Magadan),22,22,1988,1988,1988,1988,144533017,125320407,1763,4167,1650,1839,88,6615
